Structure, Text
"SEC. 51A-11.201_4_2","(2)   Appeal of decision on eligibility.  A determination that the applicant is not eligible for a tax exemption may be appealed to the city plan commission. An appeal is made by filing a written request with the director. The request must be filed within 30 days after the date written notice is given to the applicant of the landmark commission’s decision. In considering the appeal, the sole question shall be whether the landmark commission erred in determining that the applicant is not eligible, and, in this connection, the city plan commission shall consider the same standards that were required to be considered by the landmark commission."
"SEC. 51A-11.201_5","(e)   City council review.  Within 90 days after the landmark commission determines an applicant is eligible for a tax exemption, the director shall schedule applications for properties with past and projected tax foregone exceeding $50,000 for review by the city council. The city council may, by resolution, approve any portion of the application over $50,000 if it finds that the property is a historically or architecturally significant site in need of more than $50,000 in tax relief to encourage its preservation. If the city council denies all or part of the amount over $50,000, the applicant will still be eligible for a tax exemption up to a maximum of $50,000 subject to compliance with the requirements in this article."
"SEC. 51A-11.201_6","(f)   Completion of rehabilitation project."
"SEC. 51A-11.201_6_1","(1)   The applicant must obtain approval of any necessary certificates of appropriateness or predesignation certificates of appropriateness."
"SEC. 51A-11.201_6_2","(2)   A rehabilitation project must be completed by the date specified by the landmark commission when it made its determination of eligibility. If the landmark commission fails to set a completion deadline, it will be deemed to be three years from the date the landmark commission made its determination of eligibility. The landmark commission may also set a deadline for the owner to obtain a certificate of occupancy if it is necessary to further the purpose of this article. The landmark commission may, after a public hearing, extend the deadline for completion of the rehabilitation project and receipt of a certificate of occupancy for additional periods up to three years each if there has been reasonable progress towards completion and the extension will further the purpose of this article. An application for an extension may be made after the original completion deadline or the extended completion deadline."
"SEC. 51A-11.201_7","(g)   Letter of verification."
"SEC. 51A-11.201_7_1","(1)   Application.  At any time after completion of the minimum expenditure on rehabilitation but no later than the completion deadline, and in order to receive a tax exemption, an owner must apply to the director for a letter of verification and submit the following information:"
"SEC. 51A-11.201_7_1_1","(A)   A signed statement, acknowledged before a notary public, certifying that the minimum expenditure on the rehabilitation project has been made in compliance with any certificates of appropriateness or predesignation certificates of appropriateness along with receipts or other documentation such as pay affidavits or schedules of value provided by a licensed architect or engineer proving that the minimum expenditure on the rehabilitation project has actually been made."
"SEC. 51A-11.201_7_1_2","(B)   An executed commitment to repay that complies with Paragraph (3)."
"SEC. 51A-11.201_7_1_3","(C)   A copy of the city council resolution if the previous and projected tax foregone combined exceeds $50,000."
"SEC. 51A-11.201_7_1_4","(D)   For applications based upon residential conversion, the applicant must provide records showing that the requisite percentage of floor area has been changed to residential uses."
"SEC. 51A-11.201_7_1_5","(E)   Proof, such as a tax certificate, that property taxes and any city fees, fines, or penalties are not delinquent on the property."
"SEC. 51A-11.201_7_1_6","(F)   Proof that there are no pending city code violations on the property."
"SEC. 51A-11.201_7_2","(2)   Properties in reinvestment zones. If the historic property is in a reinvestment zone (also known as a TIF) designated under Chapter 311 of the Texas Tax Code, any additional requirements or limitations of state law or bonds issued in connection with the TIF must be met before issuance of the letter of verification."
"SEC. 51A-11.201_7_3","(3)   Commitment to repay."
"SEC. 51A-11.201_7_3_1","(A)   The owner must commit to repay any taxes foregone in the event of unauthorized alteration or demolition of the historic property."
"SEC. 51A-11.201_7_3_2","(B)   The commitment to repay must be approved as to form by the city attorney."
"SEC. 51A-11.201_7_3_3","(C)   The commitment to repay must run with the land and bind the owner and his successors, heirs, and assigns."
"SEC. 51A-11.201_7_3_4","(D)   The commitment to repay must provide that any unpaid repayment is a lien against the historic property."
"SEC. 51A-11.201_7_3_5","(E)   The commitment to repay must indemnify the city against all claims arising out of the granting of a tax exemption."
"SEC. 51A-11.201_7_3_6","(F)   The commitment to repay must be filed in the deed records of the appropriate county and with the appraisal district as the instrument governing the terms of the tax exemption."
"SEC. 51A-11.201_7_3_7","(G)   The commitment to repay must contain:"
"SEC. 51A-11.201_7_3_7_1","(i)   the address of the property;"
"SEC. 51A-11.201_7_3_7_2","(ii)   whether the exemption is 100 percent of the value of, or the added value of, the land and structure;"
"SEC. 51A-11.201_7_3_7_3","(iii)   if there is more than one structure on a tax account or a lot and only one structure is a contributing exempt structure, a description of the structure sufficient to notify the appraisal district which structure is exempt;"
"SEC. 51A-11.201_7_3_7_4","(iv)   if the exemption is on the added value of the land and structure, the dollar amount of the pre-rehabilitation value, with an indication that if the appraised value is reduced during the term of the tax exemption, the pre-rehabilitation value equals the value after reappraisal for the remaining duration of the tax exemption;"
"SEC. 51A-11.201_7_3_7_5","(v)   required completion date of rehabilitation;"
"SEC. 51A-11.201_7_3_7_6","(vi)   date by which a certificate of occupancy must be granted, if applicable;"
"SEC. 51A-11.201_7_3_7_7","(vii)   a statement that property taxes and any city fees, fines, or penalties are not delinquent on the property or on any other real property owned in whole or in part, directly or indirectly, by the owner, and must not be delinquent for the term of the tax exemption in order to qualify for the exemption on an annual basis. For the purpose of this statement, an interest in real property does not include any interest in real property held indirectly through a mutual or common investment fund such as a real estate investment trust that holds real estate assets unless the person in question participates in the management of the fund;"
"SEC. 51A-11.201_7_3_7_8","(viii)   a statement that the appraisal district shall not provide a tax exemption until the city provides the appraisal district an annual letter of verification;"
"SEC. 51A-11.201_7_3_7_9","(ix)   a statement that the appraisal district shall not provide a tax exemption unless the owner applies annually to the appraisal district for the exemption within the time set forth under the Texas Tax Code;"
"SEC. 51A-11.201_7_3_7_10","(x)   if city council approval of the tax exemption is required, a statement that the tax exemption is subject to the terms of the city council resolution;"
"SEC. 51A-11.201_7_3_7_11","(xi)   an authorization for the members of the landmark commission and city officials to visit and inspect the property as necessary to certify eligibility and verification for a tax exemption;"
"SEC. 51A-11.201_7_3_7_12","(xii)   a statement that a failure to complete the rehabilitation project or get a certificate of occupancy by any completion date stated in the determination of eligibility, as extended if applicable, may result in penalties pursuant to this article."
"SEC. 51A-11.201_7_4","(4)   Review by director.  The director shall inspect the historic property to verify compliance with the requirements of this division."
"SEC. 51A-11.201_7_5","(5)   Director’s decision."
"SEC. 51A-11.201_7_5_1","(A)   Issuance of letter of verification.  If the director determines that the applicant has met all applicable requirements and qualifies for a tax exemption, the director shall send a letter of verification to the appraisal district and the applicant on an annual basis for the duration of the tax exemption, indicating the applicable tax exemption and the duration of the tax exemption. The first letter of verification for a tax exemption on a property, or for a new tax exemption on the same property, must include a copy of the commitment to repay and, if applicable, the city council resolution."
"SEC. 51A-11.201_7_5_2","(B)   Notice of denial.  If the director denies the letter of verification, the director shall notify the applicant of this fact in writing, stating the deficiencies that must be corrected or the specific reasons for denial. Notice is given by depositing the notice properly addressed and postage paid in the United States mail. The notice must be sent to the address shown on the application. If the applicant remedies the deficiencies in time for the appraisal district to provide that year’s tax exemption, the director shall send a letter of verification to the appraisal district and the applicant, otherwise, the tax exemption must be sent to the appraisal district for the next year’s tax exemption."
"SEC. 51A-11.201_7_6","(6)   Appeal.  The decision of the director to deny the letter of verification may be appealed to the city plan commission. An appeal is made by filing a written request with the director. The request must be filed within 30 days after the date of written notice is given to the applicant of the director’s decision. In considering the appeal, the sole question shall be whether the director erred in determining that the applicant does not qualify, and, in this connection, the city plan commission shall consider the same standards that were required to be considered by the director."
"SEC. 51A-11.201_7_7","(7)   Annual application to appraisal district.  The director shall provide letters of verification to the appraisal district on an annual basis for the duration of the tax exemption, but in order to receive the tax exemption, the owner must make an annual application to the appraisal district in addition to the letter of verification provided by the director.  (Ord. Nos. 21874; 22026; 22392; 23506; 24584; 24843; 25271; 25509; 27016)"
"SEC. 51A-11.202","PENALTIES FOR FAILURE TO COMPLETE A PROJECT OR FAILURE TO OBTAIN A CERTIFICATE OF OCCUPANCY."
"SEC. 51A-11.202_1","(a)   Criminal prosecution.  After receipt of a letter of verification, an owner who knowingly fails to complete rehabilitation or obtain a certificate of occupancy as required by Section 51A-11.201(f)(2) is criminally responsible for a violation of this article under the terms of Section 51A-1.103."
"SEC. 51A-11.202_2","(b)   Defenses to prosecution.  It is a defense to prosecution that circumstances beyond the control of the owner prevented the owner from completing the rehabilitation or from obtaining the certificate of occupancy.  (Ord. 27016)"
"SEC. 51A-11.203","HISTORIC PROPERTY DESTRUCTION OR ALTERATION."
"SEC. 51A-11.203_1","(a)   If it is suspected that a historic property has been totally or partially destroyed or significantly altered by the willful act or negligence of the owner or his representative in violation of the preservation criteria in the historic district ordinance, the city council, landmark commission, or city manager shall immediately cause the matter to be scheduled for consideration by the city council. The director shall give written notice of the hearing before the city council to the owner at least 10 days before the hearing date. If, after the hearing, the city council determines that the historic property has been totally or partially destroyed or significantly altered by the willful act or negligence of the owner or his representative in violation of the preservation criteria in the historic district ordinance, the tax exemption will terminate, the director shall notify the appraisal district that the property does not qualify for a tax exemption, and the owner shall immediately repay to the city all of the tax foregone."
"SEC. 51A-11.203_2","(b)   Where a historic property is totally or partially destroyed or significantly altered in violation of the preservation criteria in the historic district ordinance other than by the willful act or negligence of the owner or his representative, the owner shall, within 30 days, request a certificate for demolition when rehabilitation is not feasible, or request a certificate of appropriateness to rehabilitate the historic property. The landmark commission shall determine whether rehabilitation is feasible during its consideration of the certificate for demolition or certificate of appropriateness. In cases in which a historic property is demolished pursuant to a certificate for demolition or rehabilitated in compliance with a certificate of appropriateness, repayment of the tax foregone is not required.  (Ord. Nos. 21874; 22026; 22392; 23506; 24584; 25509; 27016)"
"SEC. 51A-11.204","TAX EXEMPTIONS IN THE URBAN HISTORIC DISTRICTS."
"SEC. 51A-11.204_1","(a)   General.  The tax exemptions based on conversion under Subsection (b) may not be granted more than one time for the same historic property. Otherwise, the different tax exemptions under this section may be combined sequentially or simultaneously. Additional tax exemptions based on rehabilitation under Subsection (c) are permitted at any time (including during the term of a previous tax exemption) if the owner provides additional rehabilitation, limited to repair, reconstruction, or maintenance of the exterior facade, meeting the minimum expenditure based on the pre-rehabilitation value applicable to the subsequent application, and otherwise meets all requirements of this article."
"SEC. 51A-11.204_2","(b)   Tax exemption based upon residential conversion or ground floor retail conversion."
"SEC. 51A-11.204_2_1","(1)   Eligibility for tax exemption.  To be eligible for this tax exemption:"
"SEC. 51A-11.204_2_1_1","(A)   the historic property must be in an urban historic district; and"
"SEC. 51A-11.204_2_1_2","(B)   the portion of the historic property’s ground-level floor facing the street may not be used for parking; and"
"SEC. 51A-11.204_2_1_3","(C)   at least 45 percent of the historic property’s floor area must be occupied after the conversion; and either"
"SEC. 51A-11.204_2_1_4","(D)   more than 50 percent of the historic property’s floor area must be converted from nonresidential use to residential use; or"
"SEC. 51A-11.204_2_1_5","(E)   more than 65 percent of the historic property’s street frontage must be converted for a ground-floor retail use, and the property must be in a zoning district that permits the retail use. Tax exemptions are not available for retail conversions that require a zoning change in order to permit the retail use upon conversion unless the historic property was historically used for retail purposes as determined by the landmark commission."
"SEC. 51A-11.204_2_2","(2)   Value and duration."
"SEC. 51A-11.204_2_2_1","(A)   One hundred percent of the historic property’s value will be exempt from city property tax."
"SEC. 51A-11.204_2_2_2","(B)   The tax exemption will begin as soon as possible after verification and have a duration of five years."
"SEC. 51A-11.204_3","(c)   Tax exemption based upon rehabilitation."
"SEC. 51A-11.204_3_1","(1)   Eligibility for tax exemption.  To be eligible for this tax exemption:"
"SEC. 51A-11.204_3_1_1","(A)   the historic property must be in an urban historic district; and"
"SEC. 51A-11.204_3_1_2","(B)   the cost of the rehabilitation that is completed must exceed 75 percent of the pre-rehabilitation value of the contributing structure (excluding value of the land) or must exceed 50 percent of the pre-rehabilitation value of the contributing structure (excluding value of the land)."
"SEC. 51A-11.204_3_2","(2)   Value and duration."
"SEC. 51A-11.204_3_2_1","(A)   One hundred percent of the historic property’s value will be exempt from city property tax if the cost of rehabilitation completed exceeds 75 percent of the pre-rehabilitation value of the contributing structure (excluding value of the land)."
"SEC. 51A-11.204_3_2_2","(B)   The added value of the historic property over the pre-rehabilitation value will be exempt from city property tax if the cost of rehabilitation completed exceeds 50 percent of the pre-rehabilitation value of the contributing structure (excluding value of the land)."
"SEC. 51A-11.204_3_2_3","(C)   The tax exemption will begin as soon as possible after verification and have a duration of 10 years.  (Ord. Nos. 21874; 22026; 22392; 23506; 24584; 25509; 27016)"
"SEC. 51A-11.205","TAX EXEMPTIONS IN ENDANGERED AND REVITALIZING HISTORIC DISTRICTS."
"SEC. 51A-11.205_1","(a)   General.  Additional tax exemptions based on rehabilitation under Subsection (b) are permitted at any time (including during the term of a previous tax exemption) if the owner provides additional maintenance or rehabilitation, limited to repair, reconstruction, or maintenance of the exterior facade, meeting the minimum expenditure based on the pre-rehabilitation value applicable to the subsequent application, and otherwise meets all requirements of this article."
"SEC. 51A-11.205_2","(b)   Tax exemption based upon rehabilitation."
"SEC. 51A-11.205_2_1","(1)   Eligibility for tax exemption.  To be eligible for this tax exemption:"
"SEC. 51A-11.205_2_1_1","(A)   the historic property must be in an endangered or revitalizing historic district; and"
"SEC. 51A-11.205_2_1_2","(B)   the cost of rehabilitation that is completed must exceed 25 percent of the pre-rehabilitation value of the contributing structure (excluding value of the land)."
"SEC. 51A-11.205_2_2","(2)   Value and duration."
"SEC. 51A-11.205_2_2_1","(A)   One hundred percent of the historic property's value will be exempt from city property tax if the cost of rehabilitation completed exceeds 25 percent of the pre-rehabilitation value of the contributing structure (excluding value of the land)."
"SEC. 51A-11.205_2_2_2","(B)   The tax exemption will begin as soon as possible after verification and have a duration of 10 years.  (Ord. Nos. 21874; 22026; 22392; 23506; 24584; 25509; 27016; 29953)"
"SEC. 51A-11.206","TAX EXEMPTIONS IN HISTORIC DISTRICTS OTHER THAN URBAN HISTORIC DISTRICTS, ENDANGERED HISTORIC DISTRICTS, AND REVITALIZING HISTORIC DISTRICTS."
"SEC. 51A-11.206_1","(a)   General.  The different tax exemptions under this section may be combined sequentially or simultaneously. Additional tax exemptions based on rehabilitation under Subsection (b) or rehabilitation of an endangered historic property under Subsection (c) are permitted at any time (including during the term of a previous tax exemption) if the owner provides additional rehabilitation, limited to repair, reconstruction, or maintenance of the exterior facade, meeting the minimum expenditure based on the pre-rehabilitation value applicable to the subsequent application, and otherwise meets all requirements of this article."
"SEC. 51A-11.206_2","(b)   Tax exemption based upon rehabilitation."
"SEC. 51A-11.206_2_1","(1)   Eligibility for tax exemption.  To be eligible for this tax exemption:"
"SEC. 51A-11.206_2_1_1","(A)   the historic property must not be in an urban historic district, endangered historic district, or a revitalizing historic district; and"
"SEC. 51A-11.206_2_1_2","(B)   the cost of rehabilitation that is completed must exceed 50 percent of the pre-rehabilitation value of the contributing structure (excluding value of land)."
"SEC. 51A-11.206_2_2","(2)   Value and duration."
"SEC. 51A-11.206_2_2_1","(A)   The added value of the historic property over the pre-rehabilitation value will be exempt from city property tax."
"SEC. 51A-11.206_2_2_2","(B)   The tax exemption will begin as soon as possible after verification and have a duration of 10 years."
"SEC. 51A-11.206_3","(c)   Tax exemption based upon rehabilitation of an endangered historic property."
"SEC. 51A-11.206_3_1","(1)   Eligibility for tax exemption.  To be eligible for this tax exemption:"
"SEC. 51A-11.206_3_1_1","(A)   the historic property must not be in an urban historic district, an endangered historic district, or a revitalizing historic district;"
"SEC. 51A-11.206_3_1_2","(B)   the cost of rehabilitation that is completed must exceed 25 percent of the pre-rehabilitation value of the contributing structure (excluding value of the land); and"
"SEC. 51A-11.206_3_1_3","(C)   the landmark commission must find that the historic property is in danger of being irreplaceably lost due to severe deterioration, severe damage, or impending demolition."
"SEC. 51A-11.206_3_2","(2)   Value and duration."
"SEC. 51A-11.206_3_2_1","(A)   One hundred percent of the historic property’s value will be exempt from city property tax."
"SEC. 51A-11.206_3_2_2","(B)   The tax exemption will begin as soon as possible after verification and have a duration of 10 years.  (Ord. Nos. 27016; 29953)"
"SEC. 51A-11.207","TAX EXEMPTION FOR HISTORIC PROPERTIES OPEN TO THE PUBLIC AND OWNED BY NON- PROFIT ORGANIZATIONS."
"SEC. 51A-11.207_1","(a)   General.  The purpose of this tax exemption is to enable non-profit organizations to maintain historic structures that are open to the public. An application for a determination of eligibility and an application for a letter of verification are required. City council review under Subsection 51A-11.201(e) and rehabilitation of the property are not required."
"SEC. 51A-11.207_2","(b)   Tax exemption based upon non-profit status."
"SEC. 51A-11.207_2_1","(1)   Eligibility for tax exemption.  To be eligible for this tax exemption:"
"SEC. 51A-11.207_2_1_1","(A)   the property must be a contributing structure within a historic district;"
"SEC. 51A-11.207_2_1_2","(B)   the property must be designated as a recorded Texas historic landmark or a state archeological landmark;"
"SEC. 51A-11.207_2_1_3","(C)   the property must be operated by a non-profit organization that qualifies for tax exemption under Section 501(c)(3) of the Internal Revenue Code;"
"SEC. 51A-11.207_2_1_4","(D)   the property must be open and available to the general public for tours or use at least 20 hours per month; and"
"SEC. 51A-11.207_2_1_5","(E)   any income generated by public use of the historic property is reinvested into maintenance of the historic property or into philanthropic efforts in Dallas."
"SEC. 51A-11.207_2_2","(2)   Value and duration."
"SEC. 51A-11.207_2_2_1","(A)   One hundred percent of the historic property’s value is exempt from city property tax."
"SEC. 51A-11.207_2_2_2","(B)   The tax exemption will begin as soon as possible after verification and continue for as long as the property meets the requirements of this section."
"SEC. 51A-11.207_2_2_3","(C)   The tax exemption will cease if the property is no longer operated by a non-profit organization that qualifies for tax exemption under Section 501(c)(3) of the Internal Revenue Code or if the property is no longer open to the public.  (Ord. 27016)"
"SEC. 51A-11.208","CITYWIDE TAX EXEMPTION."
"SEC. 51A-11.208_1","(a)   General.  The tax exemption under this section may be combined sequentially or simultaneously with other tax exemptions in this article.  Tax exemptions based on maintenance are permitted at any time (including during the term of a previous tax exemption) if the owner provides additional maintenance limited to repair, reconstruction, or maintenance of the exterior facade, meeting the minimum expenditure based on the pre-rehabilitation value applicable to the subsequent application, and otherwise meets all requirements of this article."
"SEC. 51A-11.208_2","(b)   Tax exemption based upon maintenance of a contributing structure."
"SEC. 51A-11.208_2_1","(1)   Eligibility for tax exemption.  To be eligible for this tax exemption:"
"SEC. 51A-11.208_2_1_1","(A)   the historic property must be in a historic district; and"
