Structure, Text
"SEC. 51A-6.102_3_2","(2)   The sound pressure level at the boundary line between a residential district, as defined both in this chapter and in Chapter 51, and an office, retail, mixed use, multiple commercial, P(A), WR with a shopfront overlay, or WMU district may not exceed the decibel limits specified in Subsection (b)(1)."
"SEC. 51A-6.102_4","(d)   Permissible sound pressure level in CS, LI, and IR districts."
"SEC. 51A-6.102_4_1","(1)   In a CS, LI, or IR district, a person may not conduct a use so as to create a sound pressure level on the bounding lot line that exceeds the decibel limits contained in the following table:"
"SEC. 51A-6.102_4_1_1","Maximum Permissible Daytime Decibel Limits at the Bounding Lot Line of a Use in a CS, LI, or IR District",
"SEC. 51A-6.102_4_1_1_1","A Scale",
"SEC. 51A-6.102_4_1_1_2","Decibel Limit
(dBA","re","0.0002 Microbar)","65 ",
"SEC. 51A-6.102_4_2","(2)   The sound pressure level at the boundary line between a residential district, as defined both in this chapter and in Chapter 51, and a CS, LI, or IR district may not exceed the decibel limits specified in Subsection (b)(1)."
"SEC. 51A-6.102_4_3","(3)   The sound pressure level at the boundary line between an office, retail, mixed use, multiple commercial, or parking district, as defined both in this chapter and in Chapter 51, and a CS, LI, or IR district may not exceed the decibel limits specified in Subsection (c)(1)."
"SEC. 51A-6.102_5","(e)   Permissible sound pressure level in an IM district."
"SEC. 51A-6.102_5_1","(1)   In an IM district, a person may not conduct a use so as to create a sound pressure level on the bounding lot line that exceeds the decibel limits contained in the following table:"
"SEC. 51A-6.102_5_1_1","Maximum Permissible Daytime Decibel Limits at the Bounding Lot Line of a Use in the IM District",
"SEC. 51A-6.102_5_1_1_1","A Scale",
"SEC. 51A-6.102_5_1_1_2","Decibel Limit
(dBA","re","0.0002 Microbar)","70",
"SEC. 51A-6.102_5_2","(2)   The sound pressure level at the boundary line between a residential district, as defined both in this chapter and in Chapter 51, and an IM district may not exceed the decibel limits specified in Subsection (b)(1)."
"SEC. 51A-6.102_5_3","(3)   The sound pressure level at the boundary line between an office, retail, mixed use, multiple commercial, or parking district, as defined both in this chapter and in Chapter 51, and an IM district may not exceed the decibel limits specified in Subsection (c)(1)."
"SEC. 51A-6.102_5_4","(4)   The sound pressure level at the boundary line between an LC, CS, LI, HC, I-1, I-2, or IR district and an IM district may not exceed the decibel limits specified in Subsection (d)(1)."
"SEC. 51A-6.102_6","(f)   Noise level adjustments."
"SEC. 51A-6.102_6_1","(1)   The maximum permissible noise levels contained in Subsections (b)(1), (c)(1), (d)(1), and (e)(1) are subject to the following adjustments:"
"SEC. 51A-6.102_6_1_1","Noise is present at nighttime   Subtract 7db"
"SEC. 51A-6.102_6_1_1","Noise is impulsive (meter reading changes at a rate greater than 10 decibels per second    Subtract 7db"
"SEC. 51A-6.102_6_1_1","Noise Has An “On Time” Of No More Than:","And an “Off Time” Between Successive “On Times" Of At Least:","",
"SEC. 51A-6.102_6_1_1_1","0.5 Minutes","½    Hour  /","Add 10 Decibels","to permitted level",
"SEC. 51A-6.102_6_1_1_2","5.0 Minutes","1    Hour  /",
"SEC. 51A-6.102_6_1_1_3","10.0 Minutes","2    Hours /",
"SEC. 51A-6.102_6_1_1_4","20.0 Minutes","4    Hours /",
"SEC. 51A-6.102_6_2","(2)   “Off-time” is when the level of the primary noise being measured does not exceed that of the background noise by more than five dB(A).  (Ord. Nos. 19455; 19786; 19995; 27495; 29424; 30895)"
"SEC. 51A-6.103","TOXIC AND NOXIOUS MATTER."
"SEC. 51A-6.103_1","These regulations are contained in Chapters 5A and 19 of the Dallas City Code.  (Ord. Nos. 19455; 19995)"
"SEC. 51A-6.104","GLARE."
"SEC. 51A-6.104_1","(a)   A person shall not conduct a use that has a visible source of illumination that produces glare or direct illumination across a property line of an intensity that creates a nuisance or detracts from the use or enjoyment of adjacent property."
"SEC. 51A-6.104_2","(b)   Outside lights must be made up of a light source and reflector so that acting together, the light beam is controlled and not directed across a property line.  (Ord. Nos. 19455; 19995)"
"SEC. 51A-6.105","VIBRATION."
"SEC. 51A-6.105_1","(a)   In an IR or IM district, a person may not conduct a use so as to create earthborn vibrations on the bounding lot line that exceed the displacement contained in the following table:"
"SEC. 51A-6.105_1_1","Allowable Displacement of Earthborn Vibrations in IR or IM Districts","Frequency in Cycles per Second","Displacement In Inches",
"SEC. 51A-6.105_1_1_1","0 to 10","0.0010",
"SEC. 51A-6.105_1_1_2","10 to 20","0.0008",
"SEC. 51A-6.105_1_1_3","20 to 30","0.0005",
"SEC. 51A-6.105_1_1_4","30 to 40","0.0004",
"SEC. 51A-6.105_1_1_5","40 and over","0.0003",
"SEC. 51A-6.105_2","(b)   Reserved.  (Ord. Nos. 19455; 19786; 19995)"
"SEC. 51A-6.106","ODORS, SMOKE, PARTICULATE MATTER AND OTHER AIR CONTAMINANTS."
"SEC. 51A-6.106_1","These regulations are contained in Chapter 5A of the Dallas City Code.  (Ord. Nos. 19455; 19995)"
"SEC. 51A-6.107","NONCONFORMANCE WITH THE ENVIRONMENTAL PERFORMANCE STANDARDS."
"SEC. 51A-6.107_1","(a)   A use that is nonconforming with applicable environmental performance standards may continue if it complies with any conditions imposed by the board, the public health authority, or the environmental health officer for the protection of the use and enjoyment of adjacent property or the public health."
"SEC. 51A-6.107_2","(b)   A use that is nonconforming with applicable environmental performance standards may not be enlarged or remodeled if the enlargement or remodeling would cause greater noncompliance with the environmental performance standards than existed at the time the use became nonconforming.  (Ord. Nos. 19455; 19995)"
"SEC. 51A-6.108","MUNICIPAL SETTING DESIGNATION ORDINANCE."
"SEC. 51A-6.108_1","(a)   Authority.  This section is adopted pursuant to the authority provided in:"
"SEC. 51A-6.108_1_1","(1)   Subchapter W, “Municipal Setting Designations,” of Chapter 361, “Solid Waste Disposal,” of the Texas Health and Safety Code;"
"SEC. 51A-6.108_1_2","(2)   Paragraph (6) of Subsection (a) of Section 211.003, “Zoning Regulations Generally,” of Chapter 211, “Municipal Zoning Authority,” of the Texas Local Government Code;"
"SEC. 51A-6.108_1_3","(3)   Subsection (a) of Section 212.003, “Extension of Rules to Extraterritorial Jurisdiction,” of Chapter 212, “Municipal Regulation of Subdivisions and Property Development,” of the Texas Local Government Code; and"
"SEC. 51A-6.108_1_4","(4)   Section 401.005, “Restriction on Pumping, Extraction, and Use of Groundwater,” of Chapter 401, “Water Control by Municipalities,” of the Texas Local Government Code."
"SEC. 51A-6.108_2","(b)   Findings.  The city council finds that:"
"SEC. 51A-6.108_2_1","(1)   due to limited quantity and low quality, there are areas within the city and its extraterritorial jurisdiction where the groundwater is not valuable as a source for potable water;"
"SEC. 51A-6.108_2_2","(2)   the city of Dallas does not utilize groundwater as a source for public potable water;"
"SEC. 51A-6.108_2_3","(3)   many properties in the city and its extraterritorial jurisdiction are underlain with unused or unusable groundwater that has become contaminated by historical on-site or off-site sources;"
"SEC. 51A-6.108_2_4","(4)   municipal setting designation ordinances enable a state corrective process for groundwater that protects human health and the environment while also promoting the economic welfare of citizens;"
"SEC. 51A-6.108_2_5","(5)   where the quality of the groundwater presents an actual or potential threat to human health, and another source of potable water is available, the use of designated groundwater beneath a designated property should be prohibited to protect the public health, safety, and welfare;"
"SEC. 51A-6.108_2_6","(6)   municipal setting designation ordinances should be considered only after a process that allows for public notice and input; and"
"SEC. 51A-6.108_2_7","(7)   the use of municipal setting designation ordinances within the city of Dallas and its extraterritorial jurisdiction will encourage the economic development of properties that have contaminated groundwater."
"SEC. 51A-6.108_3","(c)   Definitions.  In this section:"
"SEC. 51A-6.108_3_1","(1)   APPLICATION means the application submitted to the city for a municipal setting designation ordinance."
"SEC. 51A-6.108_3_2","(2)   CONTAMINANT OF CONCERN means any contaminant that has the potential to adversely affect ecological or human receptors due to its concentration, distribution, or mode of toxicity."
"SEC. 51A-6.108_3_3","(3)   CRITICAL PROTECTIVE CONCEN- TRATION LEVEL means the lowest protective concentration level for a contaminant of concern within a source medium determined from all applicable human exposure pathways."
"SEC. 51A-6.108_3_4","(4)   DESIGNATED GROUNDWATER means groundwater that will be or is prohibited from use as potable water by a municipal setting designation ordinance."
"SEC. 51A-6.108_3_5","(5)   DESIGNATED PROPERTY means the property that will be or is subject to a municipal setting designation ordinance. The designated property may cover several platted lots or tracts of land."
"SEC. 51A-6.108_3_6","(6)   DIRECTOR means the managing director of the office of environmental quality or the director's representative."
"SEC. 51A-6.108_3_7","(7)   GROUNDWATER means water below the surface of the earth."
"SEC. 51A-6.108_3_8","(8)   INGESTION PROTECTIVE CONCEN- TRATION LEVEL means the protective concentration level for human ingestion for contaminants of concern in groundwater established by the TCEQ under the Texas Risk Reduction Program, determined as if there were no municipal setting designation ordinance."
"SEC. 51A-6.108_3_9","(9)   INGESTION PROTECTIVE CONCEN- TRATION LEVEL EXCEEDENCE ZONE means the area where concentrations of contaminants of concern from sources on or migrating from or through the designated property are greater than the ingestion protective concentration level in groundwater, determined as if there were no municipal setting designation ordinance."
"SEC. 51A-6.108_3_10","(10)   MUNICIPAL SETTING DESIGNATION means a TCEQ designation authorized by Subchapter W, “Municipal Setting Designations,” of Chapter 361, “Solid Waste Disposal,” of the Texas Health and Safety Code."
"SEC. 51A-6.108_3_11","(11)   MUNICIPAL SETTING DESIGNATION ORDINANCE means an ordinance adopted pursuant to this section."
"SEC. 51A-6.108_3_12","(12)   NON-INGESTION PROTECTIVE CONCENTRATION LEVEL means the protective concentration level for dermal contact or inhalation for contaminants of concern in groundwater established by the TCEQ under the Texas Risk Reduction Program."
"SEC. 51A-6.108_3_13","(13)   NON-INGESTION PROTECTIVE CONCENTRATION LEVEL EXCEEDENCE ZONE means the area where concentrations of contaminants of concern from sources on or migrating from or through the designated property are greater than the non-ingestion protective concentration level in groundwater."
"SEC. 51A-6.108_3_14","(14)   POTABLE WATER means water that is used for irrigating crops intended for human consumption, drinking, showering, bathing, or cooking purposes."
"SEC. 51A-6.108_3_15","(15)   PROTECTIVE CONCENTRATION LEVEL means the non-site-specific concentration of a contaminant of concern that the TCEQ has determined can remain within the source medium and not result in a level that exceed the applicable human health risk-based exposure limit or ecological protective concentration level at the point of exposure for an exposure pathway."
"SEC. 51A-6.108_3_16","(16)   RESPONSE ACTION means the control, decontamination, or removal from the environment of a hazardous substance or contaminant pursuant to Subchapter W, “Municipal Setting Designations,” of Chapter 361, “Solid Waste Disposal Act,” of the Texas Health and Safety Code."
"SEC. 51A-6.108_3_17","(17)   TCEQ means the Texas Commission on Environmental Quality."
"SEC. 51A-6.108_3_18","(18)   TCEQ APPLICATION means the application submitted to the TCEQ for certification of a municipal setting designation."
"SEC. 51A-6.108_3_19","(19)   TO THE EXTENT KNOWN means information known by an applicant or applicant’s agent after review of all public and private records and other information sources available in the exercise of due diligence."
"SEC. 51A-6.108_4","(d)   Application."
"SEC. 51A-6.108_4_1","(1)   A person seeking a municipal setting designation ordinance shall file 10 copies of an application and one copy of any supporting documentation with the director."
"SEC. 51A-6.108_4_2","(2)   The application must be clear, complete, concise, correct, contain only relevant information, and be organized to facilitate analysis. Maps must be accurate and drawn to scale. Supporting documentation, if necessary, should be submitted as a separate appendix to the application."
"SEC. 51A-6.108_4_3","(3)   A professional surveyor registered with the Texas Board of Professional Surveying must certify that any property descriptions or maps with metes and bounds descriptions are accurate."
"SEC. 51A-6.108_4_4","(4)   The application must be on the form required by the director and contain the following information in the order listed:"
"SEC. 51A-6.108_4_4_1","(A)   An executive summary of the application."
"SEC. 51A-6.108_4_4_2","(B)   The name, address, telephone number, and email of all applicants, all property owners within the designated property, and any representatives of the applicants or property owners."
"SEC. 51A-6.108_4_4_3","(C)   A legal description of the boundaries of the designated property and a copy of the deed for the designated property."
"SEC. 51A-6.108_4_4_4","(D)   A site map showing:"
"SEC. 51A-6.108_4_4_4_1","(i)   the location of the designated property;"
"SEC. 51A-6.108_4_4_4_2","(ii)   the topography of the designated property as indicated on publicly available sources;"
"SEC. 51A-6.108_4_4_4_3","(iii)   the detected area of groundwater contamination;"
"SEC. 51A-6.108_4_4_4_4","(iv)   the location of all soil sampling locations and all groundwater monitoring wells;"
"SEC. 51A-6.108_4_4_4_5","(v)   groundwater gradients, to the extent known, and direction of groundwater flow;"
"SEC. 51A-6.108_4_4_4_6","(vi)   the ingestion protective concentration level exceedence zone for each contaminant of concern, to the extent known."
"SEC. 51A-6.108_4_4_5","(E)   A description of the current use, and, to the extent known, the anticipated uses, of the designated property and properties within 500 feet of the designated property."
"SEC. 51A-6.108_4_4_6","(F)   For each contaminant of concern within the ingestion protective concentration level exceedence zone, to the extent known:"
"SEC. 51A-6.108_4_4_6_1","(i)   A description of the ingestion protective concentration level exceedence zone and the non-ingestion protective concentration level exceedence zone, including a specification of the horizontal area and the minimum and maximum depth below ground surface."
"SEC. 51A-6.108_4_4_6_2","(ii)   The level of contamination, the ingestion protective concentration level, and the non-ingestion protective concentration level, all expressed as mg/L units."
"SEC. 51A-6.108_4_4_6_3","(iii)   Its basic geochemical properties (for example, whether the contaminant of concern migrates with groundwater, floats, or is soluble in water)."
"SEC. 51A-6.108_4_4_7","(G)   For each contaminant of concern within the designated groundwater, to the extent known:"
"SEC. 51A-6.108_4_4_7_1","(i)   A description of the ingestion protective concentration level exceedence zone and the non-ingestion protective concentration level exceedence zone, including a specification of the horizontal area and the minimum and maximum depth below ground surface."
"SEC. 51A-6.108_4_4_7_2","(ii)   The level of contamination, the ingestion protective concentration level, and the non-ingestion protective concentration level, all expressed as mg/L units."
"SEC. 51A-6.108_4_4_7_3","(iii)   Its basic geochemical properties (for example, whether the contaminant of concern migrates with groundwater, floats, or is soluble in water)."
"SEC. 51A-6.108_4_4_8","(H)   A table displaying the following information for each contaminant of concern, to the extent known:"
"SEC. 51A-6.108_4_4_8_1","(i)   the concentration level for soil and groundwater, the ingestion protective concentration level, and the non-ingestion protective concentration level, all expressed as mg/L units;"
"SEC. 51A-6.108_4_4_8_2","(ii)   the critical protective concentration level without the municipal setting designation, highlighting any exceedences;"
"SEC. 51A-6.108_4_4_8_3","(iii)   the critical protective concentration level with the municipal setting designation, highlighting any exceedences;"
"SEC. 51A-6.108_4_4_9","(I)   A statement as to whether the plume of contamination is stable, expanding, or contracting, with the basis for that statement. If this information is not known, a statement of why the information is not known."
"SEC. 51A-6.108_4_4_10","(J)   A statement as to whether contamination on and off the designated property without a municipal setting designation exceeds a residential assessment level as defined in the Texas Risk Reduction Program, if known, and the basis for that statement."
"SEC. 51A-6.108_4_4_11","(K)   A statement as to whether contamination on and off the designated property with a municipal setting designation will exceed a residential assessment level as defined in Texas Risk Reduction Program, if known, and the basis for that statement."
"SEC. 51A-6.108_4_4_12","(L)   Identification of the points of origin of the contamination and the persons responsible for the contamination, to the extent known;"
"SEC. 51A-6.108_4_4_13","(M)   A description of any environmental regulatory actions that have been taken within the past five years in connection with the designated property, to the extent known."
"SEC. 51A-6.108_4_4_14","(N)   A listing of all existing state or U.S. Environmental Protection Agency registrations, permits, and identification numbers that apply to the designated property."
"SEC. 51A-6.108_4_4_15","(O)   A statement as to whether the designated property has been submitted to the Texas Voluntary Cleanup Program (Section 361.601 of the Texas Health and Safety Code) or similar state or federal program, and a description of the designated property’s status in the program."
"SEC. 51A-6.108_4_4_16","(P)   A summary of any environmental site assessment reports filed with the TCEQ regarding any site investigations or response actions that are planned, ongoing, or completed related to the designated property."
"SEC. 51A-6.108_4_4_17","(Q)   A statement as to whether any public drinking water supply system exists that satisfies the requirements of Chapter 341 of the Texas Health and Safety Code and that supplies or is capable of supplying drinking water to the designated property and property within one-half mile of the designated property and the identity of each."
"SEC. 51A-6.108_4_4_18","(R)   The name and address of each owner of a state-registered private water well within five miles of the designated property, along with:"
"SEC. 51A-6.108_4_4_18_1","(i)   a map showing the location of each well and, to the extent known, a notation of whether each well is used for potable water; and"
"SEC. 51A-6.108_4_4_18_2","(ii)   a statement as to whether the applicant has provided notice to each owner in compliance with Section 361.805 of the Texas Health and Safety Code."
"SEC. 51A-6.108_4_4_19","(S)   The name and address of each retail public utility, as defined in Section 13.002 of the Texas Water Code, that owns or operates a groundwater supply well within five miles of the designated property, along with a statement as to whether the applicant has provided notice as required by Section 361.805 of the Texas Health and Safety Code."
"SEC. 51A-6.108_4_4_20","(T)   A listing of each municipality, other than the city of Dallas, with a boundary within one-half mile of the designated property, and a statement as to whether the applicant has provided notice as required by Section 361.805 of the Texas Health and Safety Code."
"SEC. 51A-6.108_4_4_21","(U)   A listing of each municipality, other than the city of Dallas, that owns or operates a groundwater supply well within five miles of the designated property; and a statement as to whether  the applicant has provided notice as required by Section 361.805 of the Texas Health and Safety Code."
"SEC. 51A-6.108_4_4_22","(V)   The following statement signed and sealed by a licensed professional engineer or licensed professional geoscientist authorized to practice in the state of Texas with expertise in environmental remediation:"
"SEC. 51A-6.108_4_4_22_1","To the best of my knowledge and belief, based upon a review of all public and private records and other information sources available to me in the exercise of due diligence, the opinions stated and conclusions made in this application are supported by such information, and the technical and scientific information submitted with the application is true, accurate, and complete. Based on such review, the contaminants of concern from sources on the designated property or migrating from or through the designated property more likely than not (do exceed) or (do not exceed) a non-ingestion protective concentration level on property beyond the boundaries of the designated property."
"SEC. 51A-6.108_4_4_23","(W)   If the licensed professional engineer or licensed professional geoscientist determines that contaminants of concern from sources on the designated property or migrating from or through the designated property more likely than not do exceed a non-ingestion protective concentration level on property beyond the boundaries of the designated property, then the applicant must:"
"SEC. 51A-6.108_4_4_23_1","(i)   Specify the name and address of the owner of each property."
"SEC. 51A-6.108_4_4_23_2","(ii)   Send a copy of the application to the owner of the property with the notice of the public meeting."
"SEC. 51A-6.108_4_4_23_3","(iii)   Provide documentation that the designated property has been included in a state or federal program that requires that the entire non-ingestion protective concentration level exceedence zone be addressed to the satisfaction of the agency administering the program, along with documentation of the estimated time period in which it is to be addressed. An example of such a program is the Texas Voluntary Cleanup Program (Section 361.601 of the Texas Health and Safety Code)."
"SEC. 51A-6.108_4_4_23_4","(iv)   Provide documentation upon completion of the state or federal program showing that the non-ingestion protective concentration level exceedences have been addressed to the satisfaction of the agency administering the program."
"SEC. 51A-6.108_4_4_24","(X)   The following statement certified by the applicant and any authorized representatives of the applicants listed in the application:"
"SEC. 51A-6.108_4_4_24_1","I certify under penalty of law that this application and all attachments were prepared under my direction or supervision in a manner designed to assure that qualified personnel properly gathered and evaluated the information submitted.  Based on my inquiry of the persons responsible for gathering and evaluating the information, the information  submitted is, to the best of my knowledge and belief, true, accurate, and complete. I am aware that there are significant penalties for submitting false information, including the possibility of fine and imprisonment for knowing violations."
"SEC. 51A-6.108_4_4_25","(Y)   A copy of the TCEQ application, if it has been filed, excluding attachments."
"SEC. 51A-6.108_4_4_26","(Z)   The signature of the applicant and proof that the applicant has the legal authority to restrict the use of the groundwater on the designated property."
"SEC. 51A-6.108_4_4_26_1","(AA)   The initial filing fee."
"SEC. 51A-6.108_4_4_26_2","(BB)   Any other information that the director deems necessary."
"SEC. 51A-6.108_4_5","(5)   Within 30 days after submission of an application, the director shall notify the applicant that the application is complete or notify the applicant in writing of any deficiencies in the application and of any additional documentation required. The applicant shall have 60 days from the date of the deficiency letter to correct the deficiencies or submit additional documentation.  The director may, for good cause, extend the deadline to correct or supplement the application. If the applicant fails to correct or supplement the application within 60 days or the extended period, the application shall be deemed withdrawn and the initial filing fee forfeited. No application shall be deemed complete until all supporting documentation is supplied. The director shall notify the applicant in writing when the application is deemed complete."
"SEC. 51A-6.108_5","(e)   Staff review."
"SEC. 51A-6.108_5_1","(1)   The director shall distribute a copy of the complete application to the city attorney, the department of sustainable development and construction, the office of management services, the park and recreation department, the department of transportation, and the Dallas water utilities department for review and comment.  The director shall also send a copy of the application to the TCEQ."
"SEC. 51A-6.108_5_2","(2)   The city of Dallas is not responsible for conducting an environmental risk assessment with respect to the application or the designated property."
"SEC. 51A-6.108_6","(f)   Public meeting."
"SEC. 51A-6.108_6_1","(1)   The director shall conduct a public meeting within 45 days after the application is deemed complete. The public meeting must be held at a facility open to the public near the designated property."
"SEC. 51A-6.108_6_2","(2)   Upon receipt of the estimated cost of mailing notices and advertising the public meeting, the director shall provide notification of the public meeting in the following manner:"
"SEC. 51A-6.108_6_2_1","(A)   The notice of the public meeting must include:"
"SEC. 51A-6.108_6_2_1_1","(i)   the date, time, and location of the public meeting;"
"SEC. 51A-6.108_6_2_1_2","(ii)   the identity of the applicant;"
"SEC. 51A-6.108_6_2_1_3","(iii)   the location and legal description of the designated property;"
