Structure, Text
"SEC. 51A-2.102_23_2","(23.2)   CLASS II BICYCLE PARKING means enclosed parking spaces intended for bicycles within a building or structure designed for increased security from theft and vandalism, such as locked bicycle storage rooms, bicycle check-in systems, and bicycle lockers."
"SEC. 51A-2.102_23_3","(23.3)   COLLECTOR means a street designated as either a community or residential collector in the city’s thoroughfare plan."
"SEC. 51A-2.102_24","(24)   COMMERCIAL AND BUSINESS SERVICE USES means those uses defined in Section 51A-4.202."
"SEC. 51A-2.102_25","(25)   COMMISSION or CITY PLAN COMMISSION means the city plan and zoning commission."
"SEC. 51A-2.102_26","(26)   COVERAGE means the percentage of lot area covered by a roof, floor, or other structure, except that roof eaves up to 24 inches and other ordinary building projections up to 12 inches are excluded."
"SEC. 51A-2.102_27","(27)   DENSITY means the ratio of dwelling units to lot area."
"SEC. 51A-2.102_28","(28)   DEPARTMENT means the department of sustainable development and construction.  The department of sustainable development and construction was formerly named the department of development services, the department of planning and development, the department of urban design, and the city plan department.  Any reference to these departments is a reference to the department of sustainable development and construction."
"SEC. 51A-2.102_29","(29)   “D” DISTRICT means the duplex district established under Chapter 51."
"SEC. 51A-2.102_30","(30)   “D(A)” DISTRICT means the duplex district established under this chapter."
"SEC. 51A-2.102_31","(31)   DIR means “development impact review” (See Division 51A-4.800)."
"SEC. 51A-2.102_32","(32)   DIRECTOR means the director of the department of sustainable development and construction or the director’s representative."
"SEC. 51A-2.102_33","(33)   DUPLEX DISTRICT means the D(A) district established under this chapter."
"SEC. 51A-2.102_34","(34)   DWELLING UNIT means one or more rooms designed to be a single housekeeping unit to accommodate one family and containing one or more kitchens, one or more bathrooms, and one or more bedrooms."
"SEC. 51A-2.102_35","(35)   EAVES means the lowest border of a roof, including any overhang."
"SEC. 51A-2.102_35_1","(35.1)   EXACTION means, for purposes of Section 51A-1.109 and Texas Local Government Code Section 212.904, dedications, fees, or construction costs for municipal infrastructure additions or improvements that the city requires a developer to bear a portion of as a condition for approval of a property development project."
"SEC. 51A-2.102_36","(36)   FAMILY means individuals living together as a single housekeeping unit in which not more than four individuals are unrelated to the head of the household by blood, marriage, or adoption."
"SEC. 51A-2.102_37","(37)   FENCE means a structure that provides a physical barrier."
"SEC. 51A-2.102_38","(38)   FLOOR AREA means the total square feet of floor space in a building measured to the outside faces of exterior walls or to the omitted wall lines, whichever produces the larger area, excluding the following:"
"SEC. 51A-2.102_38_1","(A)   Area used solely for off-street parking."
"SEC. 51A-2.102_38_2","(B)   Area between an omitted wall line and the structural wall when the area is used solely for foot or vehicular traffic or landscaping."
"SEC. 51A-2.102_38_3","(C)   Area of a private balcony that is not accessible to the public and does not provide a means of ingress or egress."
"SEC. 51A-2.102_38_4","(D)   Area of a breezeway or an unenclosed stairway located within the first three stories, excluding any basement, of a residential use."
"SEC. 51A-2.102_39","(39)   FLOOR AREA RATIO means the ratio of floor area to lot area. (Note:  A 1:1 FAR is stated as “1.0,” 2:1 is stated as “2.0,” 2.5:1 is stated as “2.5,” etc.)"
"SEC. 51A-2.102_39_1","(39.1)   FORM DISTRICTS means the RTN, WMU- 3, WMU-5, WMU-8, WMU-12, WMU-20, WMU-40, WR-3, WR-5, WR-8, WR-12, WR-20, and WR-40 districts and the planned form districts established under Article XIII of this chapter."
"SEC. 51A-2.102_40","(40)   FRONTAGE means the length of property along one side of a street between property or lease boundary lines."
"SEC. 51A-2.102_41","(41)   FRONT YARD means that portion of a lot which abuts a street and extends across the width of the lot between the street and the setback line."
"SEC. 51A-2.102_41_1","(41.1)   GARBAGE means solid waste consisting of putrescible animal and vegetable waste materials resulting from the handling, preparation, cooking, and consumption of food. This includes such waste materials from markets and storage facilities where handling or sale of produce and other food products is conducted."
"SEC. 51A-2.102_42","(42)   “GO” DISTRICTS means the general office matrix districts established under Chapter 51."
"SEC. 51A-2.102_43","(43)   “GO(A)” DISTRICT means the general office district established under this chapter."
"SEC. 51A-2.102_44","(44)   “GR” DISTRICT means the general retail district established under Chapter 51."
"SEC. 51A-2.102_45","(45)   GRADE means the average of the finished ground surface elevations measured at the highest and lowest exterior corners of a structure. For purposes of this definition, FINISHED GROUND SURFACE ELEVATION means the ground surface elevation of the building site before any construction or the ground surface elevation as altered in accordance with grading plans approved by the building official. Finished ground surface elevation does not include:"
"SEC. 51A-2.102_45_1","(A)   fill material not necessary to make the site developable;"
"SEC. 51A-2.102_45_2","(B)   berms; or"
"SEC. 51A-2.102_45_3","(C)   landscape features."
"SEC. 51A-2.102_45_3_1","(45.1)   HAZARDOUS WASTE means solid waste identified or listed as hazardous waste by the administrator of the United States Environmental Protection Agency under the Federal Solid Waste Disposal Act, as amended by the Resource Conservation and Recovery Act of 1976, as amended (42 U.S.C. Section 6901 et seq.)."
"SEC. 51A-2.102_46","(46)   “HC” DISTRICT means the heavy commercial district established under Chapter 51."
"SEC. 51A-2.102_47","(47)   HEIGHT means the vertical distance measured from grade to:"
"SEC. 51A-2.102_47_1","(A)   for a structure with a gable, hip, or gambrel roof, the midpoint of the vertical dimension between the lowest eaves and the highest ridge of the structure;"
"SEC. 51A-2.102_47_2","(B)   for a structure with a dome roof, the midpoint of the vertical dimension of the dome; and"
"SEC. 51A-2.102_47_3","(C)   for any other structure, the highest point of the structure."
"SEC. 51A-2.102_47_3_1","(47.1)   Reserved."
"SEC. 51A-2.102_47_3_1_1","(Repealed by Ord. 20478)."
"SEC. 51A-2.102_48","(48)   Reserved."
"SEC. 51A-2.102_48_1","(Repealed by Ord. 24163)."
"SEC. 51A-2.102_48_1","(48.1)   HUD-CODE MANUFACTURED HOME means a structure, constructed on or after June 15, 1976, according to the rules of the United States Department of Housing and Urban Development, transportable in one or more sections, which, in the traveling mode, is eight body feet or more in width or 40 body feet or more in length, or, when erected on site, is 320 or more square feet, and which is built on a permanent chassis and designed to be used as a dwelling with or without a permanent foundation when connected to the required utilities, and includes the plumbing, heating, air-conditioning, and electrical systems."
"SEC. 51A-2.102_49","(49)   “I-1” DISTRICT means the I-1 district established under Chapter 51."
"SEC. 51A-2.102_50","(50)   “I-2” DISTRICT means the I-2 district established under Chapter 51."
"SEC. 51A-2.102_51","(51)   “I-3” DISTRICT means the I-3 district established under Chapter 51."
"SEC. 51A-2.102_52","(52)   INDUSTRIAL DISTRICTS means LI, IR, and IM districts."
"SEC. 51A-2.102_52_1","(52.1)   INDUSTRIAL SOLID WASTE means solid waste generated by manufacturing or industrial processes, excluding mining or oil and gas, that is not hazardous waste regulated under Subtitle C of the Resource Conservation and Recovery Act of 1976. Such waste may include, but is not limited to, waste resulting from:"
"SEC. 51A-2.102_52_1_1","(A)   Electric power generation."
"SEC. 51A-2.102_52_1_2","(B)   Foundries or the manufacturing of nonferrous metals."
"SEC. 51A-2.102_52_1_3","(C)   Water treatment."
"SEC. 51A-2.102_52_1_4","(D)   The manufacturing of textiles; transportation equipment; plastics; resins; rubber; miscellaneous plastic products; concrete products; iron; steel; clay; glass; stone; organic chemicals; inorganic chemicals; leather; leather products; fertilizers and agricultural chemicals; pulp and paper; food; and food-related products and by-products."
"SEC. 51A-2.102_53","(53)   INDUSTRIAL USES means those uses defined in Section 51A-4.203."
"SEC. 51A-2.102_54","(54)   INNER COURT means an open space bounded on all sides by the walls of a building."
"SEC. 51A-2.102_55","(55)   INSTITUTIONAL USES means the post office; community service center; foster home; child-care facility; halfway house; church; convent or monastery; cemetery or mausoleum; overnight general purpose shelter; public or private school; business school; technical school; college, university, or seminary; college dormitory, fraternity, or sorority house; library, art gallery, or museum; hospital; and convalescent and nursing homes, hospice care, and related institutions uses."
"SEC. 51A-2.102_56","(56)   INSTITUTIONAL AND COMMUNITY SERVICE USES means those uses defined in Section 51A-4.204."
"SEC. 51A-2.102_57","(57)   INTERIOR LOT LINE means a lot line not adjacent to a street or alley."
"SEC. 51A-2.102_57_1","(57.1)   KITCHEN means any room or area used for cooking or preparing food and containing one or more ovens, stoves, hot plates, or microwave ovens; one or more refrigerators; and one or more sinks. This definition does not include outdoor cooking facilities."
"SEC. 51A-2.102_57_2","(57.2)   KNOWINGLY means a person acts knowingly, or with knowledge, with respect to the nature of their conduct or to circumstances surrounding their conduct when the person is aware of the nature of the conduct or that the circumstances exist. A person acts knowingly, or with knowledge, with respect to a result of their conduct when the person is aware that the conduct is reasonably certain to cause the result."
"SEC. 51A-2.102_58","(58)   LANDING AREA means the area of an airport used for the landing, take off or taxiing of aircraft."
"SEC. 51A-2.102_59","(59)   LANDSCAPE AUTHORITY means:"
"SEC. 51A-2.102_59_1","(A)   a landscape architect licensed or registered by the state; or"
"SEC. 51A-2.102_59_2","(B)   a professional horticulturist or nurseryman."
"SEC. 51A-2.102_60","(60)   “LC” DISTRICT means the light commercial district established under Chapter 51."
"SEC. 51A-2.102_61","(61)   LEGAL HEIGHT means the maximum building height allowed under Federal Aviation Administration regulations or any other ordinance or regulation in effect, whichever is most restrictive."
"SEC. 51A-2.102_61_1","(61.1)   “LI” DISTRICT means the light industrial district established under this chapter."
"SEC. 51A-2.102_61_2","(61.2)   LIGHT SOURCE means a flame or a bulb, mantle, or other device that produces light. The term “light source” does not include a device or fixture that serves to cover, direct or control the distribution of light."
"SEC. 51A-2.102_61_3","(61.3)   LIMITED ACCESSORY USE means an accessory use that is subject to the restrictions in Section 51A-4.218 governing limited uses."
"SEC. 51A-2.102_62","(62)   LIMITED USE means a use restricted under Section 51A-4.218."
"SEC. 51A-2.102_63","(63)   “LO” DISTRICTS means the limited office matrix districts established under Chapter 51."
"SEC. 51A-2.102_64","(64)   “LO-1” DISTRICT means the LO-1 district established under this chapter."
"SEC. 51A-2.102_65","(65)   “LO-2” DISTRICT means the LO-2 district established under this chapter."
"SEC. 51A-2.102_65_1","(65.1)   “LO-3”  DISTRICT  means the LO-3 district established under this chapter."
"SEC. 51A-2.102_65_2","(65.2)   LO(A) DISTRICTS means the LO-1, LO-2, and LO-3 districts established under this chapter."
"SEC. 51A-2.102_66","(66)   LODGING USES means those uses defined in Section 51A-4.205."
"SEC. 51A-2.102_67","(67)   LOT means a building site that fronts on a public or private street, except that in the case of a planned development district, the building site may front on an access easement, and in the case of a shared access development, the building site may front on a shared access area."
"SEC. 51A-2.102_68","(68)   LOT AREA means the total square feet contained within lot lines."
"SEC. 51A-2.102_69","(69)   LOT DEPTH means the average distance between the front and rear lot lines."
"SEC. 51A-2.102_70","(70)   LOT LINE means a property line bounding a lot, excluding any street or alley dedicated in fee simple."
"SEC. 51A-2.102_71","(71)   LOT WIDTH means the distance between side lot lines measured along the front setback line."
"SEC. 51A-2.102_72","(72)   MAIN BUILDING means a building on a lot intended for occupancy by the main use."
"SEC. 51A-2.102_73","(73)   MAIN USE means those uses defined in Sections 51A-4.201 through 51A-4.216."
"SEC. 51A-2.102_73_1","(73.1)   MANUFACTURED  HOME  means  a structure transportable in one or more sections, which is built on a permanent chassis and which is designed for use with or without a permanent foundation when connected to the required utilities. In this chapter, the term “manufactured home” includes, but is not limited to, HUD-code manufactured homes and mobile homes."
"SEC. 51A-2.102_73_2","(73.2)   MANUFACTURED HOME DISTRICT means the MH(A) district established under this chapter."
"SEC. 51A-2.102_73_3","(73.3)   “MC” DISTRICTS means the MC-1, MC-2, MC-3, and MC-4 districts established under this chapter (also called “multiple commercial districts”)."
"SEC. 51A-2.102_74","(74)   “MF” DISTRICTS means the MF-1, MF-2, MF-3, and MF-4 districts established under Chapter 51."
"SEC. 51A-2.102_75","(75)   “MF(A)” DISTRICTS means the MF-1(A), MF-1(SAH), MF-2(A), MF-2(SAH), MF-3(A), and MF-4(A) districts established under this chapter (also called “multifamily districts”)."
"SEC. 51A-2.102_76","(76)   “MH”  DISTRICT  means  the manufactured home district established under Chapter 51."
"SEC. 51A-2.102_77","(77)   “MH(A)” DISTRICT means the manufactured home district established under this chapter."
"SEC. 51A-2.102_77_1","(77.1)   MINOR ARTERIAL means a street designated as a minor arterial in the city’s thoroughfare plan."
"SEC. 51A-2.102_77_2","(77.2)   MINOR STREET means a street not designated in the city’s thoroughfare plan."
"SEC. 51A-2.102_78","(78)   MISCELLANEOUS USES means those uses defined in Section 51A-4.206."
"SEC. 51A-2.102_79","(79)   MIXED USE DISTRICTS means the MU-1, MU-1(SAH), MU-2, MU-2(SAH), MU-3, and MU-3(SAH) districts established under this chapter (also called “MU” districts)."
"SEC. 51A-2.102_80","(80)   “MO” DISTRICTS means the mid-range office matrix districts established under Chapter 51."
"SEC. 51A-2.102_81","(81)   “MO-1” DISTRICT means the MO-1 district established under this chapter."
"SEC. 51A-2.102_82","(82)   “MO-2” DISTRICT means the MO-2 district established under this chapter."
"SEC. 51A-2.102_82_1","(82.1)   MO(A) DISTRICTS means the MO-1 and MO-2 districts established under this chapter."
"SEC. 51A-2.102_83","(83)   MOBILE HOME means a structure that was constructed before June 15, 1976, transportable in one or more sections, which, in the traveling mode, is eight body feet or more in width or 40 body feet or more in length, or, when erected on site, is 320 or more square feet, and which is built on a permanent chassis and designed to be used as a dwelling with or without a permanent foundation when connected to the required utilities, and includes the plumbing, heating, air-conditioning, and electrical systems."
"SEC. 51A-2.102_83_1","(83.1)   MOBILITY AND STREET SERVICES means public works or transportation.  Any reference to mobility and street services is a reference to public works or transportation."
"SEC. 51A-2.102_84","(84)   “MU” DISTRICTS means the MU-1, MU-1(SAH), MU-2, MU-2(SAH), MU-3, and MU-3(SAH) districts established under this chapter (also called “mixed use districts”)."
"SEC. 51A-2.102_85","(85)   MULTIFAMILY DISTRICTS means the MF-1(A), MF-1(SAH), MF-2(A), MF-2(SAH), MF-3(A), and MF-4(A) districts established under this chapter [also called “MF(A)” districts]."
"SEC. 51A-2.102_85_1","(85.1)   MULTIPLE COMMERCIAL DISTRICTS means the MC-1, MC-2, MC-3, and MC-4 districts established under this chapter (also called “MC” districts)."
"SEC. 51A-2.102_86","(86)   NET ACRE means an acre of land that does not include public rights-of-way."
"SEC. 51A-2.102_87","(87)   “NO” DISTRICTS means the neighborhood office matrix districts established under Chapter 51."
"SEC. 51A-2.102_88","(88)   “NO(A)” DISTRICT mean the neighborhood office district established under this chapter."
"SEC. 51A-2.102_89","(89)   NONCONFORMING STRUCTURE means a structure which does not conform to the regulations (other than the use regulations) of this chapter, but which was lawfully constructed under the regulations in force at the time of construction."
"SEC. 51A-2.102_90","(90)   NONCONFORMING USE means a use that does not conform to the use regulations of this chapter, but was lawfully established under the regulations in force at the beginning of operation and has been in regular use since that time."
"SEC. 51A-2.102_91","(91)   NONRESIDENTIAL DISTRICTS means the office, retail, CS, industrial, central area, mixed use, multiple commercial, P(A), urban corridor, walkable urban mixed use, and walkable urban residential districts."
"SEC. 51A-2.102_92","(92)   NONRESIDENTIAL USE means any main use that is not listed in Section 51A-4.209."
"SEC. 51A-2.102_93","(93)   “NS” DISTRICT means the neighborhood service district established under Chapter 51."
"SEC. 51A-2.102_94","(94)   “NS(A)” DISTRICT means the neighborhood service district established under this chapter."
"SEC. 51A-2.102_95","(95)   “O-1” DISTRICT means the O-1 district established under Chapter 51."
"SEC. 51A-2.102_96","(96)   “O-2” DISTRICT means the O-2 district established under Chapter 51."
"SEC. 51A-2.102_97","(97)   OCCUPANCY means the purpose for which a building or land is used."
"SEC. 51A-2.102_98","(98)   OFFICE DISTRICTS means the NO(A), LO-1, LO-2, LO-3, MO-1, MO-2, and GO(A) districts established under this chapter."
"SEC. 51A-2.102_99","(99)   OFFICE USES means those uses defined in Section 51A-4.207."
"SEC. 51A-2.102_99_1","(99.1)   OFF-STREET PARKING means parking spaces provided for a motor vehicle that are not located on a public right-of-way or private street."
"SEC. 51A-2.102_99_1_1","Off-street parking does not include bicycle parking spaces."
"SEC. 51A-2.102_100","(100)   OMITTED WALL LINE means a line on the ground determined by a vertical plane from:"
"SEC. 51A-2.102_100_1","(A)   the overhang or outermost projection of a structure; or"
"SEC. 51A-2.102_100_2","(B)   the outer edge of the roof of a structure without walls; or"
"SEC. 51A-2.102_100_3","(C)   two feet inside the eave line of a structure with roof eaves."
"SEC. 51A-2.102_101","(101)   OPEN SPACE means an area that is unobstructed to the sky and contains no structures except for ordinary projections of cornices and eaves."
"SEC. 51A-2.102_102","(102)   OPENINGS FOR LIGHT OR AIR means any windows, window walls, or glass panels in an exterior wall of a building, excluding doors used for access."
"SEC. 51A-2.102_103","(103)   OUTER COURT means an open space bounded on all sides except one by the walls of a building, and opening upon a street, alley or a permanent open space."
"SEC. 51A-2.102_104","(104)   OUTSIDE DISPLAY means the placement of a commodity outside for a period of time less than 24 hours."
"SEC. 51A-2.102_105","(105)   “P” DISTRICT means the parking district established under Chapter 51."
"SEC. 51A-2.102_106","(106)   “P(A)” DISTRICT means the parking district established under this chapter."
"SEC. 51A-2.102_107","(107)   PARKING means the standing of a vehicle, whether occupied or not. Parking does not include the temporary standing of a vehicle when commodities or passengers are being loaded or unloaded."
"SEC. 51A-2.102_108","(108)   PARKING DISTRICT means the “P(A)” district established under this chapter."
"SEC. 51A-2.102_109","(109)   PARKING BAY WIDTH means the width of one or two rows of parking stalls and the access aisle between them."
"SEC. 51A-2.102_110","(110)   PARTY WALL means a wall built on an interior lot line used as a common support for buildings on both lots."
"SEC. 51A-2.102_111","(111)   PERSON means any individual, firm, partnership, corporation, association, or political subdivision."
"SEC. 51A-2.102_111_1","(111.1)   PRINCIPAL ARTERIAL means a street designated as a principal arterial in the city’s thoroughfare plan."
"SEC. 51A-2.102_112","(112)   PRIVATE STREET means a street or an alley built to the same specifications as a street or alley dedicated to the public use, whose ownership has been retained privately."
"SEC. 51A-2.102_113","(113)   QUASI-PUBLIC AGENCY means an institution obtaining more than 51 percent of its funds from tax revenue."
"SEC. 51A-2.102_114","(114)   RAR means “residential adjacency review” (See Division 51A-4.800)."
"SEC. 51A-2.102_115","(115)   “R” DISTRICTS means the R-1ac, R-1/2ac, R-16, R-13, R-10, R-7.5, and R-5 districts established under Chapter 51."
"SEC. 51A-2.102_116","(116)   “R(A)” DISTRICTS means the R-1ac(A), R-1/2ac(A), R-16(A), R-13(A), R-10(A), R-7.5(A), and R-5(A) districts established under this chapter (also called “single family districts”)."
"SEC. 51A-2.102_117","(117)   REAR YARD means that portion of a lot between two side lot lines that does not abut a street and that extends across the width of the lot between the rear setback line and the rear lot line."
"SEC. 51A-2.102_118","(118)   RECREATION USES means those uses defined in Section 51A-4.208."
"SEC. 51A-2.102_118_1","(118.1)   REFUSE  means  waste  principally composed of trash and rubbish and containing no more than 50 percent by weight garbage or 50 percent by weight moisture, and no more than seven percent by weight noncombustible solids."
"SEC. 51A-2.102_119","(119)   RESIDENTIAL DISTRICTS means the A(A), R-1ac(A), R-1/2ac(A), R-16(A), R-13(A), R-10(A), R-7.5(A), R-5(A), D(A), TH-1(A), TH-2(A), TH-3(A), CH, MF-1(A), MF-1(SAH), MF-2(A), MF-2(SAH), MF- 3(A), MF-4(A), MH(A), and RTN districts established under this chapter."
"SEC. 51A-2.102_120","(120)   RESIDENTIAL PROXIMITY SLOPE means “residential proximity slope” as defined in Section 51A-4.412."
"SEC. 51A-2.102_121","(121)   RESIDENTIAL USES means those uses defined in Section 51A-4.209."
"SEC. 51A-2.102_121_1","(121.1)   RESIDENTIAL TRANSITION DISTRICT means the RTN district established under Article XIII of this chapter."
"SEC. 51A-2.102_122","(122)   RETAIL AND PERSONAL SERVICE USES means those uses defined in Section 51A-4.210."
"SEC. 51A-2.102_122_1","(122.1)   RETAIL DISTRICTS means the NS(A), CR, and RR districts established under this chapter."
"SEC. 51A-2.102_123","(123)   RIDGE means the line of intersection at the top between the opposite slopes or sides of a roof."
"SEC. 51A-2.102_124","(124)   RIGHT-OF-WAY means an area dedicated to public use for pedestrian and vehicular movement."
"SEC. 51A-2.102_125","(125)   RIGHT-OF-WAY LINE means the dividing line between a right-of-way and an adjacent lot."
"SEC. 51A-2.102_125_1","(125.1)   RTN DISTRICT means the residential transition district established under Article XIII of this chapter."
"SEC. 51A-2.102_125_2","(125.2)   RUBBISH means nonputrescible solid waste, excluding ashes, consisting of both combustible and noncombustible materials. Combustible rubbish includes, but is not limited to, paper, rags, cartons, wood, excelsior, rubber, plastics, non-metal furniture, leaves, and yard trimmings. Noncombustible rubbish includes glass, crockery, tin cans, aluminum cans, metal furniture, and similar items or materials which will not burn at ordinary incinerator temperatures. For purposes of this paragraph, temperatures from 1600 to 1800 degrees Fahrenheit are considered ordinary incinerator temperatures."
"SEC. 51A-2.102_126","(126)   “SC” DISTRICT means the shopping center district established under Chapter 51."
"SEC. 51A-2.102_127","(127)   SCREENING means a structure that provides a visual barrier."
"SEC. 51A-2.102_128","(128)   SETBACK LINE means a line marking the minimum distance a building may be erected from a street, alley, or lot line (also called the “building line”)."
"SEC. 51A-2.102_128_1","(128.1)   SHARED ACCESS DEVELOPMENT means a development that meets all of the requirements of Section 51A-4.411."
"SEC. 51A-2.102_129","(129)   SIDE YARD means:"
"SEC. 51A-2.102_129_1","(A)   that portion of a lot extending from the front setback line to the rear setback line between the side setback line and the side lot line; or"
"SEC. 51A-2.102_129_2","(B)   that portion of a lot which is between a lot line and a setback line but is not a front or rear yard."
"SEC. 51A-2.102_130","(130)   SINGLE FAMILY DISTRICTS means the R-1ac(A), R-1/2ac(A), R-16(A), R-13(A), R-10(A), R-7.5(A), and R-5(A) districts established under this chapter (also called “R(A)” districts)."
"SEC. 51A-2.102_131","(131)   SITE AREA means that portion of a building site occupied by a use and not covered by a building or structure. For purposes of determining required off-street parking, site area does not include that area occupied by off-street parking, landscaped areas, and open space not used for storage or sales."
"SEC. 51A-2.102_131_1","(131.1)   SOLID WASTE means garbage; refuse; sludge from waste treatment plants, water supply treatment plants, and air pollution control facilities; and other discarded material, including solid, liquid, semisolid, or contained gaseous material, resulting from industrial, municipal, commercial, mining, and agricultural operations, and from community and institutional activities. Solid waste does not include:"
"SEC. 51A-2.102_131_1_1","(i)   Solid or dissolved material in domestic sewage, solid or dissolved material in irrigation return flows, or industrial discharges subject to regulation by permit issued pursuant to Chapter 26, Water Code."
"SEC. 51A-2.102_131_1_2","(ii)   Soil, dirt, rock, sand, and other natural or manmade inert solid materials used to fill land to make it suitable for the construction of surface improvements."
"SEC. 51A-2.102_131_1_3","(iii)   Waste materials resulting from activities associated with the exploration, development, or production of oil or gas which are subject to control by the Texas Railroad Commission."
"SEC. 51A-2.102_131_2","(131.2)   SPECIAL WASTE means solid waste from health-care-related activities which if improperly treated or handled may serve to transmit infectious disease, and which is comprised of the following:  animal waste, bulk blood and blood products, microbiological waste, pathological waste, and sharps."
"SEC. 51A-2.102_132","(132)   STACKING SPACE means a space for one motor vehicle to line up in while waiting to enter or use a parking lot, garage, drive-in, or drive-through facility."
"SEC. 51A-2.102_133","(133)   STORY means that portion of a building between any two successive floors or between the top floor and the ceiling above it."
