Structure, Text
"SEC. 51A-4.111_2_4_6","--   Community service center. [SUP]"
"SEC. 51A-4.111_2_4_7","--   Convalescent and nursing homes, hospice care, and related institutions. [SUP]"
"SEC. 51A-4.111_2_4_8","--   Convent or monastery."
"SEC. 51A-4.111_2_4_9","--   Foster home. [SUP]"
"SEC. 51A-4.111_2_4_10","--   Hospital. [SUP]"
"SEC. 51A-4.111_2_4_11","--   Library, art gallery, or museum. [SUP]"
"SEC. 51A-4.111_2_4_12","--   Open-enrollmentcharter school or private school. [SUP]"
"SEC. 51A-4.111_2_4_13","--   Public school other than an open-enrollmentcharter school. [RAR]"
"SEC. 51A-4.111_2_5","(E)   Lodging uses."
"SEC. 51A-4.111_2_5_1","None permitted."
"SEC. 51A-4.111_2_6","(F)   Miscellaneous uses."
"SEC. 51A-4.111_2_6_1","--   Carnival or circus (temporary). [By special authorization of the building official.]"
"SEC. 51A-4.111_2_6_2","--   Temporary construction or sales office."
"SEC. 51A-4.111_2_7","(G)   Office uses."
"SEC. 51A-4.111_2_7_1","None permitted."
"SEC. 51A-4.111_2_8","(H)   Recreation uses."
"SEC. 51A-4.111_2_8_1","--   Country club with private membership. [SUP]"
"SEC. 51A-4.111_2_8_2","--   Private recreation center, club or area. [SUP]"
"SEC. 51A-4.111_2_8_3","--   Public park, playground, or golf course."
"SEC. 51A-4.111_2_9","(I)   Residential uses."
"SEC. 51A-4.111_2_9_1","--   College dormitory, fraternity, or sorority house."
"SEC. 51A-4.111_2_9_2","--   Handicapped group dwelling unit.  [See  Section 51A-4.209(3.1).]"
"SEC. 51A-4.111_2_9_3","--   Single family."
"SEC. 51A-4.111_2_10","(J)   Retail and personal service uses."
"SEC. 51A-4.111_2_10_1","--   Animal shelter or clinic without outside run."
"SEC. 51A-4.111_2_10_2","--   Animal shelter or clinic with outside run. [SUP]"
"SEC. 51A-4.111_2_10_3","--   Commercial  amusement (outside). [SUP]"
"SEC. 51A-4.111_2_10_4","--   Drive-in theater. [SUP]"
"SEC. 51A-4.111_2_10_5","--   Nursery, garden shop, or plant sales."
"SEC. 51A-4.111_2_11","(K)   Transportation uses."
"SEC. 51A-4.111_2_11_1","--   Helistop. [SUP]"
"SEC. 51A-4.111_2_11_2","--   Transit passenger shelter."
"SEC. 51A-4.111_2_11_3","--   Transit passenger station or transfer center. [SUP]"
"SEC. 51A-4.111_2_12","(L)   Utility and public service uses."
"SEC. 51A-4.111_2_12_1","--   Commercial radio or television transmitting station. [SUP]"
"SEC. 51A-4.111_2_12_2","--   Electrical substation. [SUP]"
"SEC. 51A-4.111_2_12_3","--   Local utilities.  [SUP or RAR may be required.  See Section 51A-4.212(4).]"
"SEC. 51A-4.111_2_12_4","--   Police or fire station. [SUP]"
"SEC. 51A-4.111_2_12_5","--   Radio,  television,  or microwave tower. [SUP]"
"SEC. 51A-4.111_2_12_6","--   Refuse transfer station. [SUP]"
"SEC. 51A-4.111_2_12_7","--   Sanitary landfill. [SUP]"
"SEC. 51A-4.111_2_12_8","--   Sewage treatment plant. [SUP]"
"SEC. 51A-4.111_2_12_9","--   Tower/antenna for cellular communication. [See Section 51A-4.212 (10.1).]"
"SEC. 51A-4.111_2_12_10","--   Utility  or  government installation other than listed. [SUP]"
"SEC. 51A-4.111_2_12_11","--   Water treatment plant. [SUP]"
"SEC. 51A-4.111_2_13","(M)   Wholesale, distribution, and storage uses."
"SEC. 51A-4.111_2_13_1","--   Livestock auction pens or sheds. [SUP]"
"SEC. 51A-4.111_2_13_2","--   Recycling drop-off container. [See Section 51A-4.213(11.2).]"
"SEC. 51A-4.111_2_13_3","--   Recycling drop-off for special occasion collection. [See Section 51A-4.213(11.3).]"
"SEC. 51A-4.111_2_13_4","--   Sand, gravel, or earth sales and storage. [SUP]"
"SEC. 51A-4.111_3","(3)   Accessory uses.  As a general rule, an accessory use is permitted in any district in which the main use is permitted.  Some specific types of accessory uses, however, due to their unique nature, are subject to additional regulations contained in Section 51A-4.217.  For more information regarding accessory uses, consult Section 51A-4.217."
"SEC. 51A-4.111_3_1","(A)   The following accessory uses are not permitted in this district:"
"SEC. 51A-4.111_3_1_1","--   Accessory community center (private)."
"SEC. 51A-4.111_3_1_2","--   Accessory outside display of merchandise."
"SEC. 51A-4.111_3_1_3","--   Accessory outside sales."
"SEC. 51A-4.111_3_1_4","--   Accessory pathological waste incinerator."
"SEC. 51A-4.111_3_2","(B)   In this district, the following accessory use is permitted by SUP only:"
"SEC. 51A-4.111_3_2_1","--   Accessory helistop."
"SEC. 51A-4.111_3_3","(C)   In this district, an SUP may be required for the following accessory uses:"
"SEC. 51A-4.111_3_3_1","--   Accessory medical/infectious waste incinerator.  [See Section 51A-4.217(3.1).]"
"SEC. 51A-4.111_4","(4)   Yard, lot, and space regulations.  (Note:  The yard, lot, and space regulations in this subsection must be read together with the yard, lot, and space regulations contained in Division 51A-4.400.  In the event of a conflict between this subsection and Division 51A-4.400, Division 51A-4.400 controls.)"
"SEC. 51A-4.111_4_1","(A)   Front yard.  Minimum front yard is 50 feet."
"SEC. 51A-4.111_4_2","(B)   Side and rear yard."
"SEC. 51A-4.111_4_2_1","(i)   Minimum side yard is 20 feet."
"SEC. 51A-4.111_4_2_2","(ii)   Minimum rear yard is:"
"SEC. 51A-4.111_4_2_2_1","(aa)   50 feet for single family structures; and"
"SEC. 51A-4.111_4_2_2_2","(bb)   10 feet for other permitted structures."
"SEC. 51A-4.111_4_3","(C)   Dwelling unit density. No maximum dwelling unit density."
"SEC. 51A-4.111_4_4","(D)   Floor area ratio.  No maximum floor area ratio."
"SEC. 51A-4.111_4_5","(E)   Height.  Maximum structure height is 24 feet."
"SEC. 51A-4.111_4_6","(F)   Lot coverage."
"SEC. 51A-4.111_4_6_1","(i)   Maximum lot coverage is:"
"SEC. 51A-4.111_4_6_1_1","(aa)   10 percent for residential structures; and"
"SEC. 51A-4.111_4_6_1_2","(bb)   25  percent  for nonresidential structures."
"SEC. 51A-4.111_4_6_2","(ii)   Aboveground parking structures are included in lot coverage calculations; surface parking lots and underground parking structures are not."
"SEC. 51A-4.111_4_7","(G)   Lot size."
"SEC. 51A-4.111_4_7_1","(i)   Minimum lot area for residential use is three acres."
"SEC. 51A-4.111_4_7_2","(ii)   Repealed by Ord. 20441."
"SEC. 51A-4.111_4_8","(H)   Stories.  No maximum number of stories."
"SEC. 51A-4.111_5","(5)   Off-street parking and loading.  Consult the use regulations (Division 51A-4.200) for the specific off-street parking requirements for each use. Consult the off-street parking and loading regulations (Divisions 51A-4.300 et seq.) for information regarding off-street parking and loading generally."
"SEC. 51A-4.111_6","(6)   Environmental performance standards.  See Article VI."
"SEC. 51A-4.111_7","(7)   Landscape regulations.  See Article X."
"SEC. 51A-4.111_8","(8)   Additional provisions.  None.  (Ord. Nos. 19455; 19786; 20384; 20441; 20625; 20950; 21002; 21314; 22255; 24271; 24543; 26920)"
"SEC. 51A-4.112","SINGLE FAMILY DISTRICTS."
"SEC. 51A-4.112_1","(a)   R-1ac(A) district."
"SEC. 51A-4.112_1_1","(1)   Purpose.  There exists in certain parts of the city large areas of single family residential development on estate type lots of one acre or more in area.  This development has been supplied with utilities and other public services based upon an estate type density.  To conserve the character and value of buildings and building sites existing in these areas and to provide for the gradual expansion of this residential development in accordance with the need and a comprehensive plan for various types of residential districts, the R-1ac(A) district is provided.  This district is intended to be composed of single family dwellings together with public and private schools, churches, and public park areas to serve the area.  The sections designated in the R-1ac(A) districts are limited in area and are not intended to be subject to major alteration by future amendment except at the fringe of the districts where minor adjustments may become appropriate to permit the reasonable development of vacant tracts or gradual transition from other districts."
"SEC. 51A-4.112_1_2","(2)   Main uses permitted."
"SEC. 51A-4.112_1_2_1","(A)   Agricultural uses."
"SEC. 51A-4.112_1_2_1_1","--   Crop production."
"SEC. 51A-4.112_1_2_2","(B)   Commercial and business service uses."
"SEC. 51A-4.112_1_2_2_1","None permitted."
"SEC. 51A-4.112_1_2_3","(C)   Industrial uses."
"SEC. 51A-4.112_1_2_3_1","--   Gas drilling and production. [SUP]"
"SEC. 51A-4.112_1_2_3_2","--   Temporary concrete or asphalt batching plant.  [By special authorization of the building official.]"
"SEC. 51A-4.112_1_2_4","(D)   Institutional and community service uses."
"SEC. 51A-4.112_1_2_4_1","--   Adult day care facility. [SUP]"
"SEC. 51A-4.112_1_2_4_2","--   Cemetery or mausoleum. [SUP]"
"SEC. 51A-4.112_1_2_4_3","--   Child-care facility. [SUP]"
"SEC. 51A-4.112_1_2_4_4","--   Church."
"SEC. 51A-4.112_1_2_4_5","--   College, university or seminary. [SUP]"
"SEC. 51A-4.112_1_2_4_6","--   Community service center. [SUP]"
"SEC. 51A-4.112_1_2_4_7","--   Convent or monastery. [SUP]"
"SEC. 51A-4.112_1_2_4_8","--   Foster home. [SUP]"
"SEC. 51A-4.112_1_2_4_9","--   Library, art gallery, or museum. [SUP]"
"SEC. 51A-4.112_1_2_4_10","--   Public or private school. [SUP]"
"SEC. 51A-4.112_1_2_5","(E)   Lodging uses."
"SEC. 51A-4.112_1_2_5_1","None permitted."
"SEC. 51A-4.112_1_2_6","(F)   Miscellaneous uses."
"SEC. 51A-4.112_1_2_6_1","--   Carnival or circus (temporary).  [By special authorization of the building official.]"
"SEC. 51A-4.112_1_2_6_2","--   Temporary construction or sales office."
"SEC. 51A-4.112_1_2_7","(G)   Office uses."
"SEC. 51A-4.112_1_2_7_1","None permitted."
"SEC. 51A-4.112_1_2_8","(H)   Recreation uses."
"SEC. 51A-4.112_1_2_8_1","--   Country club with private membership. [SUP]"
"SEC. 51A-4.112_1_2_8_2","--   Private recreation center, club, or area. [SUP]"
"SEC. 51A-4.112_1_2_8_3","--   Public park, playground, or golf course."
"SEC. 51A-4.112_1_2_9","(I)   Residential uses."
"SEC. 51A-4.112_1_2_9_1","--   Handicapped group dwelling unit  [See  Section 51A-4.209(3.1).]"
"SEC. 51A-4.112_1_2_9_2","--   Single family."
"SEC. 51A-4.112_1_2_10","(J)   Retail and personal service uses."
"SEC. 51A-4.112_1_2_10_1","None permitted."
"SEC. 51A-4.112_1_2_11","(K)   Transportation uses."
"SEC. 51A-4.112_1_2_11_1","--   Private street or alley. [SUP]"
"SEC. 51A-4.112_1_2_11_2","--   Transit passenger shelter.  [See Section 51A-4.211.]"
"SEC. 51A-4.112_1_2_11_3","--   Transit passenger station or transfer center. [SUP]"
"SEC. 51A-4.112_1_2_12","(L)   Utility and public service uses."
"SEC. 51A-4.112_1_2_12_1","--   Electrical substation. [SUP]"
"SEC. 51A-4.112_1_2_12_2","--   Local utilities.  [SUP or RAR may be required.  See Section 51A-4.212(4).]"
"SEC. 51A-4.112_1_2_12_3","--   Police or fire station. [SUP]"
"SEC. 51A-4.112_1_2_12_4","--   Radio,  television,  or microwave tower. [SUP]"
"SEC. 51A-4.112_1_2_12_5","--   Tower/antenna for cellular communication. [See Section 51A-4.212(10.1).]"
"SEC. 51A-4.112_1_2_12_6","--   Utility  or  government installation other than listed.  [SUP]"
"SEC. 51A-4.112_1_2_13","(M)   Wholesale, distribution, and storage uses."
"SEC. 51A-4.112_1_2_13_1","--   Recycling drop-off container. [See Section 51A-4.213 (11.2).]"
"SEC. 51A-4.112_1_2_13_2","--   Recycling drop-off for special occasion collection. [See Section 51A-4.213 (11.3).]"
"SEC. 51A-4.112_1_3","(3)   Accessory uses.  As a general rule, an accessory use is permitted in any district in which the main use is permitted.  Some specific types of accessory uses, however, due to their unique nature, are subject to additional regulations contained in Section 51A-4.217.  For more information regarding accessory uses, consult Section 51A-4.217."
"SEC. 51A-4.112_1_3_1","(A)   The following accessory uses are not permitted in this district:"
"SEC. 51A-4.112_1_3_1_1","--   Accessory helistop."
"SEC. 51A-4.112_1_3_1_2","--   Accessory medical/infectious waste incinerator."
"SEC. 51A-4.112_1_3_1_3","--   Accessory outside display of merchandise."
"SEC. 51A-4.112_1_3_1_4","--   Accessory outside sales."
"SEC. 51A-4.112_1_3_1_5","--   Accessory pathological waste incinerator."
"SEC. 51A-4.112_1_3_2","(B)   In this district, the following accessory uses are permitted by SUP only:"
"SEC. 51A-4.112_1_3_2_1","--   Accessory community center (private)."
"SEC. 51A-4.112_1_4","(4)   Yard, lot, and space regulations.  (Note: The yard, lot, and space regulations in this subsection must be read together with the yard, lot, and space regulations contained in Division 51A-4.400.  In the event of a conflict between this subsection and Division 51A-4.400, Division 51A-4.400 controls.)"
"SEC. 51A-4.112_1_4_1","(A)   Front yard.  Minimum front yard is 40 feet."
"SEC. 51A-4.112_1_4_2","(B)   Side and rear yard.  Minimum side and rear yard is:"
"SEC. 51A-4.112_1_4_2_1","(i)   10 feet for single family structures; and"
"SEC. 51A-4.112_1_4_2_2","(ii)   20 feet for other permitted structures."
"SEC. 51A-4.112_1_4_3","(C)   Dwelling unit density.  No maximum dwelling unit density."
"SEC. 51A-4.112_1_4_4","(D)   Floor area ratio.  No maximum floor area ratio."
"SEC. 51A-4.112_1_4_5","(E)   Height.  Maximum structure height is 36 feet."
"SEC. 51A-4.112_1_4_6","(F)   Lot coverage."
"SEC. 51A-4.112_1_4_6_1","(i)   Maximum lot coverage is:"
"SEC. 51A-4.112_1_4_6_1_1","(aa)   40 percent for residential structures; and"
"SEC. 51A-4.112_1_4_6_1_2","(bb)   25  percent  for nonresidential structures."
"SEC. 51A-4.112_1_4_6_2","(ii)   Surface parking lots and underground parking structures are not included in lot coverage calculations."
"SEC. 51A-4.112_1_4_7","(G)   Lot size."
"SEC. 51A-4.112_1_4_7_1","(i)   Minimum lot area for residential use is one acre."
"SEC. 51A-4.112_1_4_7_2","(ii)   Repealed by Ord. 20441."
"SEC. 51A-4.112_1_4_7_3","(iii)   Repealed by Ord. 20441."
"SEC. 51A-4.112_1_4_8","(H)   Stories.  No maximum number of stories."
"SEC. 51A-4.112_1_5","(5)   Off-street parking and loading.  Consult the use regulations (Division 51A-4.200) for the specific off-street parking requirements for each use.  Consult the off-street parking and loading regulations (Divisions 51A-4.300 et seq.) for information regarding off-street parking and loading generally. In this district, off-street parking must be provided at or below ground level."
"SEC. 51A-4.112_1_6","(6)   Environmental performance standards.  See Article VI."
"SEC. 51A-4.112_1_7","(7)   Landscape regulations.  See Article X."
"SEC. 51A-4.112_1_8","(8)   Additional provisions."
"SEC. 51A-4.112_1_8_1","(A)   Electrical service for single family uses.  In this district, a lot for a single family use may be supplied by not more than one electrical utility service, and metered by not more than one electrical meter.  The board of adjustment may grant a special exception to authorize more than one electrical utility service and more than one electrical meter on a lot in this district when, in the opinion of the board, the special exception will:"
"SEC. 51A-4.112_1_8_1_1","(1)   not be contrary to the public interest;"
"SEC. 51A-4.112_1_8_1_2","(2)   not  adversely  affect neighboring properties; and"
"SEC. 51A-4.112_1_8_1_3","(3)   not be used to conduct a use not permitted in this district."
"SEC. 51A-4.112_2","(b)   R-1/2ac(A) district."
"SEC. 51A-4.112_2_1","(1)   Purpose.  There exists in certain parts of the city large areas of single family residential development on estate type lots of one-half acre or more in area.  This development has been supplied with utilities and other public services based upon an estate type density.  To conserve the character and value of buildings and building sites existing in these areas and to provide for the gradual expansion of this residential development in accordance with the need and a comprehensive plan for various types of residential districts, the R-1/2ac(A) district is provided. This district is intended to be composed of single family dwellings together with public and private schools, churches, and public park areas to serve the area.  The sections designated in the R-1/2ac(A) districts are limited in area and are not intended to be subject to major alteration by future amendment except at the fringe of the districts where minor adjustments may become appropriate to permit the reasonable development of vacant tracts or gradual transition from other districts."
"SEC. 51A-4.112_2_2","(2)   Main uses permitted."
"SEC. 51A-4.112_2_2_1","(A)   Agricultural uses."
"SEC. 51A-4.112_2_2_1_1","--   Crop production."
"SEC. 51A-4.112_2_2_2","(B)   Commercial and business service uses."
"SEC. 51A-4.112_2_2_2_1","None permitted."
"SEC. 51A-4.112_2_2_3","(C)   Industrial uses."
"SEC. 51A-4.112_2_2_3_1","--   Gas drilling and production. [SUP]"
