Structure, Text
"SEC. 51A-8.201_20","(20)   DRIVEWAY means a private drive on private property used for vehicular access and maneuvering."
"SEC. 51A-8.201_21","(21)   DRIVEWAY APPROACH means a paved connection from a street to a driveway or access way."
"SEC. 51A-8.201_22","(22)   DUPLEX LOT means a lot in a duplex D(A) zoning district or a lot in an identifiable duplex component of a planned development district."
"SEC. 51A-8.201_23","(23)   ENGINEERING PLANS mean drawings and specifications, including paving, storm water drainage, water, wastewater, or other required plans, submitted to the department of sustainable development and construction or the water utilities department for review in conjunction with a plat."
"SEC. 51A-8.201_24","(24)   ESTATE IN EXPECTANCY means an interest in property that is not yet in possession, but the enjoyment of which is to begin at a future time."
"SEC. 51A-8.201_25","(25)   FINAL PLAT means a plat that will be signed by the commission chair upon satisfaction of all conditions of approval and all other requirements of this article, and will be effective once it is filed with the county clerk."
"SEC. 51A-8.201_26","(26)   FLOODWAY means a drainage area designated on a plat to accommodate the design flood as defined in Article V of this chapter."
"SEC. 51A-8.201_27","(27)   FLOODWAY EASEMENT means an easement dedicating a drainage area to the city for control and maintenance of a flood plain."
"SEC. 51A-8.201_28","(28)   FLOODWAY MANAGEMENT AREA means a drainage area dedicated in fee simple to the city for control and maintenance of a flood plain."
"SEC. 51A-8.201_29","(29)   INFRASTRUCTURE means all streets, alleys, sidewalks, storm drainage facilities, water and wastewater facilities, utilities, lighting, transportation, and any other facilities required by law to adequately serve and support development."
"SEC. 51A-8.201_30","(30)   MEDIAN OPENING means a gap in a median allowing vehicular passage through the median."
"SEC. 51A-8.201_31","(31)   MINOR PLAT means a plat that meets both of the following requirements:"
"SEC. 51A-8.201_31_1","(A)   The area proposed for platting must not exceed five acres in size for residential zoning districts (single family, duplex, and townhouse) and three acres in size for all other zoning districts; and"
"SEC. 51A-8.201_31_2","(B)   The proposed plat must not require any public infrastructure. For example: the plat may not contain any new streets or alleys; it must abut an approved public or private street of adequate width as specified in Section 51A-8.604(c) or the Thoroughfare Plan for the city of Dallas; adequate water, wastewater, paving, and drainage improvements must already exist to serve the proposed plat; and  any existing improvements which are to remain must meet all setback requirements and must not be divided by a proposed lot line or setback line."
"SEC. 51A-8.201_32","(32)   MONUMENT means a permanent structure set on a line to define the location of property lines, important horizontal plat control points, and other important features on a plat."
"SEC. 51A-8.201_33","(33)   NONSTANDARD MATERIALS mean any materials not specified in the Standard Construction Details of the department of public works or the North Central Texas Standard Specifications for Public Works Construction of the North Central Texas Council of Governments."
"SEC. 51A-8.201_34","(34)   OPEN SPACE, IMPROVED means open space containing structures or improvements, including but not limited to hike and bike trails."
"SEC. 51A-8.201_35","(35)   OPEN SPACE, UNIMPROVED means open space containing no buildings, fences, or other structures above or below grade."
"SEC. 51A-8.201_36","(36)   OWNER means the fee simple owner of property, or the owner’s representative when authorized by a power of attorney, corporate resolution, or other appropriate  document."
"SEC. 51A-8.201_37","(37)   PARKWAY means the area between the outside edge of street pavement and the street right-of-way lines abutting other public or private property."
"SEC. 51A-8.201_38","(38)   PERMANENT DEAD-END STREET means a street or alley which cannot or will not be extended to another street in the foreseeable future."
"SEC. 51A-8.201_39","(39)   PHASE means a portion of an approved preliminary plat that receives final plat approval and is developed before or during the time the owner submits the final plat on the remainder of, or on another phase of, the area shown on the preliminary plat."
"SEC. 51A-8.201_40","(40)   PLAT means the graphic presentation of one or more lots or tracts of land, or of a subdivision, resubdivision, combination, or recombination of lots or tracts."
"SEC. 51A-8.201_41","(41)   PLAT RELEASE means approval by a department to verify that those conditions of  approval required by that department have been satisfied before the final plat is endorsed by the commission chair."
"SEC. 51A-8.201_42","(42)   PRELIMINARY PLAT means the initial plat proposed by the applicant, which is reviewed by city staff and presented by staff to the city plan commission for consideration. If the commission determines that approval subject to conditions is appropriate, the subdivision administrator ensures that those conditions are met before the plat is finalized for endorsement by the commission chair."
"SEC. 51A-8.201_43","(43)   PRIVATE DEVELOPMENT CONTRACT means a contract between a developer and a contractor for the construction of infrastructure that is to be dedicated to the public."
"SEC. 51A-8.201_44","(44)   PRIVATE STREET means a privately owned street that is required by this article to meet the same standards as a street dedicated to public use."
"SEC. 51A-8.201_45","(45)   REPLAT means a plat changing a previously approved and recorded plat that is not an amending plat (minor) or an amending plat (major)."
"SEC. 51A-8.201_46","(46)   RESIDENTIAL REPLAT means a replat without vacation of the preceding plat for property: (a) any part of which was limited during the preceding five years by an interim or permanent zoning classification to residential use for not more than two residential units per lot; or (b) that contains a lot in the preceding plat that was limited by deed restrictions to residential use for not more than two residential units per lot."
"SEC. 51A-8.201_47","(47)   SIDEWALK means a paved area dedicated to the public for pedestrian use."
"SEC. 51A-8.201_48","(48)   SINGLE FAMILY LOT means a lot in a single family zoning district, or a lot in an identifiable single family component of a planned development district."
"SEC. 51A-8.201_49","(49)   STREET CENTERLINE OFFSET means the distance between the centerlines of two more or less parallel streets measured along the centerline of an intersecting street."
"SEC. 51A-8.201_50","(50)   SUBDIVISION means land included within the  boundaries of an original plat, or any of the following for the purpose of creating a building site for land development or transfer of ownership:"
"SEC. 51A-8.201_50_1","(A)   The division of property into two or more parts."
"SEC. 51A-8.201_50_2","(B)   The combination of lots or tracts into one or more parts."
"SEC. 51A-8.201_50_3","(C)   The redivision or recombination of lots or tracts."
"SEC. 51A-8.201_51","(51)   SUBDIVISION ADMINISTRATOR means the city staff employee designated by the city manager to supervise the platting and subdivision process."
"SEC. 51A-8.201_52","(52)   TEMPORARY DEAD-END STREET means a street that is planned to or can feasibly be extended in the foreseeable future to another street."
"SEC. 51A-8.201_53","(53)   TOWNHOUSE LOT means a lot in a townhouse TH(A) zoning district, or a lot in an identifiable townhouse component of a planned development district."
"SEC. 51A-8.201_54","(54)   TRAFFIC BARRIER means a physical barrier that prevents the indiscriminate and unauthorized crossing of traffic between a street or alley and a thoroughfare.  Examples of traffic barriers include a series of posts connected by a cable or chain, a deep beam highway guard rail, or a New Jersey barrier-type wall on an engineered foundation."
"SEC. 51A-8.201_55","(55)   VACATION means the legal process by which unimproved, platted land, no part of which the city has accepted as a dedication for public use, may be returned to the legal status of being a parcel of unplatted land."
"SEC. 51A-8.201_56","(56)   WATER FACILITIES mean the infrastructure required to deliver potable water to property."
"SEC. 51A-8.201_57","(57)   WASTEWATER FACILITIES mean the infrastructure required to convey wastewater from property.  (Ord. Nos. 20092; 21186; 23384; 24843; 26529; 28424; 30239; 30654)"
"SEC. 51A-8.201_57_1","(Ord. 23384)"
"SEC. 51A-8.401","WHEN PLATTING IS REQUIRED."
"SEC. 51A-8.401_1","Platting is required:"
"SEC. 51A-8.401_1","(a)   To create a building site.  Platting is required to create a building site pursuant to Section 51A-4.601(a)(1) of this chapter."
"SEC. 51A-8.401_2","(b)   To subdivide land.  Platting is required to divide a lot or tract into two or more parcels for development of the parcels. Pursuant to the authority granted by Section 212.0045 of the Local Government Code to provide exceptions to state law platting requirements, the city of Dallas shall not require platting to divide property for transfer of  ownership through a metes and bounds description unless and until a building permit is requested for the property to be developed as a separate building site. Unless a separate building site has otherwise been established as provided in Section 51A-4.601, a conveyance of property accomplished through a metes and bounds description without platting will not be recognized as a separate building site, nor will the lines of ownership be recognized for purposes of determining development rights on the parcel  conveyed without platting."
"SEC. 51A-8.401_3","(c)   To combine lots or tracts.  Platting is required to combine two or more lots or tracts into one lot."
"SEC. 51A-8.401_4","(d)   To amend a plat.  Platting is required if property is to be developed in a manner inconsistent  with an existing plat."
"SEC. 51A-8.401_5","(e)   To include vacated and abandoned property.  Platting is required to incorporate property that has been vacated or abandoned into a legal building site."
"SEC. 51A-8.401_6","(f)   To correct errors.  Platting is required to  correct an error on an approved and recorded plat."
"SEC. 51A-8.401_7","(g)   To develop a planned development district.  A preliminary plat must be submitted at the same  time as the development plan for a planned development district. The subdivision administrator and the director shall coordinate the commission review of the preliminary plat and the development plan in accordance with Section 51A-4.702.  (NOTE: If the property included in a development plan application has been previously platted or a building site otherwise exists under Section 51A-4.601, this requirement does not apply.)"
"SEC. 51A-8.401_8","(h)   To establish a shared access development. Platting is required to establish a shared access development as provided in Section 51A-4.411.  (Ord. Nos. 20092; 23384; 24270; 24731; 24843)"
"SEC. 51A-8.402","PLATTING OF STREET RIGHT-OF-WAY PROHIBITED."
"SEC. 51A-8.402_1","Platting street right-of-way without platting adjacent property to be served by the street is prohibited unless the director of sustainable development and construction and the chief planning officer recommend platting the right-of-way because a graphic representation of the right-of-way is needed to facilitate thoroughfare or local street planning.  (Ord. Nos. 20092; 22026; 23384; 28424; 29478, eff. 10/1/14)"
"SEC. 51A-8.403","PLATTING PROCESS."
"SEC. 51A-8.403_1","(a)   Plat approval process."
"SEC. 51A-8.403_1_1","(1)   Preliminary plat application.  An applicant seeking approval of a plat or replat shall submit a preliminary plat application to the subdivision administrator on a form available at the subdivision administrator’s office. If the subdivision administrator determines that the application is complete, the subdivision administrator shall accept it and route it to all affected departments. If the subdivision administrator determines that the application is incomplete, the subdivision administrator shall return it to the applicant with a description of its deficiencies."
"SEC. 51A-8.403_1_1_1","(A)   The preliminary plat application must include the following unless the subdivision administrator determines that an item listed is not applicable and may be omitted:"
"SEC. 51A-8.403_1_1_1_1","(i)   All required fees."
"SEC. 51A-8.403_1_1_1_2","(ii)   The proposed layout of the plat legibly drawn on a sheet of paper which measures 24 inches by 30 or 36 inches. The plat must show the bearings and distances of the property, and must be drawn to a scale of one inch equals forty feet or the largest practical scale determined to be legible by the survey section of the department of sustainable development and construction. (Unless otherwise indicated, all words on a plat must be at least 10 characters per inch.)"
"SEC. 51A-8.403_1_1_1_3","(iii)   An arrow indicating north."
"SEC. 51A-8.403_1_1_1_4","(iv)   A vicinity map showing all thoroughfares and existing streets within the two nearest intersecting arterials of the boundary of the plat."
"SEC. 51A-8.403_1_1_1_5","(v)   The proposed name of the subdivision in bold, capital letters."
"SEC. 51A-8.403_1_1_1_6","(vi)   The names, addresses, and telephone numbers of the surveyor performing or preparing the metes and bounds description of the property, and all owners and developers."
"SEC. 51A-8.403_1_1_1_7","(vii)   The proposed boundaries of the property indicated with a bold, solid line, and other boundaries indicated with thinner lines."
"SEC. 51A-8.403_1_1_1_8","(viii)   The proposed lot and block numbers, and the area of each lot in square feet."
"SEC. 51A-8.403_1_1_1_9","(ix)   The location, purpose, and grantee of existing easements, and the citation to the volume and page of the county records where the recorded instrument may be found."
"SEC. 51A-8.403_1_1_1_10","(x)   The location and purpose of all proposed easements and common areas."
"SEC. 51A-8.403_1_1_1_11","(xi)   The layout and dimensions of proposed storm drainage areas and other areas offered for dedication to public use. If the combined on-site and off-site drainage area is less than one acre, this requirement may be waived by the director of sustainable development and construction if the impact of the drainage is not significant."
"SEC. 51A-8.403_1_1_1_12","(xii)   The layout of platted lots and unplatted parcels, streets, storm drainage facilities, water and wastewater facilities, public rights-of-way, and other pertinent features existing within a distance of 150 feet from the proposed boundary of the plat."
"SEC. 51A-8.403_1_1_1_13","(xiii)   The location and identification of any structure or improvement within the boundaries of the property to be platted, and any significant topographic features located on the property or within l50 feet of the boundaries of the property. Any of these items that are to be removed or altered must be identified on the plat."
"SEC. 51A-8.403_1_1_1_14","(xiv)   The general layout and dimensions of proposed streets and alleys, and proposed street names."
"SEC. 51A-8.403_1_1_1_15","(xv)   Contour lines indicating the terrain and drainage pattern of the area. Contour intervals must be five feet or less unless the director of sustainable development and construction determines that the slope of the land is less than 1 to 100 (vertical to horizontal). If the director of sustainable development and construction determines that the property being platted is fully developed, contour lines are not required."
"SEC. 51A-8.403_1_1_1_16","(xvi)   A copy of any specific use permit or planned development district ordinance regulating the property."
"SEC. 51A-8.403_1_1_1_17","(xvii)   A copy of any deed restrictions regulating the property in which the city of Dallas is an enforcing party."
"SEC. 51A-8.403_1_1_1_18","(xviii)   If the plat is a replat in accordance with Subsection (b)(1) or (2), a certified copy of the original subdivision of the area filed with the county clerk and a certified copy of the latest replat of the property filed with the county clerk."
"SEC. 51A-8.403_1_1_1_19","(xix)   A metes and bounds description of the property included in the plat, as well as all appropriate language of dedication and acknowledgment. Signatures are not required at the time of application."
"SEC. 51A-8.403_1_1_1_20","(xx)   If the property is located in the escarpment area or a geologically similar area, an escarpment permit is required at the time of application."
"SEC. 51A-8.403_1_1_1_20_1","(xxi)   The location, caliper, and name (both common and scientific) of all trees near proposed construction (trees in close proximity that all have a caliper of less than eight inches may be designated as a “group of trees” with only the number noted)."
"SEC. 51A-8.403_1_1_1_20_1","(xxii)   A copy of the recorded deed reflecting current ownership and a copy of the title policy if title insurance is in place (if no title insurance is in place then a copy of the most recent property tax certificate must be provided). The ownership indicated in the owner’s certificate on the plat must match the deed exactly unless documentation is provided to explain any variation."
"SEC. 51A-8.403_1_1_1_20_1","(xxiii)   All requirements set forth in the survey division’s plat guidelines."
"SEC. 51A-8.403_1_1_1_20_1","(xxiv)   A copy of any regulating plan approved pursuant to Article XIII."
"SEC. 51A-8.403_1_1_1_20_1","(xxv)   The location of any open space required pursuant to Article XIII."
"SEC. 51A-8.403_1_1_1_20_1","(xxvi)   Any other information that the subdivision administrator deems necessary."
"SEC. 51A-8.403_1_2","(2)   Staff review."
"SEC. 51A-8.403_1_2_1","(A)   All affected departments shall review the preliminary plat application and forward their comments, in writing, to the subdivision administrator within 14 days after the date a complete application is received. (Holiday scheduling may require an extension of the review period.) The subdivision administrator shall formulate a staff recommendation from the comments received in the interdepartmental review process, and submit the plat to the commission within 30 days after the date a complete application is accepted by the city (unless it is an approved administrative plat and the applicant does not appeal any of the conditions). If the staff recommendation is for denial of the application, the subdivision administrator must provide the reasons for denial to the commission."
"SEC. 51A-8.403_1_2_2","(B)   The subdivision administrator shall approve an administrative plat within 18 days after the date a complete application is accepted by the city if the subdivision administrator finds that it complies with the policies and purposes of this article. If the subdivision administrator refuses to approve an administrative plat, the subdivision administrator shall refer the plat to the commission for consideration within 30 days after the date a complete application is accepted by the city. The subdivision administrator shall provide reasons for refusing to approve the plat to the commission."
"SEC. 51A-8.403_1_2_3","(C)   An applicant may appeal staff recommendations on an administrative plat or on any other plat to the subdivision review committee of the commission before the plat is considered by the commission, provided the request for appeal is made in sufficient time to allow staff and commission compliance with the 30-day action requirement and applicable posting and notice requirements."
"SEC. 51A-8.403_1_2_4","(D)   If, after city staff or commission review, it is determined that a minor plat does not comply with the minor plat definition, the application must be considered as a preliminary plat. The increase in fee must be paid before the application is processed."
"SEC. 51A-8.403_1_2_5","(E)   If, after city staff review, it is determined that an administrative plat does not comply with the administrative plat definition, if city staff refuses to approve an administrative plat, if the applicant appeals any administrative plat conditions, or if the subdivision administrator refers the plat to the commission, the application must be considered as a preliminary plat."
"SEC. 51A-8.403_1_3","(3)   Commission action.  The commission must hold a public hearing for all replats, and act upon all plat applications, other than approved administrative plats where the conditions are not appealed, within 30 days after the date a complete application is accepted by the city. The commission shall approve the application if it finds that it complies with the policies and purposes of this article. If the commission denies an application, the reasons for denial must be stated in the motion for denial."
"SEC. 51A-8.403_1_4","(4)   Effect of preliminary plat approval and effective period."
"SEC. 51A-8.403_1_4_1","(A)   Approval of a preliminary plat by the commission or the subdivision administrator is not final approval of the plat, but is an expression of approval of the layout shown subject to satisfaction of specified conditions. The preliminary plat serves as a guide in the preparation of a final plat and engineering and infrastructure plans to serve the plat."
"SEC. 51A-8.403_1_4_2","(B)   All plats other than certificates of correction must be submitted for final staff review and approval by the subdivision administrator in the form of a final plat, except that the subdivision administrator may provide a certificate of approval for an administrative plat in accordance with Paragraph (8)."
"SEC. 51A-8.403_1_4_3","(C)   If the perimeter boundary or any layout design element changes, or if, in the opinion of the subdivision administrator, any other feature or condition changes, the plat must be considered again as a preliminary plat by the commission or the subdivision administrator in the case of an administrative plat. If a replat must be considered again by the commission under this paragraph, new notices must be issued for a residential replat, and a new public hearing must be held."
"SEC. 51A-8.403_1_4_4","(D)   Except as provided in this subparagraph, a preliminary plat approved by the commission expires five years after the commission action date approving the plat if no progress has been made toward completion of the project in accordance with Texas Local Government Code Section 245.005. An approved minor plat, amending plat (minor), or an administrative plat expires two years after the commission action date approving the plat or within two years after the date of the subdivision administrator’s action letter approving the administrative plat if no progress has been made toward completion of the project in accordance with Texas Local Government Code Section 245.005."
"SEC. 51A-8.403_1_5","(5)   Action letter."
"SEC. 51A-8.403_1_5_1","(A)   Commission-approved  plats. Within seven days after the commission action date, the subdivision administrator shall send an action letter to the applicant. If the commission denied the application, the letter must contain the reasons for denial. If the commission approved the application, the letter must contain all conditions of approval."
"SEC. 51A-8.403_1_5_2","(B)   Administrative plats. Within two days after the subdivision administrator approves an administrative plat, the subdivision administrator shall send an action letter to the applicant with all conditions of approval."
"SEC. 51A-8.403_1_6","(6)   Satisfaction of conditions required.  The subdivision administrator shall endorse the administrative plat or submit the plat for endorsement pursuant to Paragraph (8) as soon as the owner has complied with the following requirements: (Any proposed change to a preliminary plat condition must be resubmitted to the commission as a preliminary plat.)"
"SEC. 51A-8.403_1_6_1","(A)   All conditions to approval must be satisfied, including:"
"SEC. 51A-8.403_1_6_1_1","(i)   On-site easements and rights-of-way must be properly described and noted on the proposed plat."
"SEC. 51A-8.403_1_6_1_2","(ii)   Off-site easements and rights-of-way must be dedicated by the respective owners and filed of record with the county."
"SEC. 51A-8.403_1_6_1_3","(iii)   All proposed easements and public right-of-way dedications created by the plat must be properly described by bearings and distances."
"SEC. 51A-8.403_1_6_1_4","(iv)   Approved language of easement and dedication must be stated on the final plat, executed, and properly acknowledged."
"SEC. 51A-8.403_1_6_1_5","(v)   All required licenses and railroad agreements must be executed by the owner, the railroad, utilities, and the city council."
"SEC. 51A-8.403_1_6_1_6","(vi)   All required abandonments of public rights-of-way or easements must be approved by the city council, and the abandonment ordinance numbers must be shown on the plat."
"SEC. 51A-8.403_1_6_1_7","(vii)   All required infrastructure plans must be approved."
"SEC. 51A-8.403_1_6_1_8","(viii)    All required private develop-ment contracts must be executed and approved."
"SEC. 51A-8.403_1_6_1_9","(ix)   All required covenants must be approved by the city and filed of record with the county."
"SEC. 51A-8.403_1_6_1_10","(x)   All monuments required in Section 51A-8.617 must be installed on the property."
"SEC. 51A-8.403_1_6_1_11","(xi)   The apportionment deter-mination pursuant to Section 51A-1.109."
"SEC. 51A-8.403_1_6_2","(B)   All required fees must be paid."
"SEC. 51A-8.403_1_6_3","(C)   All taxes assessed by the city against the property must be paid."
"SEC. 51A-8.403_1_6_4","(D)   Releases must be secured by the applicant from the department of sustainable development and construction, the city controller, and the city attorney."
"SEC. 51A-8.403_1_6_5","(E)   The plat must be endorsed with properly acknowledged original signatures and seals of all owners of the property and surveyors."
"SEC. 51A-8.403_1_6_6","(F)   For a plat that includes dedication of any streets or alleys, the lienholder must provide a letter of consent subordinating the lienholder’s interest to the dedicated area, and if the owner has a title insurance policy for the platted area, the policy must be updated to within ninety days prior to the date the plat is signed by the commission chair. This provision does not apply to a residential replat that meets the criteria set forth for a minor plat."
"SEC. 51A-8.403_1_6_7","(G)   All plats other than minor plats must be provided to the chief city surveyor in an electronic format approved by the geographic information systems section of the department of sustainable development and construction."
"SEC. 51A-8.403_1_7","(7)   Appeal."
"SEC. 51A-8.403_1_7_1","(A)   Adverse decisions of the subdivision administrator regarding whether a preliminary plat condition has been satisfied may be appealed to the subdivision review committee by the applicant or by the owners, as ownership appears on the last approved ad valorem tax roll, of all lots that are:"
"SEC. 51A-8.403_1_7_1_1","(i)   within the original subdivision; or"
"SEC. 51A-8.403_1_7_1_2","(ii)   in single-family or duplex districts and within 200 feet of the lot or lots for which the replat is requested."
"SEC. 51A-8.403_1_7_1_2_1","The appeal must be made in writing on a form furnished by the subdivision administrator."
"SEC. 51A-8.403_1_7_2","(B)   The subdivision review committee shall render a final decision on the appeal within 21 days after the date a complete application for an appeal is made."
"SEC. 51A-8.403_1_7_3","(C)   The decision of the subdivision review committee is final unless appealed by the applicant to the commission within 7 days after the date a final decision is made."
"SEC. 51A-8.403_1_8","(8)   Certificate of approval."
"SEC. 51A-8.403_1_8_1","(A)   Commission-approved plats. If the subdivision administrator determines that the applicant has satisfied all the conditions and requirements of Paragraph (6), the administrator shall immediately forward the final plat to the chair of the commission, who shall endorse the final plat with a certificate indicating approval of the plat. The secretary of the commission shall attest the signature of the chair on the certificate of approval and shall, within five working days, give notice to the applicant that the certificate of approval has been signed. Notice is given by depositing the notice properly addressed and postage paid in the United States mail. The notice must be sent to the address shown on the application."
"SEC. 51A-8.403_1_8_2","(B)   Administrative plats. If the subdivision administrator determines that the applicant has satisfied all the conditions and requirements of Paragraph (6), the administrator shall endorse the final plat with a certificate indicating approval of the plat. A notary public shall attest the signature of the administrator on the certificate of approval and the subdivision administrator shall, within five working days, give notice to the applicant that the certificate of approval has been signed. Notice is given by depositing the notice properly addressed and postage paid in the United States mail. The notice must be sent to the address shown on the application."
"SEC. 51A-8.403_1_9","(9)   Final plat."
"SEC. 51A-8.403_1_9_1","(A)   Commission-approved plats.  A final plat may be submitted only after the commission action letter regarding the preliminary plat has been received by the applicant. If engineering plans are required as a condition of approval of a preliminary plat, the final plat cannot be submitted until all engineering plans have been approved in accordance with Section 51A-8.404, to avoid the necessity of multiple submissions. All staff comments shall be forwarded to the subdivision administrator within 21 days of the routing date of the final plat. The director shall notify the applicant of the results of the review. If further modifications are required, the director may require additional submissions of the final plat and fees in accordance with the fee schedule."
"SEC. 51A-8.403_1_9_2","(B)   Administrative plats.  A final plat may be submitted only after the subdivision administrator action letter regarding the administrative plat has been received by the applicant. All staff comments shall be forwarded to the subdivision administrator within 13 days after the final plat is submitted. The subdivision administrator shall notify the applicant of the results of the review. If further modifications are required, the subdivision administrator may require additional submissions of the final plat and fees in accordance with the fee schedule."
"SEC. 51A-8.403_1_10","(10)   Phasing of final plats.  After a preliminary plat has been approved by the commission, a final plat may be submitted that includes less than all of the area shown in a preliminary plat if:"
"SEC. 51A-8.403_1_10_1","(A)   the proposed phase conforms to the approved preliminary plat;"
