Structure, Text
"SEC. 51A-12.202_2","(b)   Permit applications. A gas well permit application must be in writing, signed by the operator and filed with the gas inspector. The operator shall provide the following information on a form furnished by the city:"
"SEC. 51A-12.202_2_1","(1)   the date the operator submitted the application;"
"SEC. 51A-12.202_2_2","(2)   the proposed number of wells on the operation site;"
"SEC. 51A-12.202_2_3","(3)   the field name as used by the Texas Railroad Commission;"
"SEC. 51A-12.202_2_4","(4)   the proposed well name;"
"SEC. 51A-12.202_2_5","(5)   the operator’s name and address;"
"SEC. 51A-12.202_2_6","(6)    all surface owners’ names and addresses;"
"SEC. 51A-12.202_2_7","(7)   all mineral rights owners’ names and addresses;"
"SEC. 51A-12.202_2_8","(8)   the name of a representative with supervisory authority over all gas drilling and production operations and a phone number where they can be reached 24 hours a day;"
"SEC. 51A-12.202_2_9","(9)   the name, address, and phone number of a person who is a resident of the State of Texas and is designated to receive notices from the city;"
"SEC. 51A-12.202_2_10","(10)   the names of two designated emergency contact persons, their addresses, and phone numbers where they may be reached 24 hours a day;"
"SEC. 51A-12.202_2_11","(11)   the names and addresses of tenants, property owners, and residents within 1,500 feet of the boundary of the operation site in accordance with the plans required as part of the gas well permit application;"
"SEC. 51A-12.202_2_12","(12)   the address and legal description of the operation site;"
"SEC. 51A-12.202_2_13","(13)    the location and a description of all structures and improvements within 1,500 feet of the boundary of operation site;"
"SEC. 51A-12.202_2_14","(14)   a description of all fuel sources and public utilities required during drilling and production operations;"
"SEC. 51A-12.202_2_15","(15)   a site plan of the operation site that matches the site plan attached to the SUP, was prepared by a licensed surveyor or registered engineer, is drawn to scale, complies with the site requirements in this article, and provides the following information:"
"SEC. 51A-12.202_2_15_1","(A)   the date, scale, north point, name of owner, and name of person preparing the site plan;"
"SEC. 51A-12.202_2_15_2","(B)   the location of existing boundary lines and dimensions of the operation site;"
"SEC. 51A-12.202_2_15_3","(C)   the location of all improvements and equipment, including proposed wells, tanks, pipelines, compressors, separators, and storage sheds;"
"SEC. 51A-12.202_2_15_4","(D)   the zoning of the operation site;"
"SEC. 51A-12.202_2_15_5","(E)   the location of flood plains, and the existing and base flood elevations at the location of any proposed improvement including the well head;"
"SEC. 51A-12.202_2_15_6","(F)    the existing watercourses and drainage features;"
"SEC. 51A-12.202_2_15_7","(G)   off-street parking and loading areas and the surface material used;"
"SEC. 51A-12.202_2_15_8","(H)   ingress and egress points;"
"SEC. 51A-12.202_2_15_9","(I)    existing and proposed streets and alleys;"
"SEC. 51A-12.202_2_15_10","(J)    location, height, and materials of existing and proposed fences;"
"SEC. 51A-12.202_2_15_11","(K)   existing and proposed landscaping;"
"SEC. 51A-12.202_2_15_12","(L)   location and description of signs, lighting, and outdoor speakers;"
"SEC. 51A-12.202_2_15_13","(M)   location and description of all easements, along with the volume and page number where the easement is recorded;"
"SEC. 51A-12.202_2_15_14","(N)   a map of the surrounding area, showing the zoning on all property within 1,500 feet of the boundary of the operation site, and the distance from wells, structures, or equipment to any use, structures, or features that have spacing requirements under Sections 51-4.213(19) or 51A-4.203(b)(3.2);"
"SEC. 51A-12.202_2_15_15","(O)   a tree survey that complies with Article X;"
"SEC. 51A-12.202_2_15_16","(P)   a copy of the SUP ordinance;"
"SEC. 51A-12.202_2_15_17","(Q)   a copy of the Texas Railroad Commission drilling permit and its attached documents, as well as any other permits, disclosures, or reports required by the Texas Railroad Commission;"
"SEC. 51A-12.202_2_15_18","(R)   a copy of the storm water pollution prevention plan and the notice of intent required by the Environmental Protection Agency;"
"SEC. 51A-12.202_2_15_19","(S)   a copy the Texas Commission on Environmental Quality’s determination of the depth of useable-quality ground water;"
"SEC. 51A-12.202_2_16","(16)   documentation of the insurance and security instruments required by this article;"
"SEC. 51A-12.202_2_17","(17)   an indemnification agreement, approved as to form by the city attorney, stating that the operator agrees to defend the city and its officers and employees against all claims of injury or damage to persons or property arising out of the drilling and production operation;"
"SEC. 51A-12.202_2_18","(18)   a notarized statement signed by the operator that the information submitted with the application is true and correct, to the best of the operator’s knowledge and belief;"
"SEC. 51A-12.202_2_19","(19)   an air quality management and monitoring plan that includes:"
"SEC. 51A-12.202_2_19_1","(A)   measures and equipment the operator will use to ensure that all site activities and equipment on the operation site comply with applicable emissions limits, applicable laws relating to emissions, and best management practices of the Environmental Protection Agency and the Texas Commission on Environmental Quality regarding air quality;"
"SEC. 51A-12.202_2_19_2","(B)   monitoring techniques the operator will use to measure for and ensure compliance with applicable emissions limits and all applicable laws relating to emissions; and"
"SEC. 51A-12.202_2_19_3","(C)   a categorization of Environmental Protection Agency Tier (Tier 0 to 4) of all diesel equipment that will be used on the operation site during each phase of the drilling and production use;"
"SEC. 51A-12.202_2_20","(20)   a communications plan developed to keep tenants, property owners, and residents of protected uses within 2,000 feet of the boundary of the operation site informed that:"
"SEC. 51A-12.202_2_20_1","(A)   documents how the operator will notify, solicit feedback, and respond to concerns about the gas drilling and production use;"
"SEC. 51A-12.202_2_20_2","(B)   identifies how the operator will employ early and continuous engagement, including posted notice in public locations;"
"SEC. 51A-12.202_2_20_3","(C)   establishes how the operator will develop and use advance or near-real-time notice of all significant activities occurring during the well’s life, including drilling, fracturing, flowback, redrilling and refracturing, completion, abandonment, as well as non-routine occurrences including flaring, spills, or emissions events;"
"SEC. 51A-12.202_2_21","(21)   a dust mitigation plan detailing measures the operator will implement to mitigate and suppress dust generated at the operation site, including a mud shaker for vehicles exiting the site;"
"SEC. 51A-12.202_2_22","(22)   an electricity usage plan showing:"
"SEC. 51A-12.202_2_22_1","(A)   the equipment powered by electricity;"
"SEC. 51A-12.202_2_22_2","(B)   the amount of electricity needed;"
"SEC. 51A-12.202_2_22_3","(C)   the sources of the electric power;"
"SEC. 51A-12.202_2_22_4","(D)   whether electricity is generated on site or purchased from a retail electric provider; and"
"SEC. 51A-12.202_2_22_5","(E)   the approximate location of lines, poles, generators, generator fuel tanks, transformers, fuse boxes, and other apparatus necessary to use electric power;"
"SEC. 51A-12.202_2_23","(23)   an emergency action response plan approved by the fire marshal that:"
"SEC. 51A-12.202_2_23_1","(A)   establishes written procedures to minimize any hazard resulting from drilling, completion, production, or abandonment of wells, including prompt and effective response to emergencies from:"
"SEC. 51A-12.202_2_23_1_1","(i)   leaks or releases that may impact public health, safety, or welfare;"
"SEC. 51A-12.202_2_23_1_2","(ii)   fire, explosions, loss of well control, or blowout at or near the well; and"
"SEC. 51A-12.202_2_23_1_3","(iii)   natural disasters;"
"SEC. 51A-12.202_2_23_2","(B)   complies with the existing guidelines established by the Texas Railroad Commission, the Texas Commission on Environmental Quality, the Department of Transportation, and the Environmental Protection Agency;"
"SEC. 51A-12.202_2_23_3","(C)   includes maps showing the public rights-of-way to the operation site, and turn-arounds and staging areas for emergency equipment;"
"SEC. 51A-12.202_2_23_4","(D)   includes an effective means of notifying and communicating with local fire, police, and public officials during an emergency, including a detailed plan of how the operator will notify and communicate with city officials responsible for notification and evacuation of residents within one-half mile of the operation site, measured from the boundary of the operation site;"
"SEC. 51A-12.202_2_23_5","(E)   includes the availability of personnel, equipment, tools, and materials at the operation site as necessary in case of an emergency;"
"SEC. 51A-12.202_2_23_6","(F)   outlines measures to be taken to reduce public exposure to injury and the probability of accidental death or dismemberment;"
"SEC. 51A-12.202_2_23_7","(G)   documents emergency shut-down procedures for a gas well and the operation site, if necessary;"
"SEC. 51A-12.202_2_23_8","(H)   establishes a plan for the safe restoration of service and operations following an emergency or incident; and"
"SEC. 51A-12.202_2_23_9","(I)   establishes a follow-up procedure for incident investigation to determine the cause of the incident and the implementation of corrective measures;"
"SEC. 51A-12.202_2_24","(24)   an erosion control plan that complies with all city regulations;"
"SEC. 51A-12.202_2_25","(25)   a fresh-water fracture pond design plan that includes an engineering design and a landscape and fencing design that includes:"
"SEC. 51A-12.202_2_25_1","(A)   a detailed grading plan prepared by a civil engineer licensed by the state of Texas;"
"SEC. 51A-12.202_2_25_2","(B)   measures that will be taken, such as shallow safety ledges, to prevent drowning;"
"SEC. 51A-12.202_2_25_3","(C)   the fresh-water fracture pond size and how it is designed to minimize its footprint based on water supply;"
"SEC. 51A-12.202_2_25_4","(D)   an open-design black or dark green chain link fence, a minimum of six feet in height, that encloses the fresh-water fracture pond; and"
"SEC. 51A-12.202_2_25_5","(E)   restorative vegetation that complies with Article X;"
"SEC. 51A-12.202_2_26","(26)   a hazardous materials management plan that:"
"SEC. 51A-12.202_2_26_1","(A)   complies with the Dallas Fire Code;"
"SEC. 51A-12.202_2_26_2","(B)   includes the formula identifying the non-radioactive tracing or tagging additives that the operator will use in all fracturing fluids on the operation site; and"
"SEC. 51A-12.202_2_26_3","(C)   has been filed with the fire department;"
"SEC. 51A-12.202_2_27","(27)   a hazardous materials inventory statement that:"
"SEC. 51A-12.202_2_27_1","(A)   complies with the Dallas Fire Code;"
"SEC. 51A-12.202_2_27_2","(B)   includes material safety data sheets or an equivalent detailing all hazardous materials that are or will be located, stored, transported, or temporarily used on the operation site, including site preparation, boring, fracturing, completing, reworking, redrilling, refracturing, and production.  The material safety data sheets must indicate all types, quantities, volumes, and concentrations of all hazardous chemicals and additives used in these processes; and"
"SEC. 51A-12.202_2_27_3","(C)   has been filed with the fire department;"
"SEC. 51A-12.202_2_28","(28)   a landscape irrigation plan designed by a State of Texas licensed irrigator that includes:"
"SEC. 51A-12.202_2_28_1","(A)   the appropriate type of irrigation for the operation site; and"
"SEC. 51A-12.202_2_28_2","(B)   measures to be taken to adequately irrigate all landscaping, indicating the water source for irrigation;"
"SEC. 51A-12.202_2_29","(29)   a noise management plan detailing how the equipment used in the drilling, completion, transportation, or production of a well complies with the maximum permissible noise levels in Section 51A-6.102 and this article, and that:"
"SEC. 51A-12.202_2_29_1","(A)   identifies the noise impacts of gas drilling and production;"
"SEC. 51A-12.202_2_29_2","(B)   provides documentation establishing the ambient noise level in accordance with this article; and"
"SEC. 51A-12.202_2_29_3","(C)   details how the gas drilling and production noise impacts will be mitigated, considering the operation site characteristics, including:"
"SEC. 51A-12.202_2_29_3_1","(i)   nature and proximity of adjacent development, location, and type;"
"SEC. 51A-12.202_2_29_3_2","(ii)   seasonal and prevailing weather patterns, including wind directions;"
"SEC. 51A-12.202_2_29_3_3","(iii)   vegetative cover on and adjacent to the operation site; and"
"SEC. 51A-12.202_2_29_3_4","(iv)   topography on and adjacent to the operation site;"
"SEC. 51A-12.202_2_30","(30)   a pipeline map indicating the location of the nearest gathering station, the alignment of the pipelines connecting the operation site to the gathering station, and a description of how the operator intends to get the gas to market;"
"SEC. 51A-12.202_2_31","(31)   a screening and landscape plan that complies with all city screening and landscape requirements and includes:"
"SEC. 51A-12.202_2_31_1","(A)   a schedule detailing the timing of all landscaping and screening installation or, if a SUP has already been approved with a screening and landscape plan, a copy of the approved screening and landscape plan;"
"SEC. 51A-12.202_2_31_2","(B)   the proposed efforts to replace dead or dying screening vegetation; and"
"SEC. 51A-12.202_2_31_3","(C)   a fully-executed third-party landscape maintenance agreement detailing the frequency and scope of the services to be provided;"
"SEC. 51A-12.202_2_32","(32)   a security plan that includes details about how the security alarm system requirements in this article will be complied with and provides the location of all security cameras provided on the operation site;"
"SEC. 51A-12.202_2_33","(33)   a signage plan that complies with the Texas Railroad Commission regulations, this article, and all other city ordinances, rules, and regulations for the operation site and pipelines;"
"SEC. 51A-12.202_2_34","(34)   a spill prevention plan that complies with state and federal regulations, this article, and all other city ordinances, rules, and regulations and includes a plan for effective containment of all materials on site, including containment and mitigation strategies for any failures of temporary or permanent pipes, tanks, secondary containment systems, and water recycling systems;"
"SEC. 51A-12.202_2_35","(35)   a surface reclamation plan that includes how the operator, using industry best practices, will:"
"SEC. 51A-12.202_2_35_1","(A)   restore the operation site to allow its use under the city’s comprehensive plan;"
"SEC. 51A-12.202_2_35_2","(B)   control surface water drainage, water accumulation, and measures that will be taken during the reclamation process to protect the quantity and quality of surface and groundwater systems;"
"SEC. 51A-12.202_2_35_3","(C)   clean up any polluted surface or ground water;"
"SEC. 51A-12.202_2_35_4","(D)   backfill, grade, and re-vegetate the operation site;"
"SEC. 51A-12.202_2_35_5","(E)   reconstruct, replace, and stabilize the soil;"
"SEC. 51A-12.202_2_35_6","(F)   reshape the topography; and"
"SEC. 51A-12.202_2_35_7","(G)   employ other methods or practices necessary to ensure that all disturbed areas will be reclaimed;"
"SEC. 51A-12.202_2_36","(36)   a site lighting plan that complies with city code, is designed to promote the safety of all gas drilling and production operations, and includes a photometric plan, indicating the type and color of lights to be used and demonstrates how it complies with all Federal Aviation Administration requirements;"
"SEC. 51A-12.202_2_37","(37)   a transportation plan that includes a:"
"SEC. 51A-12.202_2_37_1","(A)   traffic impact analysis, including the proposed truck routes, types and weights of trucks and vehicles accessing the operation site; hours of the day that truck and vehicle traffic will be entering and leaving the operation site; days of the week that truck and vehicle traffic will be entering and leaving the operation site; turning movements associated with truck and vehicle traffic; proposed access points; and proposed traffic control devices;"
"SEC. 51A-12.202_2_37_2","(B)   map consistent with any SUP requirements showing the truck routes approved by the gas inspector and identifying all public rights-of-way, private streets, and routes intended for use within the city;"
"SEC. 51A-12.202_2_37_3","(C)   videotape of the approved truck routes, showing in adequate detail the physical conditions of the rights-of-way; and"
"SEC. 51A-12.202_2_37_4","(D)   road repair agreement approved as to form by the city attorney and signed by the operator;"
"SEC. 51A-12.202_2_38","(38)   a vector control plan detailing all measures:"
"SEC. 51A-12.202_2_38_1","(A)   that will be taken to ensure that a fresh-water fracture pond will not become a site for mosquito harbourage; and"
"SEC. 51A-12.202_2_38_2","(B)   for mosquito abatement activities, including any biological or chemical control applications or water level control measures;"
"SEC. 51A-12.202_2_39","(39)   a waste management plan that includes:"
"SEC. 51A-12.202_2_39_1","(A)   recycling, treatment, and disposal methods for all drilling muds and cuttings, flowback water, fracturing fluids, salt water, produced water, solid waste, and any other materials generated from pad site operations;"
"SEC. 51A-12.202_2_39_2","(B)   a copy of the Texas Railroad Commission underground injection control permit if the waste management plan includes an injection method; and"
"SEC. 51A-12.202_2_39_3","(C)   the location of the landfill and a copy of the permit if the waste management plan includes disposal at a landfill;"
"SEC. 51A-12.202_2_40","(40)   a water management plan that includes a description of the water source to be used, the volumes, and the recycling, reuse, or disposal methods that will be used during drilling and production operations; and"
"SEC. 51A-12.202_2_41","(41)   any other information the gas inspector deems necessary."
"SEC. 51A-12.202_3","(c)   Review of permit applications."
"SEC. 51A-12.202_3_1","(1)   The gas inspector shall return incomplete applications to the operator with a written explanation of the deficiencies."
"SEC. 51A-12.202_3_2","(2)   The gas inspector shall determine whether the gas well permit should be issued, issued with conditions, or denied within 45 days after receiving a complete gas well permit application. If the gas inspector fails to make this determination within this specified time, the gas well permit is deemed denied."
"SEC. 51A-12.202_3_3","(3)   The gas inspector shall issue a gas well permit if the application meets the requirements of this article and the conditions of the SUP. If the application does not meet the requirements of this article or the conditions of the SUP, the gas inspector shall either deny the application or issue the gas well permit subject to written conditions if compliance with the conditions eliminates the reasons for denial. If the gas inspector denies a gas well permit, the gas inspector shall provide the operator with a written explanation of the reasons for denial within 30 days."
"SEC. 51A-12.202_4","(d)   Content of gas well permit. A gas well permit must:"
