Structure, Text
"SEC. 51A-9.201_1","(a)   In cases where the city must purchase right-of-way to construct a freeway, thoroughfare, or a street in the CBD, before initiating purchasing procedures, the city manager shall present to the city council, the city staff recommendation for alignment of the roadway and its appurtenant facilities based on engineering criteria."
"SEC. 51A-9.201_2","(b)   If the city council determines that the nature of the proposed alignment does not warrant a public hearing, the city council may approve the alignment by majority vote of city council members present."
"SEC. 51A-9.201_3","(c)   If the city council determines that the nature of the proposed alignment requires notification of affected property owners and a public hearing, the city manager shall send written notice of a public hearing on the proposed alignment to all owners of real property lying within 200 feet of the proposed right-of-way line.  The measurement of the 200 feet includes streets and alleys.  The notice must be given not less than 10 days before the date set for the hearing by depositing the notice properly addressed and postage paid, in the United States mail to the property owners as evidenced by the last approved city tax roll."
"SEC. 51A-9.201_4","(d)   After a public hearing the city council may approve an alignment by a majority vote of the city council members present."
"SEC. 51A-9.201_5","(e)   After an alignment has been approved by the city council, the alignment may not be changed in a way that will require the purchase of additional right-of-way unless the change is approved by the city council following the same procedures for approval of an original alignment in accordance with Subsections (b) and (c)."
"SEC. 51A-9.201_6","(f)   For the purpose of this article, “alignment” means the location of right-of-way lines, curb lines, and roadway placement of a freeway, thoroughfare, or a street in the CBD.  (Ord. Nos. 19455; 21186)"
"SEC. 51A-9.202","PROCEDURE FOR APPROVAL OF STATE OR COUNTY THOROUGHFARE IMPROVEMENTS."
"SEC. 51A-9.202_1","(a)   Before the city gives its approval of a construction plan for a freeway, thoroughfare, or a street in the CBD by the state or county, the city manager shall present the proposed construction plan to the city council for review."
"SEC. 51A-9.202_2","(b)   If the city council determines that the nature of the proposed construction plan does not warrant a public hearing, the city council may approve the construction plan by majority vote of the city council members present."
"SEC. 51A-9.202_3","(c)   If the city council determines that the nature of the proposed construction plan requires notification of affected property owners and a public hearing, the city manager shall send written notice of a public hearing on the proposed construction to all owners of real property lying within 200 feet of the proposed right-of-way line.  The measurement of the 200 feet includes streets and alleys.  The notice must be given not less than 10 days before the date set for the hearing by depositing the notice properly addressed and postage paid in the United States mail to the property owners as evidenced by the last approved city tax roll."
"SEC. 51A-9.202_4","(d)   After a public hearing the city council may approve a construction plan by the state or county by a majority vote of the city council members present."
"SEC. 51A-9.202_5","(e)   The public hearing on a construction plan of the state or county may be held jointly with the state or county.  (Ord. Nos. 19455; 21186)"
"SEC. 51A-9.301","DEFINITIONS."
"SEC. 51A-9.301_1","In this division:"
"SEC. 51A-9.301_1","(1)   DIRECTIONAL PREFIX means an indicator of the direction a roadway passes from an official base line established pursuant to Article V, “Building Numbering,” of Chapter 43, “Streets and Sidewalks,” of the Dallas City Code, as amended.  For example, in the street name “North Franklin Road,” North is the directional prefix."
"SEC. 51A-9.301_2","(2)   DIRECTIONAL SUFFIX means an indicator of address location.  For example, in the address “137 Franklin Road W,” W is the directional suffix."
"SEC. 51A-9.301_3","(3)   FUNCTIONAL CLASSIFICATION means the systematic classification of roadways in categories according to their access and movement attributes.  Minor streets, residential and community collectors, minor and principal arterials, and freeways and expressways are functional classifications of roadways.  Minor streets usually provide access to individual lots.  Collector streets provide access between the minor streets and arterials.  Arterials link areas of the city and carry traffic to freeways and expressways, which primarily provide movement to locations throughout the region."
"SEC. 51A-9.301_4","(4)   HISTORIC STREET NAME means a street name that commemorates:"
"SEC. 51A-9.301_4_1","(A)   a person who significantly contributed to the cultural, economic, social, religious, or political heritage of the city;"
"SEC. 51A-9.301_4_2","(B)   a site or area where there occurred historic events which significantly contributed to the cultural, economic, social, religious, or political heritage of the city; or"
"SEC. 51A-9.301_4_3","(C)   a person or family founding or traditionally associated with the area where the street is located."
"SEC. 51A-9.301_5","(5)   LABEL means the portion of a street name that attaches a creative identity to a roadway.  For example, in the street name “Franklin Road,” Franklin is the label."
"SEC. 51A-9.301_6","(6)   Reserved."
"SEC. 51A-9.301_7","(7)   MAJOR ROADWAY means a roadway on the city’s thoroughfare plan."
"SEC. 51A-9.301_8","(8)   MINOR ROADWAY means a roadway not on the city’s thoroughfare plan."
"SEC. 51A-9.301_9","(9)   ROADWAY means any official vehicular course for travel, regardless of length or service characteristics."
"SEC. 51A-9.301_10","(10)   STREET NAME means the street label together with the street-type designation, but does not include a directional prefix or suffix.  For example, in the street identified as “North Franklin Road,” Franklin Road is the street name."
"SEC. 51A-9.301_11","(11)   TYPE means the portion of a street name that identifies the kind of roadway, but does not necessarily attach a functional classification.  For example, in the street name “Franklin Road,” Road is the type.  (Ord. Nos. 19832; 21186; 22224)"
"SEC. 51A-9.302","GENERAL PROVISIONS."
"SEC. 51A-9.302_1","(a)   Only public street names may be changed by the process contained in this division."
"SEC. 51A-9.302_2","(b)   A street name change application may be initiated only by:"
"SEC. 51A-9.302_2_1","(1)   an owner of property abutting the street;"
"SEC. 51A-9.302_2_2","(2)   the director of the department if necessary to address public safety concerns;"
"SEC. 51A-9.302_2_3","(3)   a city council member with concurrence by two other city council members; or"
"SEC. 51A-9.302_2_4","(4)   the city plan commission by majority vote."
"SEC. 51A-9.302_3","(c)   The definitions and standards in this division apply to both original street naming and street name changes.  Applicable procedures for assigning original street names are contained in Article VIII, “Plat Regulations.”  (Ord. Nos. 19832; 22224; 25047; 28073)"
"SEC. 51A-9.303","APPLICATION."
"SEC. 51A-9.303_1","An application for a street name change must be filed with the department on an application form furnished by that department.  The application must include the following:"
"SEC. 51A-9.303_1","(1)   The application fee.  The city council may waive the application fee if the city council finds that payment of the fee would result in substantial financial hardship to the applicant."
"SEC. 51A-9.303_2","(2)   A statement of the reasons supporting a street name change."
"SEC. 51A-9.303_3","(3)   The existing and proposed street names."
"SEC. 51A-9.303_4","(4)   The roadway’s status as a major roadway or a minor roadway."
"SEC. 51A-9.303_5","(5)   For all applications except those made by the director, a city council member, or the city plan commission, a petition indicating that at least 51 percent of the owners of all lots abutting the street favor the name change."
"SEC. 51A-9.303_6","(6)   A site plan showing the location of the street.  (Ord. Nos. 19832; 22224; 25047; 28073)"
"SEC. 51A-9.304","STANDARDS FOR STREET NAMES AND STREET NAME CHANGES."
"SEC. 51A-9.304_1","(a)   In general."
"SEC. 51A-9.304_1_1","(1)   A proposed label in a street name may not duplicate any existing label."
"SEC. 51A-9.304_1_2","(2)   A proposed street name may not be similar to an existing street name so that it creates confusion or an obstacle to the provision of emergency services."
"SEC. 51A-9.304_1_3","(3)   If all of the standards in this section are met, a roadway that extends into the city of Dallas from a contiguous municipality must adopt the street name given the street by the contiguous municipality."
"SEC. 51A-9.304_1_4","(4)   A street name that uniquely identifies a particular tract, tenant, or product name is prohibited."
"SEC. 51A-9.304_1_5","(5)   A street name may not contain more than 14 characters providing, however, that the street-type designation may be abbreviated to comply with this requirement."
"SEC. 51A-9.304_1_6","(6)   Hyphenated and apostrophied street names are prohibited."
"SEC. 51A-9.304_2","(b)   Number of names for a roadway."
"SEC. 51A-9.304_2_1","(1)   Except as provided in Paragraph (2), a roadway must have only one name."
"SEC. 51A-9.304_2_2","(2)   Different names must be given to the same roadway under the following conditions:"
"SEC. 51A-9.304_2_2_1","(A)   If a minor roadway deviates from its predominant course at a 90 degree angle for a distance of more than 300 feet, a different name must be used for the predominant course and for each portion of the roadway deviating from the predominant course."
"SEC. 51A-9.304_2_2_2","(B)   If two segments of a minor roadway are separated by an intervening land use that prohibits vehicular passage, and if future connections of the street segments through the use is unlikely, the segments of roadway on each side of the intervening use must have different names."
"SEC. 51A-9.304_2_2_3","(C)   If a street is interrupted and offsets more than 150 feet at a cross street, different names must be given to the offset street segments."
"SEC. 51A-9.304_3","(c)   Historic street names."
"SEC. 51A-9.304_3_1","(1)   A historic street name may not be changed."
"SEC. 51A-9.304_3_2","(2)   A street name commemorating a person or a historic site or area is prohibited until at least two years after the death of the person to be honored or the occurrence of the event to be commemorated."
"SEC. 51A-9.304_4","(d)   Street type and label designation."
"SEC. 51A-9.304_4_1","(1)   A street name may not contain more than one street-type designation.  For example, the street name “John Doe Place Road” is not permitted."
"SEC. 51A-9.304_4_2","(2)   The designation of the street type must be based upon the features of the roadway, such as the traffic volumes carried by the roadway, its physical design and construction characteristics, and its role in the surrounding street network."
"SEC. 51A-9.304_4_3","(3)   No street name may have more than two labels before the street-type designation."
"SEC. 51A-9.304_5","(e)   Directional prefix and suffix."
"SEC. 51A-9.304_5_1","(1)   A directional prefix is permitted only when the roadway intersects one of the official baselines used by the city."
"SEC. 51A-9.304_5_2","(2)   A directional suffix is permitted as an indicator for address location."
"SEC. 51A-9.304_6","(f)   Guidelines."
"SEC. 51A-9.304_6_1","(1)   A street name may be based upon physical, political, or historic features of the area."
"SEC. 51A-9.304_6_2","(2)   The name of a subdivision and names thematically related to the name of a subdivision may be given to a street within the subdivision."
"SEC. 51A-9.304_7","(g)   Waiver.  The city council, by a three-fourths vote of its members, may waive any of the standards contained in this section when waiver would be in the public interest and would not impair the public health, safety, or welfare.  (Ord. Nos. 19832; 23407)"
"SEC. 51A-9.305","REVIEW OF APPLICATION."
"SEC. 51A-9.305_1","(a)   Within 10 working days after receipt of a complete application for a street name change, the subdivision administrator shall request comment regarding the potential impacts of the name change on the operations of the following city departments and other affected entities:"
"SEC. 51A-9.305_1_1","(1)   Department of transportation."
"SEC. 51A-9.305_1_2","(2)   Department of public works."
"SEC. 51A-9.305_1_3","(3)   Office of budget."
"SEC. 51A-9.305_1_4","(4)   Fire-rescue department."
"SEC. 51A-9.305_1_5","(5)   Department of sustainable development and construction."
"SEC. 51A-9.305_1_6","(6)   Police department."
"SEC. 51A-9.305_1_7","(7)   Water utilities department."
"SEC. 51A-9.305_1_8","(8)   Department of sanitation services."
"SEC. 51A-9.305_1_9","(9)   Department of code compliance."
"SEC. 51A-9.305_1_10","(10)   Contiguous municipalities if any property abutting the street is within the contiguous municipality."
"SEC. 51A-9.305_1_11","(11)   Dallas County Historical Commission."
"SEC. 51A-9.305_1_12","(12)   TXU Electric, or its successor."
"SEC. 51A-9.305_1_13","(13)   TXU Gas, or its successor."
"SEC. 51A-9.305_1_14","(14)   Southwestern Bell Telephone Company, or its successor."
"SEC. 51A-9.305_1_15","(15)   U.S. Postal Service."
"SEC. 51A-9.305_2","(b)   The subdivision administrator shall formulate a recommendation on the proposed street name change based upon his own review of the application, the standards in Section 51A-9.304, and the comments received from those listed in Subsection (a). The subdivision administrator shall set a date for review of the application before the subdivision review committee of the city plan commission."
"SEC. 51A-9.305_3","(c)   Notice of the public hearing before the subdivision review committee must be advertised in the official newspaper of the city no fewer than 15 days before the date of the hearing. The subdivision administrator must also send written notice of the public hearing to abutting property owners as ownership appears on the last approved ad valorem tax roll no fewer than 15 days before the date of the hearing. Notification signs must be posted along the street for no fewer than 15 days before the date of the hearing."
"SEC. 51A-9.305_4","(d)   The subdivision review committee shall formulate a recommendation based upon their review of the application, the standards contained in Section 51A-9.304, and the recommendation of the subdivision administrator.  (Ord. Nos. 19832; 22026; 23694; 24410; 24843; 25047; 27204; 28073; 28424; 30239; 30654)"
"SEC. 51A-9.306","HEARING BEFORE THE CITY PLAN COMMISSION."
"SEC. 51A-9.306_1","(a)   After review of the application by the subdivision review committee, the subdivision administrator shall set the application for hearing by the city plan commission."
"SEC. 51A-9.306_2","(b)   Notice of the public hearing before the city plan commission must be advertised in the official newspaper of the city no fewer than 30 days before the date of the hearing. The subdivision administrator must also send written notice of the public hearing to abutting property owners as ownership appears on the last approved ad valorem tax roll no fewer than 30 days before the date of the hearing. Notification signs must be posted along the street for no fewer than 30 days before the date of the hearing."
"SEC. 51A-9.306_3","(c)   The city plan commission shall make a recommendation to the city council of either approval or denial of the application based upon the testimony presented at the public hearing, the recommendations of the subdivision review committee and the subdivision administrator, and the standards contained in Section 51A-9.304.  (Ord. Nos. 19832; 22224; 27204)"
"SEC. 51A-9.307","HEARING BEFORE THE CITY COUNCIL."
"SEC. 51A-9.307_1","(a)   If the city plan commission recommends denial of a street name change, the action of the city plan commission is final unless the applicant files a request for appeal to the city council within 10 days of the hearing at which the action was taken. The request for appeal must be in writing and must be submitted to the subdivision administrator."
"SEC. 51A-9.307_2","(b)   The subdivision administrator shall schedule a city council hearing on all applications for street name change in which the commission recommends approval, and in all applications in which the commission recommends denial if an appeal is requested in accordance with this section."
"SEC. 51A-9.307_3","(c)   Notice of the public hearing before the city council must be advertised in the official newspaper of the city no fewer than 15 days before the date of the hearing. The subdivision administrator must also send written notice of the public hearing to abutting property owners as ownership appears on the last approved ad valorem tax roll no fewer than 15 days before the date of the hearing. Notification signs must be posted along the street for no fewer than 15 days before the date of the hearing."
"SEC. 51A-9.307_4","(d)   The favorable vote of three-fourths of all members of the city council is required if:"
"SEC. 51A-9.307_4_1","(1)   the street name change has been recommended for denial by the city plan commission; or"
"SEC. 51A-9.307_4_2","(2)   a written protest against the street name change has been signed by the owners of 20 percent of all lots abutting the street."
"SEC. 51A-9.307_5","(e)   The city council shall either approve or deny the application based upon the testimony presented at the public hearing, the recommendations of the city plan commission, the subdivision review committee, and the subdivision administrator, and the standards contained in Section 51A-9.304.  (Ord. Nos. 19832; 20037; 22224; 27204)"
"SEC. 51A-9.308","NOTIFICATION OF NAME CHANGE."
"SEC. 51A-9.308_1","If the request for a name change is approved by the city council, the city secretary shall notify those listed in Section 51A-9.305 and others requesting notification of the name change. The subdivision administrator shall send written notice of the city council’s action to abutting property owners.  (Ord. 19832)"
"SEC. 51A-9.309","EFFECTIVE DATE OF NAME CHANGE."
"SEC. 51A-9.309_1","Providing that all required fees have been paid by the applicant, a name change approved by the city council takes effect 60 days after the date of its approval unless city council sets a later effective date.  (Ord. Nos. 19832; 27204)"
"SEC. 51A-9.401","SEC.  51A-9.401.   APPLICATION."
"SEC. 51A-9.401_1","(a)   Prerequisites for accepting an application.  An application for installation or removal of four-way/all-way stop controls at residential intersections must be filed with the traffic engineer. The traffic engineer shall not accept an application unless it has the support of at least two-thirds of the owners or tenants residing within 900 feet of the intersection at issue."
"SEC. 51A-9.401_2","(b)   Calculation of votes.  The following rules apply for purposes of calculating the extent to which an application has the support of owners or tenants:"
"SEC. 51A-9.401_2_1","(1)   Lots containing no more than four dwelling units receive one application vote per unit."
"SEC. 51A-9.401_2_2","(2)   Lots containing more than four dwelling units receive no votes unless the application is signed by the owner or property manager, in which case the lot is allocated a number of application votes based on the following formula:"
"SEC. 51A-9.401_2_2_1","Number of votes = Length of street frontage of the lot containing the dwelling units (in feet) divided by the average single family lot width (in feet) in the area within 900 feet of the intersection at issue."
"SEC. 51A-9.401_3","(c)   Owner or manager of a residential building may sign application.  The owner or manager of a residential building may sign the application on behalf of the tenants.  (Ord. Nos. 24177; 28424)"
"SEC. 51A-9.402","STANDARDS OF REVIEW."
"SEC. 51A-9.402_1","(a)   Standards for installation.  The traffic engineer shall grant applications to install four-way/all-way stop controls at the intersection of two or more streets if an applicant shows that:"
"SEC. 51A-9.402_1_1","(1)   the intersecting streets are residential;"
"SEC. 51A-9.402_1_2","(2)   the intersecting streets are local;"
"SEC. 51A-9.402_1_3","(3)   the subject street is not a fire-rescue department emergency response route;"
"SEC. 51A-9.402_1_4","(4)   the subject street is used by less than 6,000 vehicles per day; and"
"SEC. 51A-9.402_1_5","(5)   it is in the public interest to grant the application."
"SEC. 51A-9.402_2","(b)   Standard for removal. The traffic engineer shall grant applications to remove four-way/all-way stop controls installed pursuant to this section if an applicant shows that it is in the public interest to grant the application."
"SEC. 51A-9.402_3","(c)   Notice required.  The traffic engineer shall send written notice of his or her decision approving or denying the application to the applicant within 10 days of the date of the decision. Notice is given by depositing the notice properly addressed and postage paid in the United States mail.  (Ord. Nos. 24177; 28424)"
"SEC. 51A-9.403","SEC.  51A-9.403.   APPEALS."
"SEC. 51A-9.403_1","(a)   Appeal to the city plan commission.  An applicant who is dissatisfied with the decision of the traffic engineer may appeal that decision to the city plan commission.  A written notice of appeal must be signed by the applicant or its legal representative and filed with the traffic engineer within 30 days of the date that notice of the traffic engineer’s decision is given."
"SEC. 51A-9.403_2","(b)   Public hearing before the commission; notice requirements.  The city plan commission shall hold a public hearing to allow interested parties to express their views regarding the appeal. The traffic engineer shall give notice of the public hearing in a newspaper of general circulation in the city at least 10 days before the hearing. In addition, the traffic engineer shall send written notice of the hearing to all owners of real property lying within 900 feet of the intersection at issue. The notice must be given not less than 10 days before the date set for the hearing by depositing the notice properly addressed and postage paid in the United States mail to the property owners as evidenced by the last approved city tax roll."
"SEC. 51A-9.403_3","(c)   Decision of the commission.  The city plan commission may reverse or affirm, in whole or in part, or modify the decision of the traffic engineer based upon testimony presented at the public hearing, technical information provided by city staff, and the standards contained in this division. The decision of the commission shall be final unless the applicant files a notice of appeal to the city council in accordance with this section."
"SEC. 51A-9.403_4","(d)   Appeal to the city council.  An applicant who is dissatisfied with the decision of the city plan commission may appeal that decision to the city council. A written notice of appeal must be signed by the applicant or its legal representative and filed with the traffic engineer within 30 days of the commission’s decision."
"SEC. 51A-9.403_5","(e)   Public hearing before the city council; notice requirements.  The city council shall hold a public hearing to allow interested parties to express their views regarding the appeal. The traffic engineer shall give notice of the public hearing in a newspaper of general circulation in the city at least 15 days before the hearing. In addition, the traffic engineer shall send written notice of the hearing to all owners of real property lying within 900 feet of the intersection at issue. The notice must be given not less than 10 days before the date set for the hearing by depositing the notice properly addressed and postage paid in the United States mail to the property owners as evidenced by the last approved city tax roll."
"SEC. 51A-9.403_6","(f)   Decision of the city council.  The city council may reverse or affirm, in whole or in part, or modify the decision of the city plan commission based upon testimony presented at the public hearing, technical information provided by city staff, and the standards contained in this division. The favorable vote of two-thirds of all members of the city council is required to grant an application that has been recommended for denial by the commission.  (Ord. Nos. 24177; 28424)"
"SEC. 51A-9.501","PURPOSE."
"SEC. 51A-9.501_1","The purpose of this division is to commemorate individuals who have made significant contributions to the community, but without causing any disruption of the existing street names and abutting uses.  (Ord. 31040)"
"SEC. 51A-9.502","GENERAL PROVISIONS."
"SEC. 51A-9.502_1","(a)   Only public streets may be granted ceremonial street naming by the process contained in this division."
"SEC. 51A-9.502_2","(b)   A ceremonial street naming application may only be initiated by:"
"SEC. 51A-9.502_2_1","(1)   an owner of property abutting the portion of the street to receive the ceremonial street naming if the property owner submits a petition showing 51 percent of the owners of all abutting lots of that portion of the street are in support of the ceremonial street name; or"
"SEC. 51A-9.502_2_2","(2)   a city council member with concurrence of two other council members."
"SEC. 51A-9.502_3","(c)   Ceremonial street names must be a person's name.  (Ord. 31040)"
"SEC. 51A-9.503","PROCESS."
"SEC. 51A-9.503_1","(a)   Application. An application for a ceremonial street naming must be filed with the department on an application form furnished by the director.  The application must include the following:"
"SEC. 51A-9.503_1_1","(1)   The application fee for an owner initiated ceremonial street naming."
"SEC. 51A-9.503_1_2","(2)   A statement of the reasons supporting a ceremonial street naming including a showing that the prospective honoree had a minimum of 10 years community involvement and demonstrated an extraordinary and consistent voluntary commitment and dedication to the community, or has contributed significantly to City of Dallas."
"SEC. 51A-9.503_1_3","(3)   A map showing the location of the street and the portion of the street receiving the ceremonial street name."
"SEC. 51A-9.503_2","(b)   Notice."
"SEC. 51A-9.503_2_1","(1)   Prior to the public hearing before the city council, the director shall give notice of the public hearing in the official newspaper of the city at least 15 days before the hearing."
"SEC. 51A-9.503_2_2","(2)   Notice of the public hearing must be given to the abutting property owners not less than 15 days before the date set for the hearing by depositing the notice properly addressed and postage paid in the United States mail to the property owners as evidenced by the last approved tax roll.  This notice must be written in English and Spanish if the area of request is located wholly or partly within a census tract in which 50 percent or more of the inhabitants are persons of Spanish origin or descent according to the most recent federal decennial census."
"SEC. 51A-9.503_2_3","(3)   Required notification signs must be posted along the street at least 15 days before the date of the hearing."
"SEC. 51A-9.503_3","(c)   Public hearing.  The city council may approve the application based on the testimony presented at the public hearing and a determination that the application meets the ceremonial street naming criteria standards.  The application may be approved by a majority vote of the members present, except the favorable vote of three-fourths of all members of the city council is required if a written protest against the ceremonial street naming has been signed by 20 percent of all abutting property owners."
"SEC. 51A-9.503_4","(d)   Early removal.  The same application, notice, and hearing process must be followed to remove a ceremonial street name.  (Ord. 31040 )"
"SEC. 51A-9.504","STANDARDS FOR CEREMONIAL STREET NAMING."
"SEC. 51A-9.504_1","(a)   In general."
"SEC. 51A-9.504_1_1","(1)   Except as provided in this subsection:"
"SEC. 51A-9.504_1_1_1","(A)   Prospective honorees must have had a minimum of 10 years community involvement and demonstrated an extraordinary and consistent voluntary commitment and dedication to the community, or have contributed significantly to the City of Dallas."
"SEC. 51A-9.504_1_1_2","(B)   Use of a ceremonial street naming is prohibited until at least two years after the death of the person to be honored."
"SEC. 51A-9.504_1_1_3","(C)   Individuals who have already been honored on one street, whether ceremonial or official, may not be honored on another street."
"SEC. 51A-9.504_1_2","(2)   The standards in this subsection may be waived by a three quarters vote of the city council."
"SEC. 51A-9.504_2","(b)   Additional standards."
"SEC. 51A-9.504_2_1","(1)   Ceremonial street naming cannot contain a product name or be used for a commercial purpose."
"SEC. 51A-9.504_2_2","(2)   Ceremonial street naming must be a person's name."
"SEC. 51A-9.504_2_3","(3)   A ceremonial street naming sign topper must have ""In Honor of"" as the top line."
"SEC. 51A-9.504_2_4","(4)   No portion of a street may have more than one ceremonial street name.  (Ord. 31040)"
"SEC. 51A-9.505","NOTIFICATION OF CEREMONIAL STREET NAMING."
"SEC. 51A-9.505_1","If the request for a ceremonial street naming is approved by the city council, the subdivision administrator shall send written notice of the city council's action to abutting property owners.  (Ord. 31040)"
"SEC. 51A-9.506","EFFECTIVE DATE OF CEREMONIAL STREET NAME AND END DATE."
"SEC. 51A-9.506_1","Providing that all required fees have been paid by the applicant, a ceremonial street name approved by the city council takes effect 60 days after the date of its approval unless city council sets a later effective date.  The ceremonial street name ends 10 years after the effective date.  (Ord. 31040)"
"SEC. 51A-9.507","INSTALLATION AND REPLACEMENT."
"SEC. 51A-9.507_1","(a)   Installation. The director of the transportation department is responsible for the fabrication and installation of the ceremonial street name toppers."
"SEC. 51A-9.507_2","(b)   Removal. The department is not responsible for replacing ceremonial street naming toppers due to vandalism, theft, and normal wear and tear.  The department may remove any ceremonial street name topper that has become unsightly without replacing it.  (Ord. 31040 )"
