Structure, Text
"SEC. 51A-5.101_1_16","(16)   FLOODWAY (OR REGULATORY FLOODWAY) means the channel of a river or other watercourse and the adjacent land areas that must be reserved in order to discharge the design flood without cumulatively increasing the water surface elevation or to discharge more than a designated height or rate."
"SEC. 51A-5.101_1_17","(17)   HUNDRED  YEAR  FREQUENCY FLOOD (100 year flood) means the flood having a one percent chance of being equalled or exceeded in any given year. The 100 year flood in Dallas is based upon fully developed land uses within the watershed as defined by the current zoning designation."
"SEC. 51A-5.101_1_17_1","(17.1)   INTERIOR DRAINAGE AREAS mean the geographical areas that act as a watershed for the sumps."
"SEC. 51A-5.101_1_18","(18)   LEVEE means a manmade structure (usually an earthen embankment) designed and constructed in accordance with sound engineering practices to contain, control, or divert the flow of water for protection from temporary flooding."
"SEC. 51A-5.101_1_19","(19)   LEVEE  SYSTEM  means a flood protection system consisting of a levee or levees and associated structures such as closure and drainage devices constructed and operated in accordance with sound engineering practices."
"SEC. 51A-5.101_1_20","(20)   LOWEST FLOOR means the lowest floor of the lowest enclosed area of a building (including its basement). An unfinished or flood resistant enclosure that is useable solely for parking of vehicles, building access, or storage in an area other than a basement area, is not considered a building’s lowest floor."
"SEC. 51A-5.101_1_21","(21)   MANUFACTURED HOME means a structure, transportable in one or more sections, which is built on a permanent chassis and designed for use with or without a permanent foundation when connected to the required utilities. In this article only, the term “manufactured home” includes park trailers, travel trailers, and similar vehicles placed on a site for more than 180 consecutive days, but does not include recreational vehicles."
"SEC. 51A-5.101_1_22","(22)   MANUFACTURED HOME PARK OR SUBDIVISION means a parcel (or contiguous parcels) of land divided into two or more manufactured home lots for rent or sale."
"SEC. 51A-5.101_1_23","(23)   NATIONAL FLOOD INSURANCE PROGRAM (NFIP) means the federal program administered by FEMA which enables property owners to purchase flood insurance against damage to or loss of property resulting from a flood."
"SEC. 51A-5.101_1_24","(24)   POOL-RIFFLE SEQUENCES mean the alternating deep and shallow flow conditions caused by a moving, nonuniform channel grade."
"SEC. 51A-5.101_1_25","(25)   SEEP means a location where natural groundwater makes its way in a non-continuous flow to the surface, creating a wet soil condition."
"SEC. 51A-5.101_1_26","(26)   SPECIAL EXCEPTION means a grant of relief to a property owner permitting reconstruction in a manner otherwise prohibited by this division."
"SEC. 51A-5.101_1_27","(27)   STANDARD PROJECT FLOOD means the flood caused by the most severe combination of meteorological and hydrological conditions reasonably characteristic of the region. The standard project flood is defined by the U.S. Army Corps of Engineers for use in major flood control projects."
"SEC. 51A-5.101_1_28","(28)   STRUCTURE means, for purposes of this division, a walled and roofed building, including a gas or liquid storage tank, that is principally above ground, as well as a manufactured home."
"SEC. 51A-5.101_1_29","(29)   SUBSTANTIAL DAMAGE means damage of any origin sustained by a structure whereby the cost of restoring the structure to its before damaged condition would equal or exceed 50 percent of the market value of the structure before the damage occurred."
"SEC. 51A-5.101_1_30","(30)   SUBSTANTIAL IMPROVEMENT means any reconstruction, rehabilitation, addition, or other improvement of a structure, the cost of which equals or exceeds 50 percent of the market or tax appraisal value of the structure, whichever is greater, as determined by an independent appraiser or the last official City tax roll, either before the improvement or repair is started, or, if the structure has been damaged and is being restored, before the damage occurred. For the purpose of this definition “substantial improvement” occurs when the first alteration of any wall, ceiling, floor, or other structural part of the building commences, whether or not that alteration affects the external dimensions of the structure. The term does not, however, include any project for improvement of a structure for the sole purpose of complying with federal, state, or local health, sanitary, or safety code specifications which have been identified by the local code enforcement official as necessary to assure safe living conditions, or any alteration of a structure listed on the National Register of Historic Places or a state inventory of historic places."
"SEC. 51A-5.101_1_31","(31)   SUMPS mean drainage features of levee systems that temporarily store storm water runoff before it is conveyed to a river system by pumping over or draining through a levee."
"SEC. 51A-5.101_1_32","(32)   SWALES mean low lying areas in the flood plain that convey flood waters when flow exceeds channel capacity."
"SEC. 51A-5.101_1_33","(33)   VALLEY STORAGE means the measure of a stream’s ability to store water as it moves downstream."
"SEC. 51A-5.101_1_34","(34)   VARIANCE means a grant of relief by a community from the terms of a flood plain management regulation."
"SEC. 51A-5.101_1_35","(35)   WATER SURFACE ELEVATION means the height, in relation to the North American Vertical Datum (NAVD) of 1988, of floods of various magnitudes and frequencies in the flood plain."
"SEC. 51A-5.101_2","(b)   Interpretations.   The intent of this ordinance is to equal or exceed the minimum federal criteria for participation in the National Flood Insurance Program, located in 44 Code of Federal Regulations, Chapter I, Part 60.3(d).  (Ord. Nos. 19455; 19786; 20360; 24085; 27318; 27572; 27697; 27893; 30994 )"
"SEC. 51A-5.102","DESIGNATION OR REMOVAL OF FP AREAS."
"SEC. 51A-5.102_1","(a)   In general."
"SEC. 51A-5.102_1_1","(1)   A floodplain designation is not a zoning classification, but refers to a specific area subject to flooding."
"SEC. 51A-5.102_1_2","(2)   When this designation is noted by an ""FP"" prefix on the official zoning district map, the area designated is referred to in this article as an FP area."
"SEC. 51A-5.102_1_3","(3)   FP areas include those areas:"
"SEC. 51A-5.102_1_3_1","(A)   identified as special flood hazards by FEMA in the:"
"SEC. 51A-5.102_1_3_1_1","(i)   current scientific and engineering report entitled, ""The Flood Insurance Study (FIS) for Dallas County,"" dated March 21, 2019, with accompanying Flood Insurance Rate Maps and/or Flood Boundary-Floodway Maps (FIRM and/or FBFM) dated March 21, 2019, and any revisions thereto are hereby adopted by reference and declared to be a part of this paragraph,"
"SEC. 51A-5.102_1_3_1_2","(ii)   current scientific and engineering report entitled, ""The Flood Insurance Study (FIS) for Rockwall County,"" dated September 26, 2008, with accompanying Flood Insurance Rate Maps and/or Flood Boundary-Floodway Maps (FIRM and/or FBFM) dated September 26, 2008, and any revisions thereto are hereby adopted by reference and declared to be a part of this paragraph,"
"SEC. 51A-5.102_1_3_1_3","(iii)   current scientific and engineering report entitled, ""The Flood Insurance Study (FIS) for Collin County,"" dated June 7, 2017, with accompanying Flood Insurance Rate Maps and/or Flood Boundary-Floodway Maps (FIRM and/or FBFM) dated June 7, 2017, and any revisions thereto are hereby adopted by reference and declared to be a part of this paragraph,"
"SEC. 51A-5.102_1_3_1_4","(iv)   current scientific and engineering report entitled, ""The Flood Insurance Study (FIS) for Denton County,"" dated April 18, 2011, with accompanying Flood Insurance Rate Maps and/or Flood Boundary-Floodway Maps (FIRM and/or FBFM) dated April 18, 2011, and any revisions thereto are hereby adopted by reference and declared to be a part of this paragraph, or"
"SEC. 51A-5.102_1_3_1_5","(v)   current scientific and engineering report entitled, ""The Flood Insurance Study (FIS) for Kaufman County,"" dated July 3, 2012, with accompanying Flood Insurance Rate Maps and/or Flood Boundary-Floodway Maps (FIRM and/or FBFM) dated July 3, 2012, and any revisions thereto are hereby adopted by reference and declared to be a part of this paragraph, and"
"SEC. 51A-5.102_1_3_2","(B)   other areas that the director of Dallas Water Utilities has identified as flood risk areas."
"SEC. 51A-5.102_2","(b)   Initiation.  The addition to or removal from the official zoning district map of an FP prefix may be initiated in the following ways:"
"SEC. 51A-5.102_2_1","(1)   An owner of property located within an FP area may apply for the review of an FP designation based upon evidence of a mapping error provided by the owner."
"SEC. 51A-5.102_2_2","(2)   The director of water utilities may, upon his or her own initiative, review the status of an FP designation."
"SEC. 51A-5.102_2_3","(3)   An owner of property located within an FP area may apply for a fill permit and removal of the FP prefix by following the procedure outlined in Section 51A-5.105."
"SEC. 51A-5.102_3","(c)   Engineering studies. Hydraulic and hydrologic engineering studies or a field survey must support any changes to an FP designation.  The director may require core borings as part of his or her investigations under this subsection."
"SEC. 51A-5.102_4","(d)   Decision on designation. The director of water utilities shall make a final decision on whether to add or remove an FP prefix on the official zoning district map only after the director determines that engineering studies support the change in the FP designation."
"SEC. 51A-5.102_5","(e)   Zoning map revision. The director of water utilities must notify the director of sustainable development and construction in writing that an FP prefix is to be removed from or added to the official zoning district map.  The written notification must contain a description of the property affected and the reasons why the FP prefix is being changed.  The director of water utilities shall keep a copy of the notification in a permanent file and send a copy of the notification to the city secretary, who shall keep the copy in a permanent file."
"SEC. 51A-5.102_6","(f)   Letter of Map Revision (LOMR). A letter of map revision from FEMA is required for removal of an FP prefix from the official zoning map if the area is designated as a flood hazard area on the FIRM.  (Ord. Nos. 19455; 19786; 21299; 22920; 24085; 25047; 25716; 27318; 27551; 27697; 27893; 28164; 28671; 29359; 30481; 30994 ; 31109)"
"SEC. 51A-5.103","COMPLIANCE IN UNDESIGNATED FLOOD PLAIN AREAS."
"SEC. 51A-5.103_1","(a)   A person shall comply with the requirements of this article for FP areas before developing land within the design flood line of a creek or stream having a contributing drainage area of 130 acres or more, even if the land has not been formally designated as an FP area."
"SEC. 51A-5.103_2","(b)   Alterations of the natural flood plain in areas with less than 130 acres must be approved by the director of water utilities for compliance with the Dallas Development Code and city drainage standards.  (Ord. Nos. 19455; 19786; 24085; 27697; 30994)"
"SEC. 51A-5.103.1","VEGETATION ALTERATION IN FLOOD PLAIN PROHIBITED."
"SEC. 51A-5.103.1_1","(a)   A person commits an offense if he removes or injures any vegetation within a flood plain."
"SEC. 51A-5.103.1_2","(b)   It is a defense to prosecution under Subsection (a) if the act is:"
"SEC. 51A-5.103.1_2_1","(1)   authorized in advance in writing by the director of water utilities;"
"SEC. 51A-5.103.1_2_2","(2)   in conformance with a landscape plan approved by the director of water utilities;"
"SEC. 51A-5.103.1_2_3","(3)   routine maintenance of vegetation such as trimming or cutting designed to maintain the healthy or attractive growth of the vegetation; or"
"SEC. 51A-5.103.1_2_4","(4)   routine maintenance performed, required, or authorized by the city in order to maintain the floodwater conveyance capacity of the flood plain."
"SEC. 51A-5.103.1_2_4_1","(Ord. Nos. 19455; 19786; 24085; 27697; 30994)"
"SEC. 51A-5.104","USES AND IMPROVEMENTS PERMITTED."
"SEC. 51A-5.104_1","(a)   Uses permitted.  To allow for the appropriate development of land which is subject to flooding without unduly endangering life and property, the following uses are permitted in an FP area provided they are permitted in the underlying zoning district and comply with the requirements of Section 51A-5.105(g) and all applicable elevation requirements of the Federal Emergency Management Agency:"
"SEC. 51A-5.104_1_1","(1)   Farm or ranch."
"SEC. 51A-5.104_1_2","(2)   Utility services, electrical substation, detention basin, water reservoir or pumping station, and water treatment plant."
"SEC. 51A-5.104_1_3","(3)   Sanitary landfill and refuse transfer station."
"SEC. 51A-5.104_1_4","(4)   Public park or playground, private recreation club or area, private community center, and golf course."
"SEC. 51A-5.104_1_5","(5)   Outside commercial amusement approved by specific use permit."
"SEC. 51A-5.104_1_6","(6)   Helistop approved by specific use permit."
"SEC. 51A-5.104_1_7","(7)   Radio, television, or microwave tower, and amateur communications tower."
"SEC. 51A-5.104_2","(b)   Improvements permitted."
"SEC. 51A-5.104_2_1","(1)   Structures. A structure customarily associated with a use listed in Subsection (a) may be constructed within an FP area only if the director of water utilities determines that the proposed structure meets the same engineering requirements applicable to filing in Section 51A-5.105 (g) and issues a flood plain alteration permit."
"SEC. 51A-5.104_2_2","(2)   Improvements.  The owner of a structure in an FP area shall not make any improvements to the structure without first obtaining approval from the director of water utilities.  The director of water utilities may approve proposed improvements if the cumulative value of all improvements for the previous ten years is less than 50 percent of the market or tax appraisal value of improvements on the property, whichever is greater.  No substantial improvements are permitted. Any improvement must comply with the requirements of Section 51A-5.105 (g)."
"SEC. 51A-5.104_2_3","(3)   Completion of vested structures. The building official shall not withhold a final inspection or certificate of occupancy for a structure in an FP area if building permits for the structure were issued by the building official before FEMA's FIRM becomes effective designating such areas as AA or AE, and the structure otherwise complies with all applicable requirements."
"SEC. 51A-5.104_2_4","(4)   Board of adjustment. The board of adjustment may grant a special exception to allow the reconstruction of a structure in an FP area upon a showing of good and sufficient cause, a determination that failure to all the reconstruction would result in exceptional hardship to the property owner, and a determination that the reconstruction will not result in increased flood heights, additional threats to public safety, extraordinary public expense, create nuisances, cause fraud on or victimization of the public, or conflict with other laws.  The board may not grant a special exception to authorize reconstruction within any designated floodway if any increase in flood levels during the base flood discharge would result.  Any special exception granted must be the minimum necessary, considering the flood hazard, to afford relief.  The reconstruction of a structure in an FP area may not increase the lot coverage of the structure."
"SEC. 51A-5.104_2_4_1","(A)   The director of water utilities shall notify in writing the owner of a structure in an FP area that:"
"SEC. 51A-5.104_2_4_1_1","(i)   the granting of a special exception to reconstruct the structure below the base flood level will result in increased premium rates for flood insurance that will commensurate with the increased risk; and"
"SEC. 51A-5.104_2_4_1_2","(ii)   the construction below the base flood level increases risks to life and property.  The notification letter must be maintained with the record of the board's action."
"SEC. 51A-5.104_2_4_2","(B)   The FP administrator shall maintain a record of all actions involving applications for special exceptions and shall report special exceptions to FEMA upon request."
"SEC. 51A-5.104_2_5","(5)   Parking."
"SEC. 51A-5.104_2_5_1","(A)   Surface parking. All surface parking spaces must be constructed at a minimum elevation of two feet above the design flood elevation."
"SEC. 51A-5.104_2_5_2","(B)   Underground parking garages. The entrance elevation and any openings on underground parking garages constructed within or adjacent to a flood prone area may not be lower than two feet above the design flood elevation."
"SEC. 51A-5.104_2_5_3","(C)   Elm Fork, West Fork, and Trinity River flood plain. The minimum elevation requirements do not apply to parking in the flood plain of Elm Fork, West Fork, and main stem of the Trinity River."
"SEC. 51A-5.104_2_5_4","(D)   Storage in the flood plain prohibited."
"SEC. 51A-5.104_2_5_4_1","(i)   A person shall not place, store, or maintain a shipping container, trailer, boat, inoperable vehicle, or construction equipment in the flood plain.  For purposes of this paragraph, the term ""vehicle"" includes but is not limited to automobiles, buses, and recreational vehicles.  It is a defense to prosecution that the placement, storage, or maintenance of shipping containers, trailers, boats, inoperable vehicles, or construction equipment is otherwise permitted by or in connection with a valid federal, state, county, or city permit, or is otherwise authorized by those entities."
"SEC. 51A-5.104_2_5_4_2","(ii)   The director of water utilities shall give written notice and allow persons in violation of Subparagraph (i) a period of 180 days to come into compliance."
"SEC. 51A-5.104_2_6","(6)   Manufactured homes.  Manufactured homes may not be placed in manufactured home parks, courts, or subdivisions within flood plain areas unless all of the following requirements are met:"
"SEC. 51A-5.104_2_6_1","(A)   No manufactured home may be placed within a floodway."
"SEC. 51A-5.104_2_6_2","(B)   The manufactured home park, court, or subdivision where the manufactured home is to be placed must have been an existing development prior to March 16, 1983, the effective date of the original City of Dallas Flood Insurance Rate Map."
"SEC. 51A-5.104_2_6_3","(C)   All manufactured homes to be placed within a flood plain area in accordance with Subparagraph (B) must be installed using methods and practices that minimize flood damage."
"SEC. 51A-5.104_2_6_4","(D)   The lowest floor of a manufactured home must be elevated one foot above the design flood elevation, and the home must be anchored to resist flotation, collapse, or lateral movement.  An acceptable method of anchoring includes but is not limited to the use of over-the-top frame ties to ground anchors.  Applicable state anchoring requirements for resisting wind forces must be met.  A registered land surveyor shall submit a certification to the director of water utilities stating that elevation requirements are satisfied."
"SEC. 51A-5.104_2_6_5","(E)   The manufactured home's chassis must be supported by reinforced piers or other foundation elements that are less than 36 inches in height above grade.  The chassis must be securely anchored to a foundation system to resist flotation, collapse, and lateral movement."
"SEC. 51A-5.104_2_6_6","(F)   Enclosure of areas below the lowest floor of a manufactured home placed within an FP area must be designed to automatically equalize hydrostatic floor forces on exterior walls by allowing for the entry and exit of flood water.  Designs for meeting this requirement must be certified by a licensed professional engineer and satisfy the following criteria:"
"SEC. 51A-5.104_2_6_6_1","(i)   At least two openings must be provided which have a total net area of not less than one square inch for every square foot of enclosed area subject to flooding."
"SEC. 51A-5.104_2_6_6_2","(ii)   The bottom of all openings must be no higher than one foot above grade.  Openings may be equipped with screens, louvers, valves, or other coverings or devices provided that they permit the automatic entry and exit of floodwater."
"SEC. 51A-5.104_3","(c)   Construction standards.  All improvements and construction permitted in an FP area must comply with the following requirements:"
"SEC. 51A-5.104_3_1","(1)   Structures must be:"
"SEC. 51A-5.104_3_1_1","(A)   securely anchored to the foundation and otherwise designed to prevent flotation and collapse during inundation; and"
"SEC. 51A-5.104_3_1_2","(B)   designed to prevent damage to nonstructural elements during inundation."
"SEC. 51A-5.104_3_2","(2)   Thermal insulation used below the first floor level must be of a type that does not absorb water."
"SEC. 51A-5.104_3_3","(3)   Adhesives must have a bonding strength that is unaffected by inundation."
"SEC. 51A-5.104_3_4","(4)   Doors and all wood trim must be sealed with a water-proof paint or similar product."
"SEC. 51A-5.104_3_5","(5)   Electrical, heating, ventilation, plumbing, air-conditioning equipment, and other service facilities must be designed and located to prevent water from entering or accumulating in the components during flooding."
"SEC. 51A-5.104_3_6","(6)   Basements."
"SEC. 51A-5.104_3_6_1","(A)   Basements are permitted only in nonresidential construction and only if they are designed to preclude inundation by the design flood level, either by:"
"SEC. 51A-5.104_3_6_1_1","(i)   locating any exterior opening at least three feet above the level of the design flood elevation; or"
"SEC. 51A-5.104_3_6_1_2","(ii)   using water-tight closures, such as bulkheads and flood shields."
"SEC. 51A-5.104_3_6_2","(B)   All basements must be constructed so that any enclosure area, including utilities and sanitary facilities below the flood-proofed design level, is watertight with impermeable walls."
"SEC. 51A-5.104_3_6_3","(C)   Basement walls must be built with the capacity to resist hydrostatic and hydrodynamic loads and the effects of buoyancy resulting from flooding to the flood-proofed design level so that minimal damage will occur from floods that exceed the flood-proofed design level."
"SEC. 51A-5.104_3_6_4","(D)   The area surrounding the structure must be filled to or above the elevation of the design flood.  The fill must be compacted, and slopes must be protected by vegetative cover."
"SEC. 51A-5.104_3_6_5","(E)   Basements must be designed by a licensed engineer."
"SEC. 51A-5.104_3_7","(7)   Plywood used at or below the first floor level must be of an “exterior” or “marine” grade and of a water-resistant or waterproof variety."
"SEC. 51A-5.104_3_8","(8)   Wood flooring used at or below the first floor level must be installed to accommodate a lateral expansion of the flooring, perpendicular to the flooring grain, without incurring structural damage to the building."
"SEC. 51A-5.104_3_9","(9)   Basement ceilings must consist of a sufficient wet strength and be installed to survive inundation."
"SEC. 51A-5.104_3_10","(10)   Paints or other finishes used at or below the first floor level must be capable of surviving inundation."
"SEC. 51A-5.104_3_11","(11)   All air ducts, large pipes and storage tanks located at or below the first floor level must be firmly anchored to prevent flotation."
"SEC. 51A-5.104_3_12","(12)   Tanks must be vented at a location above the 100-year flood level.  (Ord. Nos. 19455; 19786; 20360; 24085; 24543; 27697; 27893; 30994)"
"SEC. 51A-5.105","FILLING IN THE FLOOD PLAIN."
"SEC. 51A-5.105_1","(a)   Permit required."
"SEC. 51A-5.105_1_1","(1)   A person shall not deposit or store fill, place a structure, excavate, or engage in any other development activities in an FP area without first obtaining:"
"SEC. 51A-5.105_1_1_1","(A)   a fill permit or an FP alteration permit from the director of water utilities; and"
"SEC. 51A-5.105_1_1_2","(B)   all other permits required by county, state, and federal agencies."
"SEC. 51A-5.105_1_2","(2)   A fill permit allows the property to be developed at a specified elevation in compliance with this section."
"SEC. 51A-5.105_1_3","(3)   The director of water utilities shall maintain a record of all fill permits and FP alteration permits."
"SEC. 51A-5.105_2","(b)   Flood plain alteration permit. The director of water utilities may issue a flood plain alteration permit if he or she determines that:"
"SEC. 51A-5.105_2_1","(1)   the alteration does not remove an FP designation; and"
"SEC. 51A-5.105_2_2","(2)   the alteration complies with all applicable engineering requirements in Subsection (g)."
"SEC. 51A-5.105_3","(c)   Initiation of fill permit process."
"SEC. 51A-5.105_3_1","(1)   Application. An applicant for a fill permit shall submit an application to the director of water utilities on a form approved by the director and signed by all owners of the property."
"SEC. 51A-5.105_3_2","(2)   Notification signs.  Except as provided in Section 51A-5.105 (f)(2), an applicant is responsible for obtaining the required number of notification signs and posting them on the property that is subject of the application. Notification signs must be obtained from the director of water utilities at the time the application is made."
"SEC. 51A-5.105_3_2_1","(A)   Number of signs required.  For tracts of five acres or less, only one notification sign is required. An additional notification sign is required for each additional five acres or less, except that no applicant is required to obtain and post more than five notification signs on the property, regardless of its size."
"SEC. 51A-5.105_3_2_2","(B)   Posting of signs.  The applicant shall post the required number of notification signs on the property at least 15 days before the date of the scheduled public hearing before the city council. The signs must be posted at a prominent location adjacent to a public street and be easily visible from the street."
"SEC. 51A-5.105_3_2_3","(C)   Failure to comply.  If the city council determines that the applicant has failed to comply with the provisions of this section, it may postpone the public hearing."
"SEC. 51A-5.105_4","(d)   Preapplication conference."
"SEC. 51A-5.105_4_1","(1)   An applicant for a fill permit shall request a preapplication conference with representatives from the department of water utilities."
"SEC. 51A-5.105_4_2","(2)   At the preapplication conference, the director of water utilities shall determine what information is necessary for a complete evaluation of the proposed fill project.  The director may require the applicant to submit all necessary information, including, but not limited to the following:"
"SEC. 51A-5.105_4_2_1","(A)   A vicinity map."
"SEC. 51A-5.105_4_2_2","(B)   The acreage figures for the entire tract, the area located in the flood plain, and the area proposed to be filled."
"SEC. 51A-5.105_4_2_3","(C)   A description of existing and proposed hydrologic and hydraulic analysis conducted."
"SEC. 51A-5.105_4_2_4","(D)   A landscape and erosion control plan. The landscape plan must comply with the Landscape and Tree Preservation Regulations in Article X of the Dallas Development Code, as amended."
"SEC. 51A-5.105_4_2_5","(E)   A table of values for analysis of the engineering criteria listed in Subsections (h)(1), (h)(2), and (h)(4)."
"SEC. 51A-5.105_4_2_6","(F)   A water surface profile."
"SEC. 51A-5.105_4_2_7","(G)   A plan view showing existing and proposed contours and grading."
"SEC. 51A-5.105_4_2_8","(H)   Plotted cross-sections."
"SEC. 51A-5.105_4_2_9","(I)   An overall map of the project area."
"SEC. 51A-5.105_5","(e)   Filling to remove an FP designation."
"SEC. 51A-5.105_5_1","(1)   In general.  This subsection applies to applications to remove an FP designation other than applications to remove an FP designation from an interior drainage area pursuant to Subsection (f)."
"SEC. 51A-5.105_5_2","(2)   Review of application by departments."
"SEC. 51A-5.105_5_2_1","(A)   If the application is to remove an FP designation, the director of water utilities shall forward copies of the application to the director of sustainable development and construction, the chief planning officer, and the director of park and recreation for review."
"SEC. 51A-5.105_5_2_2","(B)   The director of sustainable development and construction, the chief planning officer, and the director of park and recreation shall review the application and advise the director of water utilities of the environmental impacts of the project. They shall also determine whether the applicant's property should be considered for public acquisition due to its ecological, scenic, historic or recreational value. The director of water utilities shall provide a report to the city council on each application regarding environmental impacts and public acquisition issues."
"SEC. 51A-5.105_5_3","(3)   Neighborhood meeting. The water utilities department shall schedule and conduct a neighborhood meeting on each application. The applicant or the applicant's representative must attend the neighborhood meeting. The director shall send written notice of the meeting to the applicant, to all owners of real property within 500 feet from the boundary of the subject property, and to persons and organizations on the early notification list on file with the department of sustainable development and construction. Measurements include the streets and alleys. The notice must be given not less than 10 days before the date set for the neighborhood meeting by depositing the notice properly addressed and postage paid in the United States mail to the property owners as evidenced by the last approved city tax roll. This notice must be written in English and Spanish if the area of request is located wholly or partly within a census tract in which 50 percent or more of the inhabitants are persons of Spanish origin or descent according to the most recent federal decennial census."
"SEC. 51A-5.105_5_4","(4)   Notice and public hearing.  After the neighborhood meeting, the director of water utilities shall schedule a public hearing on the application. The city secretary shall give notice of the public hearing in the official newspaper of the city at least 15 days before the date of the public hearing. The director shall also send written notice of the public hearing to the applicant, to all owners of real property within 500 feet from the boundary of the subject property, and to persons and organizations on the early notification list on file with the department of sustainable development and construction. Written notice must be given in the same manner required in Paragraph (2) for the neighborhood meeting."
"SEC. 51A-5.105_5_5","(5)   Decision on application."
"SEC. 51A-5.105_5_5_1","(A)   After notice and a public hearing in compliance with Paragraph (3), the city council shall approve or deny the application for a fill permit. The city council may only deny an application if:"
"SEC. 51A-5.105_5_5_1_1","(i)   the application does not meet the requirements of Section 51A-5.105(g); or"
"SEC. 51A-5.105_5_5_1_2","(ii)   the city council has, by resolution, authorized acquisition of the property under the laws of eminent domain, and denial of the application is necessary to preserve the status quo until the property is acquired."
"SEC. 51A-5.105_5_5_2","(B)   In connection with its approval of a fill permit, the city council may grant a variance to the requirements of Subsection (h) if the variance will not violate any provision of federal or state law or endanger life or property."
"SEC. 51A-5.105_5_5_3","(C)   If the city council approves a fill permit application, the FP designation for the filled area may be removed from the official zoning district map upon compliance by the applicant with the specifications for filling."
"SEC. 51A-5.105_5_6","(6)   Zoning map revision.  Upon compliance with all applicable requirements of this section by the applicant, the director of water utilities shall notify the director of sustainable development and construction, who shall remove the FP designation for the filled area from the official zoning district map."
