Structure, Text
"SEC. 51A-10.101_19","(19)   EVERGREEN TREE OR SHRUB means a tree or shrub of a species that normally retains its leaves throughout the year."
"SEC. 51A-10.101_20","(20)    FACADE PLANTING AREA means the portion of a lot abutting a storefront, office, or mixed use building facade."
"SEC. 51A-10.101_21","(21)   FLOOD PLAIN means any land area susceptible to inundation by the hundred-year frequency flood."
"SEC. 51A-10.101_22","(22)   FOREST STAND DELINEATION (""FSD"") means a comprehensive assessment of the conditions of a property using multiple types of information, including, but not limited to, a tree survey, aerial imagery collected from private or public sources, natural resources assessments, topographic maps, management plans, a map of conservation areas, land use maps, etc., to provide the required data to determine tree replacement requirements and forest conservation objectives."
"SEC. 51A-10.101_23","(23)   GRADING means any digging, scooping, removing, depositing or stockpiling, of earth materials."
"SEC. 51A-10.101_24","(24)   GREEN INFRASTRUCTURE means the ecological framework of trees and vegetation used in conjunction with engineered systems for the effective and resilient processes of stormwater management, climate adaptation, urban heat abatement, biodiversity, improved air quality, clean water, and healthy soils, for sustainable social, health, and economic benefits of the urban community."
"SEC. 51A-10.101_25","(25)   GROUND COVER means natural mulch, or plants of species that normally reach a height of less than three feet upon maturity, installed in such a manner so as to form a continuous cover over the ground."
"SEC. 51A-10.101_26","(26)   HABITAT PRESERVATION AND RESTORATION AREA means a designated area on a landscape plan dedicated to the restoration and preservation of an undeveloped site through active or passive management practices."
"SEC. 51A-10.101_27","(27)   HISTORIC TREE means a tree, or grove of trees, that has been recognized by resolution of the city council as having cultural or historical significance."
"SEC. 51A-10.101_28","(28)   HUNDRED-YEAR FREQUENCY FLOOD means the flood having a one percent chance of being equalled or exceeded in any given year. This flood is based upon the drainage area being fully developed to current zoning limitations."
"SEC. 51A-10.101_29","(29)   INTERIOR ZONE means the area of a lot not included in a street buffer zone or a residential buffer zone."
"SEC. 51A-10.101_30","(30)   INVASIVE PLANT means a plant that has been classified as invasive to the Dallas region by Texas Parks and Wildlife or the Texas Department of Agriculture."
"SEC. 51A-10.101_31","(31)   LANDSCAPE ARCHITECT means a person licensed to use the title of ""landscape architect"" in the State of Texas in accordance with state law."
"SEC. 51A-10.101_32","(32)   LANDSCAPE AREA means an open soil area covered by natural grass, ground cover, stone aggregate or river rock, or other plant materials for the purpose of landscaping or the growth and establishment of trees and other vegetation."
"SEC. 51A-10.101_33","(33)   LANDSCAPE BUFFER STRIP means a landscape area that serves a buffer function."
"SEC. 51A-10.101_34","(34)   LARGE SHRUB means a shrub that normally reaches a height of six feet or more upon maturity."
"SEC. 51A-10.101_35","(35)   LARGE TREE means a tree species that typically attains a height and canopy width of at least 50 feet at maturity, or as classified by the director."
"SEC. 51A-10.101_36","(36)   LEGACY TREE means a large or medium tree planted in a landscape area in accordance with Section 51A-10.104 and Section 51A-10.135."
"SEC. 51A-10.101_37","(37)   LOT means:"
"SEC. 51A-10.101_37_1","(A)   a ""lot"" as defined in Section 51A-2.102; and"
"SEC. 51A-10.101_37_2","(B)   an ""artificial lot"" as defined in this section."
"SEC. 51A-10.101_38","(38)   LOT WITH RESIDENTIAL ADJACENCY means any of the following:"
"SEC. 51A-10.101_38_1","(A)   A building site containing a multifamily use that is adjacent to or directly across:"
"SEC. 51A-10.101_38_1_1","(i)   a street 64 feet or less in width; or"
"SEC. 51A-10.101_38_1_2","(ii)   an alley;"
"SEC. 51A-10.101_38_1_2_1","from private property in a single family, duplex, townhouse, CH, or RTN district or a residential planned development district."
"SEC. 51A-10.101_38_2","(B)   A building site containing a nonresidential use that is adjacent to or directly across:"
"SEC. 51A-10.101_38_2_1","(i)   a street 64 feet or less in width; or"
"SEC. 51A-10.101_38_2_2","(ii)   an alley;"
"SEC. 51A-10.101_38_2_2_1","from private property in an agricultural, single family, duplex, townhouse, CH, multifamily, manufactured housing, or RTN district, or a residential planned development district."
"SEC. 51A-10.101_38_3","(C)   An artificial lot containing a multifamily use if the lot is less than 200 feet from private property in a single family, duplex, townhouse, CH, or RTN district, or a residential planned development district."
"SEC. 51A-10.101_38_4","(D)   An artificial lot containing a nonresidential use if the lot is less than 200 feet from private property in an agricultural, single family, duplex, townhouse, CH, multifamily, manufactured housing, or RTN district, or a residential planned development district."
"SEC. 51A-10.101_39","(39)   MEDIUM TREE means a tree that typically attains a canopy height of at least 30 feet and a width between 15 feet and 50 feet in width at maturity, or as otherwise classified by the director."
"SEC. 51A-10.101_40","(40)   NONPERMEABLE COVERAGE means coverage with any pavement that is not ""permeable pavement"" as defined in this section."
"SEC. 51A-10.101_41","(41)   NURSERY STOCK means a plant grown in or obtained from a nursery."
"SEC. 51A-10.101_42","(42)   OPEN SOIL AREA means an unpaved area of soil."
"SEC. 51A-10.101_43","(43)   PEDESTRIAN PATHWAY means an area intended for use by pedestrians or non-motorized vehicles that is physically or visually distinguishable from parking and driving surfaces by concrete curbs, wheel stops, or other permanent barriers, landscape barriers, or a change in surface materials such as pavers, patterned concrete, or flagstones."
"SEC. 51A-10.101_44","(44)   PERMEABLE PAVEMENT means director approved paving systems, pavers, or other structural surfaces that allow stormwater infiltration."
"SEC. 51A-10.101_45","(45)   PREVIOUSLY DEVELOPED SITE means a building site that has been substantially altered through paving, construction, or other activity that requires or required permitting or licensing through a regulatory agency."
"SEC. 51A-10.101_46","(46)   PRIMARY NATURAL AREA means an ecologically sensitive area including 100-year flood plain and riparian areas, wetlands or 50-foot wetland buffer, perennial and intermittent streams measured to 50 feet above top of bank, and the escarpment zone."
"SEC. 51A-10.101_47","(47)   PRIVATE PROPERTY means any property not dedicated to public use, except that ""private property"" does not include the following:"
"SEC. 51A-10.101_47_1","(A)   A private street or alley."
"SEC. 51A-10.101_47_2","(B)   Property on which a utility and public service use listed in Section 51A-4.212 is being conducted as a main use."
"SEC. 51A-10.101_47_3","(C)   A railroad right-of-way."
"SEC. 51A-10.101_47_4","(D)   A cemetery or mausoleum."
"SEC. 51A-10.101_48","(48)   PROTECTED TREE means:"
"SEC. 51A-10.101_48_1","(A)   a tree of any species that has a minimum diameter of eight inches that is not classified as unprotected in this article;"
"SEC. 51A-10.101_48_2","(B)   any tree in a stand which projects a tree canopy over a building site when identified within a forest stand delineation review; or"
"SEC. 51A-10.101_48_3","(C)   a tree that was planted as a replacement tree."
"SEC. 51A-10.101_49","(49)   REMOVE OR SERIOUSLY INJURE means an intentional or negligent action that will more likely than not cause a tree to decline and die within five years of the act. Actions that constitute removing or seriously injuring a tree include, but are not limited to: cutting down a tree; excessively pruning or topping a tree; compacting the soil above the root system of a tree; changing the natural grade above the root system of a tree; damaging the root system or the trunk of a tree (such as by operating machinery near, or by clearing or grading the area around, the trunk of a tree); failing to repair an injury to a tree from fire or other causes, which results in or permits tree infections or pest infestations into or on the tree; applying herbicidal or other lethal chemicals; and placing nonpermeable pavement over the root system of a tree."
"SEC. 51A-10.101_50","(50)   RESPONSIBLE PARTY means the property owner and any other person or entity responsible for removing or seriously injuring a protected tree."
"SEC. 51A-10.101_51","(51)   REPLACEMENT TREE means a tree that is planted in accordance with Section 51A-10.134."
"SEC. 51A-10.101_52","(52)   ROOT PATH means a path constructed using aeration or drainage strips providing roots a route under pavement from a tree to an adjacent landscape area."
"SEC. 51A-10.101_53","(53)   SCREENING means screening that complies with Section 51A-4.602, except as those regulations may be expressly modified in this article."
"SEC. 51A-10.101_54","(54)    SECONDARY NATURAL AREA means undisturbed areas on a building site other than primary natural areas."
"SEC. 51A-10.101_55","(55)   SIGNIFICANT TREE means a protected healthy tree whose age, size, unique type, or natural or historical character are of special importance to the city, and meets the following species and size requirements:"
"SEC. 51A-10.101_55_1","(A)   Post oaks with a minimum diameter of 12 inches."
"SEC. 51A-10.101_55_2","(B)   Trees of the following species having a minimum 24-inch diameter: American elm, bois d'arc, cedar elm, chittamwood, common persimmon, eastern red cedar, green ash, all other oaks, pecan, all walnut species, and white ash."
"SEC. 51A-10.101_56","(56)   SMALL TREE means a tree that typically attains a maximum height of 30 feet at maturity or is classified as a small tree by the director."
"SEC. 51A-10.101_57","(57)   SOIL means a medium that plants will grow in."
"SEC. 51A-10.101_58","(58)   STAND means a group of trees or other growth occupying a specific area that is sufficiently similar in species composition, size, age, arrangement, and condition, to be distinguishable from adjacent forest."
"SEC. 51A-10.101_59","(59)   SUSTAINABLE DEVELOPMENT INCENTIVE (""SDI"") means a method of compliance that applies sustainable development, tree preservation practices, and tree mitigation reductions."
"SEC. 51A-10.101_60","(60)   TOPPING means the reduction of tree size using internodal cuts without regard to tree health or structural integrity."
"SEC. 51A-10.101_61","(61)   TREE CANOPY COVER means the amount of ground area directly beneath a tree's crown to the drip line or the combined crowns of a stand of trees, measured in square feet."
"SEC. 51A-10.101_62","(62)   TREE REMOVAL PROPERTY means the lot, parcel, right-of-way, or tract of land where a protected tree will be or has been removed or seriously injured."
"SEC. 51A-10.101_63","(63)   TREE SURVEY means a report that meets all of the requirements for a tree survey in Section 51A-10.132."
"SEC. 51A-10.101_64","(64)   UNPROTECTED TREE means the following:"
"SEC. 51A-10.101_64_1","(A)   Callery pear (all cultivars)."
"SEC. 51A-10.101_64_2","(B)   Chinaberry."
"SEC. 51A-10.101_64_3","(C)   Chinese tallow."
"SEC. 51A-10.101_64_4","(D)   Ilex species (except for yaupon holly and Possumhaw holly.)"
"SEC. 51A-10.101_64_5","(E)   Palm (all plants in Palmae)."
"SEC. 51A-10.101_64_6","(F)   Tree-of-heaven or Ailanthus."
"SEC. 51A-10.101_64_7","(G)   Other trees listed as invasive plants."
"SEC. 51A-10.101_64_8","(H)   Trees with a diameter of less than 10 inches at the point on the trunk 4.5 feet above the ground, located on a lot with an existing single family or duplex use that is occupied at the time of removal."
"SEC. 51A-10.101_65","(65)   UNRESTRICTED ZONE means the area on a lot where tree mitigation is not required."
"SEC. 51A-10.101_66","(66)   URBAN STREETSCAPE means the pedestrian-oriented street environment between the back of curb and building facade for frontages that have a required front yard of 15 feet or less in depth."
"SEC. 51A-10.101_67","(67)   WATER COURSE means a natural or constructed channel for the flow of water.  (Ord. Nos. 19455; 20496; 22053; 25155; 30929)"
"SEC. 51A-10.102","PURPOSE."
"SEC. 51A-10.102_1","The process of urban growth and development with its alteration of the natural topography, vegetation, and creation of impervious cover can have a negative effect on the ecological balance of an area by causing increases in air temperatures and accelerating the processes of runoff, erosion, and sedimentation. The economic base of the city can and should be protected through the conservation and enhancement of the unique natural beauty, environment, and vegetative space in this area.  Recognizing that the general objectives of this article are to promote and protect the health, safety, and welfare of the public, the city council further declares that this article is adopted for the following specific purposes:"
"SEC. 51A-10.102_1","(1)   To aid in stabilizing the environment's ecological balance by contributing to the processes of air purification, oxygen regeneration, ground-water recharge, and storm water runoff retardation and filtration, while at the same time aiding in noise, glare, wind, and heat abatement."
"SEC. 51A-10.102_2","(2)   To provide visual buffering between land uses of differing character to alleviate the harshness of urban life."
"SEC. 51A-10.102_3","(3)   To enhance the beautification of the city."
"SEC. 51A-10.102_4","(4)   To safeguard and enhance property values and to protect public and private investment."
"SEC. 51A-10.102_5","(5)   To conserve energy."
"SEC. 51A-10.102_6","(6)   To provide habitat for wildlife."
"SEC. 51A-10.102_7","(7)   To encourage the preservation of large trees which, once removed, can be replaced only after generations."
"SEC. 51A-10.102_8","(8)   To conserve water."
"SEC. 51A-10.102_9","(9)   To recognize and conserve the urban forest as part of the city's green infrastructure.  (Ord. Nos. 19455; 22053; 30929)"
"SEC. 51A-10.103","ACCEPTABLE PLANT MATERIALS."
"SEC. 51A-10.103_1","(a)   Artificial plant materials, including synthetic turf, may not be used to satisfy the requirements of this article."
"SEC. 51A-10.103_2","(b)   In satisfying the requirements of this article, the use of high-quality, hardy, and drought-tolerant plant materials is recommended and encouraged."
"SEC. 51A-10.103_3","(c)   For a lot or tract of land two acres in size or greater, no one species of tree may constitute more than 35 percent of the replacement trees planted on the lot or tract of land."
"SEC. 51A-10.103_4","(d)   Palm trees may not be used to satisfy the requirements of this article."
"SEC. 51A-10.103_5","(e)   Invasive plants are prohibited in required landscapes."
"SEC. 51A-10.103_6","(f)   The director shall maintain a list of acceptable plant materials for required landscapes.  (Ord. Nos. 22053; 25155; 30929)"
"SEC. 51A-10.104","SOIL AND PLANTING AREA REQUIREMENTS."
"SEC. 51A-10.104_1","(a)   In general.  Planting areas dedicated to the growth of roots may include open soil areas, covered soil areas, root paths, and drainage."
"SEC. 51A-10.104_2","(b)    Soil areas.  Except as provided in this section, required landscape areas must include the following:"
"SEC. 51A-10.104_2_1","(1)   Soil resource plan.  A soil resource plan is required with the submission of a landscape plan or tree protection plan.  A soil resource plan is used to distinguish landscaping zones from construction zones on the building site and to determine soil protection or soil modification for vegetation, if applicable.  Zones that are required to be shown include:"
"SEC. 51A-10.104_2_1_1","(A)   protected zones where existing soil and vegetation will not be disturbed;"
"SEC. 51A-10.104_2_1_2","(B)   zones for soil amendment or treatment with minimal disturbance;"
"SEC. 51A-10.104_2_1_3","(C)   zones where construction traffic and staging will be allowed; and"
"SEC. 51A-10.104_2_1_4","(D)   zones for stockpiling topsoil and imported soil amendments."
"SEC. 51A-10.104_2_2","(2)   Soil resource assessment.  A soil resource assessment is only required in conjunction with sustainable development incentive requirements and installation of legacy trees."
"SEC. 51A-10.104_2_2_1","(A)   A soil resource assessment must be provided before submittal of a building permit."
"SEC. 51A-10.104_2_2_2","(B)   A soil resource assessment may be included in other engineering site assessments for the property."
"SEC. 51A-10.104_2_2_3","(C)   A soil resource assessment must include information on all proposed landscape planting areas that delineates, quantifies, and characterizes the topsoils and subsoils of a site before these materials are excavated for reuse on site."
"SEC. 51A-10.104_2_2_4","(D)   The ranges for physical, chemical, and biological indicators of soil quality for urban trees is determined from the ISA Best Management Practices for Soil Management for Urban Trees, or in another publication approved by the building official."
"SEC. 51A-10.104_2_3","(3)   Additional minimum soil quality requirements.  Soils used in landscape areas for tree planting must be shown on a landscape plan or a tree protection plan in protected zones where existing soil and vegetation is not disturbed, or in zones modified to correct limiting factors for tree establishment and longevity."
"SEC. 51A-10.104_3","(c)   Planting area requirements.  Except as provided in this section, planting areas must meet the following requirements:"
"SEC. 51A-10.104_3_1","(1)   For each small tree installation, a minimum of 24 inches of soil depth and 25 square feet of open soil area (total of 50 cubic feet) must be provided."
"SEC. 51A-10.104_3_2","(2)   For each large or medium tree installation, a minimum of 36 inches of soil depth and 160 square feet of open soil area (total of 480 cubic feet) must be provided."
"SEC. 51A-10.104_3_3","(3)   Except as provided in this section, trees may share open soil areas."
"SEC. 51A-10.104_3_4","(4)   Except as provided in this section, large trees and medium trees must be planted a minimum of four feet from pavement."
"SEC. 51A-10.104_3_5","(5)   The planting areas must have native soils, prepared soils, or structural soils, and may include permeable pavement, sidewalk support, and soil cells."
"SEC. 51A-10.104_3_6","(6)   Required areas for plant materials must be protected from vehicular traffic through the use of concrete curbs, wheel stops, or other permanent barriers."
"SEC. 51A-10.104_3_7","(7)   Planters may be used to satisfy the requirements of this article provided that the soil requirements in Section 51A-10.104(b) are met."
"SEC. 51A-10.104_4","(d)   Legacy tree soil and planting area requirements."
"SEC. 51A-10.104_4_1","(1)   Except as provided in this paragraph, large legacy trees must be planted in a minimum 500 square foot open soil area with a minimum average soil depth of 36 inches (1500 cubic feet) per tree.  For locations with shallow soils of less than 36 inches in average depth, the open soil area must be a minimum 750 square feet."
"SEC. 51A-10.104_4_2","(2)   Except as provided in this paragraph, medium legacy trees must be planted in a minimum 400 square foot open soil area with a minimum average soil depth of 36 inches (1200 cubic feet) per tree.  For locations with shallow soils of less than 36 inches in average depth, the open soil area must be a minimum 750 square feet."
"SEC. 51A-10.104_4_3","(3)   Legacy trees must be a minimum of 30 feet measured horizontally from the closest point of a building or other structure on the property or an adjacent property at the time of installation."
"SEC. 51A-10.104_4_4","(4)   Legacy trees may not share required minimum open soil areas with large or medium trees."
"SEC. 51A-10.104_5","(e)   Alternative planting area requirements."
"SEC. 51A-10.104_5_1","(1)   Planting areas in an urban streetscape or located above underground buildings or structures must have the following open soil area depths and dimensions:"
"SEC. 51A-10.104_5_1_1","(A)   For each small tree installation, a minimum of 30 inches of soil depth and 25 square feet of open soil area (total of 62.5 cubic feet)."
"SEC. 51A-10.104_5_1_2","(B)   For each large or medium tree installation, a minimum of 36 inches of soil depth and 25 square feet of open soil area and a combination of open soil area, covered soil area, and root paths for a minimum of 240 cubic feet of soil volume.  Large or medium trees planted in less than 480 cubic feet of soil volume do not count as replacement trees for purposes of Division 51A-10.1300."
"SEC. 51A-10.104_5_2","(2)   Trees may share open soil areas."
"SEC. 51A-10.104_6","(f)   Waiver.  The building official may waive the minimum open soil and planting area requirements if a landscape architect certifies that:"
"SEC. 51A-10.104_6_1","(1)   the proposed alternative soil depths and dimensions are sufficient to support the healthy and vigorous growth of the plant materials affected;"
"SEC. 51A-10.104_6_2","(2)   the depth to impermeable subsurface prohibits minimum soil depth requirements; or"
"SEC. 51A-10.104_6_3","(3)   that the proposed structural soils or suspended paving system are sufficient to support the healthy and vigorous growth of the plant materials."
"SEC. 51A-10.104_7","(g)   Adequate space.  All required trees must be planted in adequate space to allow unobstructed growth to maturity."
"SEC. 51A-10.104_8","(h)   Tree locations."
"SEC. 51A-10.104_8_1","(1)   In general.  All required trees must be located a minimum distance of:"
"SEC. 51A-10.104_8_1_1","(A)   two feet from side yard and rear yard property boundaries;"
"SEC. 51A-10.104_8_1_2","(B)   20 feet from traffic signs and light poles;"
"SEC. 51A-10.104_8_1_3","(C)   two-and-one-half feet from pavement; and"
"SEC. 51A-10.104_8_1_4","(D)   five feet from electrical transmission boxes, fire hydrants, in-ground or above-ground utility access, underground local utility lines, and water meters."
"SEC. 51A-10.104_8_2","(2)   Small trees.  Small trees must be located a minimum distance of:"
"SEC. 51A-10.104_8_2_1","(A)   five feet from buildings; and"
"SEC. 51A-10.104_8_2_2","(B)   10 feet from all other trees."
"SEC. 51A-10.104_8_3","(3)   Medium trees.  Medium trees must be located a minimum distance of:"
"SEC. 51A-10.104_8_3_1","(A)   12 feet from buildings;"
"SEC. 51A-10.104_8_3_2","(B)   10 feet from small trees;"
"SEC. 51A-10.104_8_3_3","(C)   20 feet from other medium trees;"
"SEC. 51A-10.104_8_3_4","(D)   20 feet from large trees; and"
"SEC. 51A-10.104_8_3_5","(E)   15 feet from the closest point of an overhead electric line."
"SEC. 51A-10.104_8_4","(4)   Large trees.  Large trees must be located a minimum distance of:"
"SEC. 51A-10.104_8_4_1","(A)   15 feet from buildings;"
"SEC. 51A-10.104_8_4_2","(B)   10 feet from small trees;"
"SEC. 51A-10.104_8_4_3","(C)   20 feet from medium trees;"
"SEC. 51A-10.104_8_4_4","(D)   25 feet from other large trees; and"
"SEC. 51A-10.104_8_4_5","(E)   20 feet from the closest point of an overhead electric line."
"SEC. 51A-10.104_8_5","(5)   Legacy trees.  Legacy trees must be located a minimum distance of 30 feet from the closest point of an overhead electric line."
"SEC. 51A-10.104_8_6","(6)   Measurement.  For purposes of this subsection, all distances are measured horizontally from the center of the tree trunk.  (Ord. Nos. 22053; 25155; 30929)"
"SEC. 51A-10.105","MEASUREMENTS."
"SEC. 51A-10.105_1","(a)   Caliper.  For nursery stock trees:"
"SEC. 51A-10.105_1_1","(1)   caliper is measured at six inches above soil level; which should be at or near the top of the root flare, and six inches above the root flare for bare root plants, up to and including the four-inch caliper size interval (i.e., from four inches up to, but not including, four and one-half inches);"
"SEC. 51A-10.105_1_2","(2)   if the caliper measured at six inches is four and one-half inches or more, the caliper must be measured at 12 inches above the ground level, soil line, or root flare, as appropriate; and"
"SEC. 51A-10.105_1_3","(3)   if a tree has multiple stems, caliper is one-half of the combined caliper of the three largest trunks."
"SEC. 51A-10.105_2","(b)   Diameter."
"SEC. 51A-10.105_2_1","(1)   Diameter at breast height.  Diameter at breast height [“DBH”] is the measurement of a tree trunk at a height of four and one-half feet above the ground, on the uphill side of the tree, or as recommended in the Landscape and Tree Manual for special situations for tree fork, leaning trees, or on slopes."
"SEC. 51A-10.105_2_2","(2)   Multiple stems.  For trees with multiple stems, the diameter of the trunk is measured at the narrowest point below branching when branching occurs below DBH, or near DBH."
"SEC. 51A-10.105_2_3","(3)   Branching.  When branching occurs at or lower than 12 inches above the ground, diameter of the trunk includes the diameter of the largest stem plus the average diameter of the remaining stems, measured at DBH.  (Ord. Nos. 22053; 25155; 30929)"
"SEC. 51A-10.106","IRRIGATION REQUIREMENTS."
"SEC. 51A-10.106_1","(a)   In general."
"SEC. 51A-10.106_1_1","(1)   Except as provided in this section, automatic irrigation systems must be installed in conjunction with new required landscaping for commercial and multifamily uses with combined landscape areas of 500 square feet or more per building site."
"SEC. 51A-10.106_1_2","(2)   The automatic irrigation system must be:"
"SEC. 51A-10.106_1_2_1","(A)   shown on a landscape plan or irrigation plan; and"
"SEC. 51A-10.106_1_2_2","(B)   adequate to maintain the plant materials in a healthy, growing condition at all times."
"SEC. 51A-10.106_2","(b)   Renovations and additions that require landscaping.  For building sites or artificial lots with an area of two acres or less, all required plant materials must be located a maximum of 100 feet from an irrigation source with a permanently installed threaded hose connection. Proposed watering methods (irrigation or otherwise) must be:"
"SEC. 51A-10.106_2_1","(1)   shown on the landscape plan, if any; and"
"SEC. 51A-10.106_2_2","(2)   capable of maintaining the plant materials in a healthy, growing condition at all times."
"SEC. 51A-10.106_3","(c)   Alternate irrigation.  The building official may authorize an alternate method of irrigation for required landscape areas if the alternate irrigation method is:"
"SEC. 51A-10.106_3_1","(1)   certified by a landscape architect or licensed irrigator;"
"SEC. 51A-10.106_3_2","(2)   shown on a stamped landscape plan or irrigation plan; and"
"SEC. 51A-10.106_3_3","(3)   capable of maintaining the plant materials in a healthy, growing condition at all times.  (Ord. Nos. 22053; 25155; 30929)"
"SEC. 51A-10.107","RESERVED."
"SEC. 51A-10.107_1","(Ord. 30929)"
"SEC. 51A-10.108","GENERAL MAINTENANCE."
"SEC. 51A-10.108_1","(a)   Required plant materials must be maintained in a healthy, growing condition at all times.  The property owner is responsible for regular weeding, mowing of grass, irrigating, fertilizing, pruning, and other maintenance of all plantings as needed. Any required plant that dies or is removed must be replaced with another living plant that complies with this article and the approved landscape plan, if any, within 90 days after notification by the city."
"SEC. 51A-10.108_2","(b)   Any damage to utility lines resulting from the negligence of the property owner or his agents or employees in the installation and maintenance of required plant materials in a utility easement is the responsibility of the property owner. If a public utility disturbs a landscaped area in a utility easement, it shall make every reasonable effort to preserve the plant materials and return them to their prior locations after the utility work. If, nonetheless, some plant materials die, it is the obligation of the property owner to replace the plant materials.  (Ord. Nos. 22053; 30929)"
"SEC. 51A-10.109","LANDSCAPE AND TREE MANUAL."
"SEC. 51A-10.109_1","A landscape and tree manual is provided by the director as a technical guide for conserving, protecting, maintaining, and establishing the green infrastructure, landscape, and urban forest of the city in conjunction with this article.  The director shall maintain the landscape and tree manual.  (Ord. Nos. 22053; 22581; 25047; 25155; 30929)"
"SEC. 51A-10.110","SPECIAL EXCEPTIONS."
"SEC. 51A-10.110_1","(a)   In general and landscaping."
"SEC. 51A-10.110_1_1","(1)   The board may grant a special exception to the requirements of Division 51A-10.100 and Division 51A-10.120, other than fee and notice requirements, upon making a special finding from the evidence presented that:"
"SEC. 51A-10.110_1_1_1","(A)   strict compliance with the requirements of Division 51A-10.100 or Division 51A-10.120 will unreasonably burden the use of the property;"
"SEC. 51A-10.110_1_1_2","(B)   the special exception will not adversely affect neighboring property; and"
"SEC. 51A-10.110_1_1_3","(C)   the requirements are not imposed by a site-specific landscape plan approved by the city plan commission or city council."
"SEC. 51A-10.110_1_2","(2)   In determining whether to grant a special exception under Paragraph (1), the board shall consider the following factors:"
"SEC. 51A-10.110_1_2_1","(A)   The extent to which there is residential adjacency."
"SEC. 51A-10.110_1_2_2","(B)   The topography of the site."
"SEC. 51A-10.110_1_2_3","(C)   The extent to which landscaping exists for which no credit is given under this article."
"SEC. 51A-10.110_1_2_4","(D)   The extent to which other existing or proposed amenities will compensate for the reduction of landscaping."
"SEC. 51A-10.110_2","(b)   In general and urban forest conservation."
"SEC. 51A-10.110_2_1","(1)   The board may grant a special exception to the requirements of Division 51A-10.130, other than fee and notice requirements, upon making a special finding from the evidence presented that:"
"SEC. 51A-10.110_2_1_1","(A)   strict compliance with the requirements of Division 51A-10.130 will unreasonably burden the use of the property;"
"SEC. 51A-10.110_2_1_2","(B)   the special exception will not adversely affect neighboring property; and"
"SEC. 51A-10.110_2_1_3","(C)   the requirements are not imposed by a site-specific landscape plan or tree mitigation plan approved by the city plan commission or city council."
"SEC. 51A-10.110_2_2","(2)   In determining whether to grant a special exception under Paragraph (1), the board shall consider the following factors:"
"SEC. 51A-10.110_2_2_1","(A)   The extent to which there is residential adjacency."
"SEC. 51A-10.110_2_2_2","(B)   The topography of the site."
"SEC. 51A-10.110_2_2_3","(C)   The extent to which landscaping exists for which no credit is given under this article."
"SEC. 51A-10.110_2_2_4","(D)   The ability to plant replacement trees safely on the property."
